TRIALISx,TXPNAMEx,RUNDATEx,RUNTIMEx,STARTPTx,SUBJECTx,DESCRIPT,MAXTIMsc,LATENTsc,PATHISmt,SPEEDmts,xTIMEFLT,HEADGdeg,THGTIMEx,THGPATHx,SLICEISx,SLCxONsc,SLCxGOsc,QUAD1xsc,QUAD2xsc,QUAD3xsc,QUAD4xsc,QUAD1xmt,QUAD2xmt,QUAD3xmt,QUAD4xmt,PROXIMmt,PROXmt01,PROXmt02,PROXmt03,PROXmt04,GALCUMms,CUMUms01,CUMUms02,CUMUms03,CUMUms04
011CWAPOE_,BurkeCW101,10/18/2023,12:52:32,E,1809,swim02,90,88,15.32,0.17,1,69.2,57.3,50.6,ok,0,90,4.4,12,62.7,20.7,5,13.5,59.4,21.9,0.57,0.93,1.38,0.79,0.57,49.83,81.94,121.01,69.76,49.83
012CWAPOE_,BurkeCW101,10/18/2023,12:53:38,SW,1809,swim03,90,13.7,2.42,0.18,8.6,67.4,24.8,18.8,ok,0,90,0,0,83.2,16.7,0,0,81.4,18.5,0.34,0.95,1.37,0.64,0.34,4.62,13.08,18.7,8.77,4.62
013CWAPOE_,BurkeCW101,10/18/2023,12:56:57,W,1810,swim01,90,90,22.92,0.25,5.1,-107.2,77.3,69.9,ok,0,90,16.4,39.1,21.1,23.3,17.2,37.2,21.4,24,0.91,1.11,1.07,0.83,0.91,82.3,99.74,96.57,75,82.3
014CWAPOE_,BurkeCW101,10/18/2023,12:58:39,E,1810,swim02,90,47.1,12.2,0.26,1.3,117.4,73.2,68.5,ok,0,90,30.9,26.3,23.7,18.8,31.9,23.4,19.6,24.8,0.94,1.12,0.98,0.87,0.94,44.19,52.94,45.93,41.08,44.19
015CWAPOE_,BurkeCW101,10/18/2023,13:00:57,SW,1810,swim03,90,90,12.76,0.14,16.3,86.9,57.4,65.3,ok,0,90,23.1,27.3,31.4,18.1,23.7,22.3,36.5,17.4,0.75,1.05,1.12,0.76,0.75,67.64,94.8,101.2,68.25,67.64
016CWAPOE_,BurkeCW101,10/18/2023,13:03:31,W,1811,swim01,90,67.5,18.82,0.28,2.2,27.4,82.5,79.6,ok,0,90,21.7,25.1,32.1,20.8,21.9,23,32.1,22.7,0.92,1.07,1.1,0.92,0.92,61.93,72.44,74.29,61.93,61.93
017CWAPOE_,BurkeCW101,10/18/2023,13:05:15,E,1811,swim02,90,46.7,9.68,0.21,1.1,11.9,41.8,31,ok,0,90,19.2,55,23.3,2.3,18.4,57,22.4,2,0.75,1.26,0.93,0.56,0.75,35.23,58.79,43.29,26.23,35.23
018CWAPOE_,BurkeCW101,10/18/2023,13:07:30,SW,1811,swim03,90,90,19.95,0.22,3.1,68.9,84.4,86.5,ok,0,90,17.5,40.3,29.7,12.3,19.5,35.6,30.4,14.3,0.85,1.26,1.13,0.78,0.85,76.19,113.71,101.95,69.83,76.19
019CWAPOE_,BurkeCW101,10/18/2023,13:11:37,W,1838,swim01,90,90,26.42,0.29,1.7,-124.3,66.4,58.8,ok,0,90,30.1,21.8,23.4,24.5,30.7,19.9,22.1,27.1,0.96,1,1,0.93,0.96,85.97,89.88,90.21,84.02,85.97
020CWAPOE_,BurkeCW101,10/18/2023,13:12:46,E,1838,swim02,90,12.2,3.46,0.28,2.3,73.6,40.2,31.6,ok,0,90,42.6,0,33.6,23.7,38.7,0,37.4,23.7,0.78,0.99,1,0.83,0.78,9.55,12.05,12.25,10.18,9.55
021CWAPOE_,BurkeCW101,10/18/2023,13:14:01,SW,1838,swim03,90,19.3,5.39,0.28,1.9,36,54.9,47.9,ok,0,90,18.1,36.7,41.9,3.1,22.6,36.8,36.2,4.1,0.61,1.3,1.12,0.56,0.61,11.7,25.18,21.65,10.76,11.7
022CWAPOE_,BurkeCW101,10/18/2023,13:25:25,W,1839,swim01,90,17.7,5.1,0.29,8.9,5.9,45.8,38.9,ok,0,90,0,28.8,71.1,0,0,36.8,63.1,0,0.46,1.19,1.29,0.58,0.46,8.1,21.02,22.86,10.31,8.1
023CWAPOE_,BurkeCW101,10/18/2023,13:27:29,E,1839,swim02,90,35.7,5.89,0.16,43.5,6.3,59.9,46.5,ok,0,90,2.8,4.2,86.5,6.4,5,11.5,68.2,15.1,0.37,1.13,1.46,0.67,0.37,13.35,40.44,52.21,23.95,13.35
024CWAPOE_,BurkeCW101,10/18/2023,13:29:44,SW,1839,swim03,90,24.3,3.83,0.16,36.1,48.3,53.1,30.7,ok,0,90,0,59.2,24.6,16,0,34.4,42.9,22.5,0.48,1.22,1.29,0.46,0.48,11.65,29.55,31.43,11.24,11.65
025CWAPOE_,BurkeCW101,10/18/2023,13:33:57,W,1840,swim01,90,90,2.42,0.03,81.5,139.4,22.2,31.2,ok,0,90,0,0,45.7,54.2,0,0,47.4,52.5,0.69,0.59,1.13,0.86,0.69,61.87,52.68,101.73,77.26,61.87
026CWAPOE_,BurkeCW101,10/18/2023,13:36:43,E,1840,swim02,90,29,7.4,0.26,1.2,-59.7,72.4,70.1,ok,0,90,10.3,41,36.8,11.7,13.4,36.8,34.7,14.9,0.73,1.26,1.21,0.71,0.73,21.17,36.54,35.15,20.46,21.17
027CWAPOE_,BurkeCW101,10/18/2023,13:37:32,SW,1840,swim03,90,2.9,0.49,0.17,3.3,2.7,6.9,3.8,ok,0,90,0,0,100,0,0,0,100,0,0.15,1.02,1.39,0.58,0.15,0.44,2.96,4.02,1.67,0.44
028CWAPOE_,BurkeCW101,10/18/2023,13:40:54,W,1841,swim01,90,5.5,1.1,0.2,28.9,-20.3,43.6,18.8,ok,0,90,0,0,61.8,38.1,0,0,88.7,11.2,0.52,0.76,1.43,0.88,0.52,2.87,4.18,7.88,4.82,2.87
029CWAPOE_,BurkeCW101,10/18/2023,13:42:16,E,1841,swim02,90,30.9,9.46,0.31,0.8,72.3,80.9,76.8,ok,0,90,28.8,13.9,34.9,22.3,29.1,14.4,27.7,28.6,0.92,1.01,1.08,0.96,0.92,28.4,31.33,33.47,29.74,28.4
030CWAPOE_,BurkeCW101,10/18/2023,13:44:46,SW,1841,swim03,90,90,20.14,0.22,10.3,-64.5,57.9,47.3,ok,0,90,33.1,27.4,19.4,20,31,27.6,19.6,21.7,0.93,1.08,0.94,0.84,0.93,84.08,97.36,84.35,75.42,84.08
031CWAPOE_,BurkeCW101,10/18/2023,13:47:43,W,1812,swim01,90,31.4,7.29,0.23,12.3,35.6,91.4,94.2,ok,0,90,11.4,16.8,59.2,12.4,19.1,19.9,41.6,19.3,0.76,1.05,1.35,0.93,0.76,23.9,32.89,42.53,29.35,23.9
032CWAPOE_,BurkeCW101,10/18/2023,13:50:42,E,1812,swim02,90,90,23.19,0.26,1.6,95.6,62.3,54.8,ok,0,90,37.5,26.3,15.6,20.4,34.3,25.5,19,20.9,0.98,1.05,0.88,0.87,0.98,88.09,94.17,79,78.73,88.09
033CWAPOE_,BurkeCW101,10/18/2023,13:53:45,SW,1812,swim03,90,90,9.72,0.11,23.2,-136.6,6.4,7.7,ok,0,90,0,0,46,54,0,0,55.7,44.2,0.59,0.62,1.17,0.82,0.59,52.71,55.56,105.65,73.57,52.71
034CWAPOE_,BurkeCW101,10/18/2023,13:59:45,W,1813,swim01,90,90,24.56,0.27,0.7,25.8,65.6,51.9,ok,0,90,28.2,30.6,26.2,14.8,29.2,27.5,25.3,17.8,0.88,1.14,1,0.8,0.88,79.31,102.86,89.92,72.39,79.31
035CWAPOE_,BurkeCW101,10/18/2023,14:02:16,E,1813,swim02,90,90,13.62,0.15,32.2,93.3,35.8,48.2,ok,0,90,38.5,24.6,6.4,30.3,36.4,21.5,10.6,31.4,0.97,0.94,0.74,0.84,0.97,87.47,84.75,66.86,75.49,87.47
036CWAPOE_,BurkeCW101,10/18/2023,14:05:08,SW,1813,swim03,90,90,12.61,0.14,2.6,-108.2,28.9,31.6,ok,0,90,3.4,41.5,26.5,28.4,8.1,34.7,27.5,29.5,0.62,0.97,1.13,0.59,0.62,56.16,87.35,101.71,52.89,56.16
037CWAPOE_,BurkeCW101,10/18/2023,14:08:49,W,1814,swim01,90,38,11.77,0.31,6.2,15.3,67.9,56.4,ok,0,90,17.8,23.4,46.5,12.1,21.7,19.4,42.7,16,0.8,1.11,1.12,0.84,0.8,30.24,42.37,42.4,31.94,30.24
038CWAPOE_,BurkeCW101,10/18/2023,14:11:16,E,1814,swim02,90,90,24.19,0.27,6.2,83.3,58.7,49.8,ok,0,90,17.6,15.1,33.6,33.5,17.6,15.1,32.6,34.5,0.86,0.89,1.09,0.91,0.86,77.27,79.68,98.23,81.93,77.27
039CWAPOE_,BurkeCW101,10/18/2023,14:13:59,SW,1814,swim03,90,90,19.56,0.22,4.1,-33,62,54.7,ok,0,90,30.6,19.4,31.1,18.7,26.7,22.4,31.8,18.9,0.85,1,1.05,0.88,0.85,76.81,90.17,94.55,78.83,76.81
040CWAPOE_,BurkeCW101,10/18/2023,14:16:39,W,1815,swim01,90,23.1,4.6,0.2,18,-41.2,71,62,ok,0,90,5.6,0,62.7,31.6,9,0,50.7,40.2,0.75,0.73,1.38,1.03,0.75,17.36,16.98,31.89,23.85,17.36
041CWAPOE_,BurkeCW101,10/18/2023,14:18:44,E,1815,swim02,90,90,19.06,0.21,8,20.9,74,60.1,ok,0,90,21.2,24.3,23.5,30.8,21.5,25,23.9,29.4,0.89,1.02,1.12,0.9,0.89,80.24,91.54,100.58,80.58,80.24
042CWAPOE_,BurkeCW101,10/18/2023,14:19:52,SW,1815,swim03,90,11.8,1.76,0.15,4.1,18.9,61.9,59.8,ok,0,90,0,0,100,0,0,0,100,0,0.32,1.08,1.58,0.77,0.32,3.82,12.75,18.59,9.04,3.82
043CWAPOE_,BurkeCW101,10/18/2023,14:24:16,W,1816,swim01,90,90,20.97,0.23,10.9,-40.1,66.7,61,ok,0,90,26.7,26.2,37,10,28.3,26.8,31.5,13.3,0.81,1.16,1.04,0.79,0.81,73.13,104.7,93.66,71.18,73.13
044CWAPOE_,BurkeCW101,10/18/2023,14:26:31,E,1816,swim02,90,90,12.32,0.14,15.4,-59.9,79,71.5,ok,0,90,25.1,21,26.7,27.1,27.7,22.4,22.3,27.4,0.92,1.04,1.06,0.9,0.92,83.07,93.48,95.37,81.16,83.07
045CWAPOE_,BurkeCW101,10/18/2023,14:29:28,SW,1816,swim03,90,90,18.48,0.21,0.1,-121.4,67.9,71.3,ok,0,90,19.2,22.1,19.6,39,21.6,22.2,19.4,36.6,0.95,0.89,1.05,0.95,0.95,85.8,80.37,94.4,85.42,85.8
046CWAPOE_,BurkeCW101,10/18/2023,14:34:03,W,1817,swim01,90,66,17.38,0.26,5,-19.4,60.9,58,ok,0,90,16.6,23.6,44.3,15.3,19.8,25.8,35.7,18.4,0.76,1.05,1.13,0.79,0.76,50.48,69.58,74.88,52.14,50.48
047CWAPOE_,BurkeCW101,10/18/2023,14:36:12,E,1817,swim02,90,70.7,17,0.24,1.8,-37.1,58.6,49.7,ok,0,90,12.7,54.8,23.1,9.1,14.3,50.9,22.7,11.9,0.75,1.32,1.09,0.58,0.75,52.7,93.11,76.83,41.07,52.7
048CWAPOE_,BurkeCW101,10/18/2023,14:37:08,SW,1817,swim03,90,3.2,0.28,0.09,37.4,5.1,0,0,ok,0,90,0,0,100,0,0,0,100,0,0.09,1.05,1.37,0.53,0.09,0.29,3.37,4.39,1.69,0.29
049CWAPOE_,BurkeCW101,10/18/2023,14:41:49,W,1842,swim01,90,90,22.39,0.25,1.1,34,55.8,43.4,ok,0,90,26.7,19.4,28.1,25.6,27.3,19.9,19.6,33,0.89,0.95,0.98,0.89,0.89,80.5,85.48,88.39,80.07,80.5
050CWAPOE_,BurkeCW101,10/18/2023,14:44:17,E,1842,swim02,90,90,11.42,0.13,5,-78.3,69.3,78.1,ok,0,90,29.6,26.3,22.5,21.4,28.3,23.6,23.8,24,0.94,1.08,0.97,0.87,0.94,84.98,97,87.06,78.23,84.98
051CWAPOE_,BurkeCW101,10/18/2023,14:47:21,SW,1842,swim03,90,90,11.03,0.12,15.7,-111.2,65.9,51.1,ok,0,90,23.5,31,26.5,18.8,28.3,17.7,24.3,29.5,0.8,1.07,1.08,0.79,0.8,71.76,96.25,96.98,71.34,71.76
052CWAPOE_,BurkeCW101,10/18/2023,14:53:25,W,1843,swim01,90,90,22.24,0.25,6.7,38.8,87.9,84.3,ok,0,90,9.7,25.6,51,13.5,12.8,29.3,41.2,16.5,0.77,1.12,1.34,0.87,0.77,69.39,100.93,120.41,78.57,69.39
053CWAPOE_,BurkeCW101,10/18/2023,14:55:06,E,1843,swim02,90,31.1,11.55,0.37,0.5,-5.6,55.6,52.6,ok,0,90,22.5,32.7,32.4,12.2,22.9,31.5,29.9,15.4,0.81,1.16,1,0.76,0.81,25.07,36.01,31.16,23.53,25.07
054CWAPOE_,BurkeCW101,10/18/2023,14:57:19,SW,1843,swim03,90,90,29.83,0.33,0.3,-88.8,63,59.7,ok,0,90,22.5,22.2,28.2,27,22.7,21.3,27.5,28.4,0.87,0.96,1.07,0.88,0.87,78.2,86.29,96.33,79.57,78.2
055CWAPOE_,BurkeCW101,10/18/2023,15:02:46,W,1844,swim01,90,90,24.01,0.27,6,-102.6,85.7,79.1,ok,0,90,20.5,21.2,33.2,25,23,23.2,27.3,26.3,0.9,0.97,1.18,0.96,0.9,81.37,87.43,105.93,86.77,81.37
056CWAPOE_,BurkeCW101,10/18/2023,15:05:42,E,1844,swim02,90,90,17.45,0.19,6,82,93.9,91.2,ok,0,90,18,38.1,24.4,19.4,22.9,27,24.7,25.2,0.91,1.19,1.15,0.84,0.91,81.61,107.4,103.39,75.61,81.61
057CWAPOE_,BurkeCW101,10/18/2023,15:08:31,SW,1844,swim03,90,90,14.88,0.17,0.4,-67.1,43.4,49.8,ok,0,90,12.6,21,38.7,27.5,15.8,21.2,37.2,25.6,0.67,0.9,1.16,0.76,0.67,60.68,80.56,104.73,67.98,60.68
058CWAPOE_,BurkeCW101,10/18/2023,15:13:34,W,1845,swim01,90,90,24.71,0.27,0.1,20.6,91.4,86.9,ok,0,90,22.7,29.6,28.1,19.4,22.1,26.3,28.8,22.6,0.93,1.15,1.1,0.89,0.93,83.41,103.32,99.33,80.13,83.41
059CWAPOE_,BurkeCW101,10/18/2023,15:15:13,E,1845,swim02,90,4.7,1.32,0.28,2,11.9,2.1,0,ok,0,90,31.9,19.1,48.9,0,35.2,29,35.6,0,0.52,1.1,0.88,0.49,0.52,2.42,5.16,4.12,2.33,2.42
060CWAPOE_,BurkeCW101,10/18/2023,15:17:36,SW,1845,swim03,90,90,22.77,0.25,0,10.4,83.2,76.5,ok,0,90,28.8,32.1,18.8,20.1,28.4,31.4,19.5,20.5,1.01,1.14,0.98,0.91,1.01,90.64,102.89,88.2,81.77,90.64
