TRIALISx,TXPNAMEx,RUNDATEx,RUNTIMEx,STARTPTx,SUBJECTx,DESCRIPT,MAXTIMsc,LATENTsc,PATHISmt,SPEEDmts,xTIMEFLT,HEADGdeg,THGTIMEx,THGPATHx,SLICEISx,SLCxONsc,SLCxGOsc,QUAD1xsc,QUAD2xsc,QUAD3xsc,QUAD4xsc,QUAD1xmt,QUAD2xmt,QUAD3xmt,QUAD4xmt,PROXIMmt,PROXmt01,PROXmt02,PROXmt03,PROXmt04,GALCUMms,CUMUms01,CUMUms02,CUMUms03,CUMUms04
094CW10262,BurkeCW102,10/26/2023,12:59:36,SE,1813,swim04,90,14.7,4.76,0.32,0.5,-60.6,21.8,19.3,ok,0,90,14.9,10.2,53.7,21,14.9,12,47.9,24.9,1.09,0.88,1.09,0.76,0.61,16.09,12.88,16.09,11.24,9
095CW10262,BurkeCW102,10/26/2023,13:01:28,NW,1813,swim05,90,13.6,4.77,0.35,0.6,23.5,33.1,30.3,ok,0,90,13.9,21.3,30.1,34.5,16.1,16.9,33.5,33.2,0.8,0.85,1.13,0.8,0.73,10.84,11.61,15.32,10.84,9.89
096CW10262,BurkeCW102,10/26/2023,13:02:57,S,1813,swim06,90,6.8,2.25,0.33,1.3,32.9,0,0,ok,0,90,50,23.5,0,26.4,47.5,27.6,0,24.7,0.75,0.75,0.71,0.85,0.95,5.09,5.09,4.82,5.78,6.44
097CW10262,BurkeCW102,10/26/2023,13:05:02,SE,1814,swim04,90,12.2,4.09,0.34,0.7,-111.7,85.2,82,ok,0,90,20.4,15.5,31.9,31.9,20.2,13.6,31.3,34.8,1.16,0.94,1.16,0.95,0.88,14.14,11.43,14.14,11.63,10.78
098CW10262,BurkeCW102,10/26/2023,13:06:58,NW,1814,swim05,90,12.3,4.06,0.33,0.7,-83,91.1,93.7,ok,0,90,32.5,43.9,0,23.5,33.8,39.2,0,26.8,0.89,1.14,0.85,0.89,1.1,11,14.02,10.5,11,13.57
099CW10262,BurkeCW102,10/26/2023,13:08:06,S,1814,swim06,90,5.7,1.69,0.3,10.4,-28.2,35.1,22.3,ok,0,90,0,0,52.6,47.3,0,0,62,37.9,0.67,0.67,1.25,0.83,0.6,3.8,3.8,7.15,4.7,3.42
100CW10262,BurkeCW102,10/26/2023,13:10:03,SE,1815,swim04,90,2.4,1,0.42,4,-10.5,16.7,11,ok,0,90,41.6,58.3,0,0,42.9,57,0,0,0.58,1.34,0.58,0.61,0.99,1.39,3.21,1.39,1.47,2.38
101CW10262,BurkeCW102,10/26/2023,13:11:22,NW,1815,swim05,90,3.7,1.48,0.4,2.6,-21.8,21.6,15.8,ok,0,90,0,29.7,5.4,64.8,0,29,6.4,64.4,0.8,0.6,0.94,0.8,0.83,2.98,2.22,3.49,2.98,3.07
102CW10262,BurkeCW102,10/26/2023,13:12:50,S,1815,swim06,90,9.6,3.25,0.34,0.9,40,27.1,17.4,ok,0,90,20.8,50,11.4,17.7,26.4,46.9,9,17.5,1.14,1.14,0.85,0.65,0.88,10.99,10.99,8.2,6.22,8.44
103CW10262,BurkeCW102,10/26/2023,13:15:02,SE,1816,swim04,90,3.1,0.96,0.31,3.1,-3.3,25.8,20.5,ok,0,90,38.7,61.2,0,0,42.1,57.8,0,0,0.58,1.42,0.58,0.66,1.06,1.8,4.39,1.8,2.04,3.29
104CW10262,BurkeCW102,10/26/2023,13:16:39,NW,1816,swim05,90,10.3,3.3,0.32,0.8,28.3,35.9,33,ok,0,90,1.9,16.5,18.4,63.1,1.9,15.7,17.1,65.2,0.95,0.51,1.2,0.95,0.8,9.83,5.26,12.34,9.83,8.22
105CW10262,BurkeCW102,10/26/2023,13:18:20,S,1816,swim06,90,6.7,2.16,0.32,1.3,85.6,28.4,19.7,ok,0,90,25.3,52.2,0,22.3,30.4,45.4,0,24,1.09,1.09,0.86,0.61,0.86,7.28,7.28,5.74,4.07,5.74
106CW10262,BurkeCW102,10/26/2023,13:20:06,SE,1817,swim04,90,3.1,1.06,0.34,3.1,16.5,54.8,55.5,ok,0,90,38.7,61.2,0,0,37.2,62.7,0,0,0.61,1.49,0.61,0.72,1.13,1.9,4.63,1.9,2.23,3.49
107CW10262,BurkeCW102,10/26/2023,13:21:32,NW,1817,swim05,90,4.5,1.56,0.35,2.1,38.7,26.7,28.5,ok,0,90,0,15.5,60,24.4,0,9.6,64.6,25.6,0.69,0.84,1.34,0.69,0.47,3.11,3.76,6.01,3.11,2.11
108CW10262,BurkeCW102,10/26/2023,13:22:50,S,1817,swim06,90,11.1,3.14,0.28,0.8,49.8,9,7.8,ok,0,90,0,38.7,37.8,23.4,0,41.5,35.3,23.1,0.87,0.87,1.14,0.65,0.62,9.67,9.67,12.67,7.26,6.86
109CW10262,BurkeCW102,10/26/2023,13:24:34,SE,1842,swim04,90,11.7,4.03,0.34,0.7,-104.7,83.8,82.8,ok,0,90,20.5,15.3,38.4,25.6,18.6,13.1,36,32.1,1.2,0.96,1.2,0.93,0.83,14.08,11.23,14.08,10.94,9.66
110CW10262,BurkeCW102,10/26/2023,13:26:27,NW,1842,swim05,90,4.6,1.39,0.3,2,0.8,19.6,13.5,ok,0,90,0,21.7,21.7,56.5,0,19.9,24.1,55.9,0.73,0.61,1.1,0.73,0.67,3.36,2.81,5.06,3.36,3.08
111CW10262,BurkeCW102,10/26/2023,13:27:54,S,1842,swim06,90,14.2,7.54,0.53,3.4,176.6,46.5,32.2,ok,0,90,1.4,30.2,33,35.2,6,23.6,37.5,32.8,0.89,0.89,1.2,0.81,0.76,12.6,12.6,16.98,11.47,10.85
112CW10262,BurkeCW102,10/26/2023,13:29:37,SE,1843,swim04,90,3.9,1.08,0.28,2.4,-6.2,25.6,18,ok,0,90,43.5,56.4,0,0,45.2,54.7,0,0,0.55,1.36,0.55,0.63,1.02,2.16,5.29,2.16,2.47,3.98
113CW10262,BurkeCW102,10/26/2023,13:31:32,NW,1843,swim05,90,4.6,1.63,0.35,2,-29.8,19.6,15,ok,0,90,0,15.2,26,58.6,0,10.3,33.5,56.1,0.82,0.55,1.07,0.82,0.74,3.77,2.54,4.93,3.77,3.41
114CW10262,BurkeCW102,10/26/2023,13:32:40,S,1843,swim06,90,5.3,1.89,0.36,5.5,32.3,32.1,19.1,ok,0,90,0,37.7,13.2,49,0,40.3,17.1,42.5,0.78,0.78,1.09,0.67,0.72,4.14,4.14,5.8,3.57,3.8
115CW10262,BurkeCW102,10/26/2023,13:34:45,SE,1844,swim04,90,12.5,3.92,0.31,1.5,-116.2,74.4,74.8,ok,0,90,20,18.4,31.2,30.4,15.9,15.6,35.8,32.5,1.19,0.94,1.19,0.93,0.85,14.93,11.76,14.93,11.66,10.6
116CW10262,BurkeCW102,10/26/2023,13:36:17,NW,1844,swim05,90,6.3,2.35,0.37,1.4,-64.2,15.9,20.2,ok,0,90,41.2,39.6,0,19,44,31.8,0,24,0.76,1.03,0.66,0.76,1.02,4.82,6.47,4.16,4.82,6.45
117CW10262,BurkeCW102,10/26/2023,13:37:44,S,1844,swim06,90,12.2,3.89,0.32,0.7,84.4,22.1,20.6,ok,0,90,2.4,51.6,27.8,18,1.5,53.9,29.7,14.7,1.14,1.14,1.13,0.62,0.7,13.87,13.87,13.73,7.51,8.5
118CW10262,BurkeCW102,10/26/2023,13:39:34,SE,1845,swim04,90,12.1,4.01,0.33,0.7,-113.7,82.6,77.9,ok,0,90,19.8,14,33,33,17.9,13.5,35.8,32.6,1.23,0.92,1.23,0.99,0.88,14.86,11.1,14.86,12.04,10.61
119CW10262,BurkeCW102,10/26/2023,13:40:50,NW,1845,swim05,90,28.2,4.36,0.15,33.2,-81,29.4,62.7,ok,0,90,14.1,79,0,6.7,32.2,54.4,0,13.3,0.38,1.21,0.97,0.38,0.67,10.75,34.2,27.26,10.75,18.76
120CW10262,BurkeCW102,10/26/2023,13:41:52,S,1845,swim06,90,18.7,5.49,0.29,4.1,-43.5,44.9,37.7,ok,0,90,35.2,21.9,19.7,22.9,37.6,15,23.7,23.5,1.06,1.06,0.81,0.82,0.92,19.77,19.77,15.21,15.34,17.16
