TRIALISx,TXPNAMEx,RUNDATEx,RUNTIMEx,STARTPTx,SUBJECTx,DESCRIPT,MAXTIMsc,LATENTsc,PATHISmt,SPEEDmts,xTIMEFLT,HEADGdeg,THGTIMEx,THGPATHx,SLICEISx,SLCxONsc,SLCxGOsc,QUAD1xsc,QUAD2xsc,QUAD3xsc,QUAD4xsc,QUAD1xmt,QUAD2xmt,QUAD3xmt,QUAD4xmt,PROXIMmt,PROXmt01,PROXmt02,PROXmt03,PROXmt04,GALCUMms,CUMUms01,CUMUms02,CUMUms03,CUMUms04
043CW1024D,BurkeCW102,10/24/2023,12:43:22,S,1816,swim01,90,30.3,9.08,0.3,1.8,94.3,49.5,46.8,ok,0,90,10.5,45.5,33.3,10.5,13.2,38.9,33.7,14,0.74,1.16,1.07,0.64,0.74,22.3,35.29,32.46,19.52,22.3
044CW1024D,BurkeCW102,10/24/2023,12:44:06,W,1816,swim02,90,3.1,0.6,0.19,16,-5.1,22.6,29,ok,0,90,0,0,100,0,0,0,100,0,0.27,0.95,1.44,0.7,0.27,0.83,2.93,4.46,2.17,0.83
045CW1024D,BurkeCW102,10/24/2023,12:46:15,NE,1816,swim03,90,79.8,18.93,0.24,2.9,-21.9,35.6,28.8,ok,0,90,10.2,31.4,45.1,13.1,10.2,26.5,48.1,14.9,0.57,1.07,1.17,0.6,0.57,45.44,85.23,93.17,48.15,45.44
046CW1024D,BurkeCW102,10/24/2023,12:48:27,S,1817,swim01,90,44.8,13.38,0.3,5.7,-50.4,59.4,53.3,ok,0,90,27.4,12.7,29.9,29.9,24.4,12.7,32.2,30.5,0.91,0.87,1.01,0.97,0.91,40.71,39.12,45.34,43.46,40.71
047CW1024D,BurkeCW102,10/24/2023,12:49:20,W,1817,swim02,90,12.8,3.59,0.28,5.3,-89.1,39.1,27.1,ok,0,90,35.9,11.7,17.1,35.1,39,16.2,14.5,30.1,0.94,0.84,0.84,0.91,0.94,12.04,10.77,10.71,11.65,12.04
048CW1024D,BurkeCW102,10/24/2023,12:50:17,NE,1817,swim03,90,10.9,3.28,0.3,0.8,83.5,57.8,50.3,ok,0,90,18.3,0,17.4,64.2,17,0,17.8,65.1,1.04,0.53,0.97,1.12,1.04,11.39,5.8,10.55,12.22,11.39
049CW1024D,BurkeCW102,10/24/2023,12:52:37,S,1842,swim01,90,47.2,13.29,0.28,1.5,-15.1,35,27.7,ok,0,90,5.2,47.8,35.5,11.2,6.6,44.7,35.3,13.2,0.66,1.14,1.11,0.61,0.66,31.21,54,52.52,28.67,31.21
050CW1024D,BurkeCW102,10/24/2023,12:53:45,W,1842,swim02,90,25.5,6.58,0.26,1,36.7,40,35.7,ok,0,90,13.7,41.5,38.8,5.8,14.7,40.1,38.5,6.5,0.64,1.2,1.07,0.56,0.64,16.24,30.63,27.24,14.18,16.24
051CW1024D,BurkeCW102,10/24/2023,12:55:07,NE,1842,swim03,90,23.3,5.97,0.26,1.1,44.7,9.9,8.3,ok,0,90,20.6,19.7,16.3,43.3,21.7,16.7,15.3,46.1,0.82,0.7,0.92,0.83,0.82,19.13,16.33,21.38,19.43,19.13
052CW1024D,BurkeCW102,10/24/2023,12:56:59,S,1843,swim01,90,24.7,6.82,0.28,3.1,-0.7,91.9,92.3,ok,0,90,21,17,41.7,20.2,21.1,21.4,35.7,21.6,0.85,1.09,1.2,0.93,0.85,21.02,27.04,29.74,23.08,21.02
053CW1024D,BurkeCW102,10/24/2023,12:57:51,W,1843,swim02,90,4.6,1.81,0.39,2,-42.1,0,0,ok,0,90,0,43.4,34.7,21.7,0,44.8,29.2,25.8,0.43,1.01,1.12,0.41,0.43,1.97,4.66,5.14,1.88,1.97
054CW1024D,BurkeCW102,10/24/2023,12:58:49,NE,1843,swim03,90,8.5,2.44,0.29,1,-8.4,0,0,ok,0,90,17.6,28.2,54.1,0,21.6,34,44.2,0,0.42,1.09,1.04,0.44,0.42,3.54,9.26,8.86,3.71,3.54
055CW1024D,BurkeCW102,10/24/2023,13:01:07,S,1844,swim01,90,39.7,11.28,0.28,0.9,136.3,71.5,66.2,ok,0,90,31.9,27.7,22.4,17.8,31.3,24.3,24.4,19.8,0.95,1.11,0.94,0.88,0.95,37.82,44.01,37.5,34.92,37.82
056CW1024D,BurkeCW102,10/24/2023,13:03:10,W,1844,swim02,90,78.3,20.99,0.27,0.9,22,52.9,49.9,ok,0,90,24.6,25.7,29.2,20.3,21.5,25.9,30.4,22,0.82,1.02,1.04,0.8,0.82,64.47,80.16,81.12,62.64,64.47
057CW1024D,BurkeCW102,10/24/2023,13:04:13,NE,1844,swim03,90,15.4,3.72,0.24,1.1,79.9,90.9,95.4,ok,0,90,12.3,0,54.5,33.1,14.5,0,48.1,37.2,0.74,0.88,1.32,0.98,0.74,11.47,13.56,20.4,15.1,11.47
058CW1024D,BurkeCW102,10/24/2023,13:06:30,S,1845,swim01,90,34,10.07,0.3,1.6,112.4,85.3,84.5,ok,0,90,32.6,25.2,19.1,22.9,29,27.3,20.2,23.3,1.05,1.11,0.93,0.97,1.05,35.65,37.82,31.71,32.84,35.65
059CW1024D,BurkeCW102,10/24/2023,13:08:42,W,1845,swim02,90,88.1,20.14,0.23,2.2,-125.9,69.1,62.1,ok,0,90,25.6,40.2,16.2,17.8,25.8,37.9,14.1,22.1,0.97,1.18,0.92,0.8,0.97,85.06,103.96,80.73,70.62,85.06
060CW1024D,BurkeCW102,10/24/2023,13:09:56,NE,1845,swim03,90,21.2,4.15,0.2,8.3,63.4,73.1,77.5,ok,0,90,39.6,36.3,18.8,5.1,49.5,38,12,0.3,0.98,1.24,0.84,0.82,0.98,20.85,26.35,17.87,17.37,20.85
