TRIALISx,TXPNAMEx,RUNDATEx,RUNTIMEx,STARTPTx,SUBJECTx,DESCRIPT,MAXTIMsc,LATENTsc,PATHISmt,SPEEDmts,xTIMEFLT,HEADGdeg,THGTIMEx,THGPATHx,SLICEISx,SLCxONsc,SLCxGOsc,QUAD1xsc,QUAD2xsc,QUAD3xsc,QUAD4xsc,QUAD1xmt,QUAD2xmt,QUAD3xmt,QUAD4xmt,PROXIMmt,PROXmt01,PROXmt02,PROXmt03,PROXmt04,GALCUMms,CUMUms01,CUMUms02,CUMUms03,CUMUms04
001CW1024D,BurkeCW102,10/24/2023,11:27:02,S,1806,swim01,90,6.9,1.6,0.23,1.3,92.1,23.2,24.8,ok,0,90,0,63.7,36.2,0,0,67.1,32.8,0,0.44,1.21,1.12,0.31,0.44,3.01,8.36,7.76,2.15,3.01
002CW1024D,BurkeCW102,10/24/2023,11:28:02,W,1806,swim02,90,13.7,4.48,0.33,0.6,31.3,34.3,30.3,ok,0,90,12.4,20.4,56.2,10.9,14.2,22,51.7,11.9,0.53,1.01,1.22,0.67,0.53,7.3,13.87,16.68,9.17,7.3
003CW1024D,BurkeCW102,10/24/2023,11:28:51,NE,1806,swim03,90,4.9,1.43,0.29,3.9,10.3,6.1,2.5,ok,0,90,48.9,6.1,44.8,0,53.6,9.1,37.2,0,0.64,0.96,0.76,0.66,0.64,3.15,4.7,3.75,3.23,3.15
004CW1024D,BurkeCW102,10/24/2023,11:30:49,S,1807,swim01,90,38.2,11.24,0.29,1.4,-35.4,70.4,62.5,ok,0,90,9.4,26.9,43.7,19.8,10.9,23,41,24.9,0.67,1.15,1.26,0.72,0.67,25.63,43.84,47.99,27.47,25.63
005CW1024D,BurkeCW102,10/24/2023,11:31:44,W,1807,swim02,90,9.3,2.38,0.26,7.4,-113.7,22.6,16.7,ok,0,90,0,0,26.8,73.1,0,0,22.9,77,0.81,0.51,1.07,0.96,0.81,7.52,4.76,9.91,8.92,7.52
006CW1024D,BurkeCW102,10/24/2023,11:33:30,NE,1807,swim03,90,64.1,13.54,0.21,2,-4.2,52.1,41.1,ok,0,90,18,27.4,40.8,13.5,18.7,24,40,17.1,0.63,1.12,1.16,0.66,0.63,40.3,71.95,74.37,42.07,40.3
007CW1024D,BurkeCW102,10/24/2023,11:36:36,S,1808,swim01,90,90,29.48,0.33,0.3,8.2,46.9,41.2,ok,0,90,19.4,22.4,32.6,25.4,19.5,18.6,33.7,28,0.79,0.98,1.06,0.81,0.79,71.05,88.57,95.48,72.66,71.05
008CW1024D,BurkeCW102,10/24/2023,11:38:06,W,1808,swim02,90,43.8,11.6,0.26,1.9,21.3,57.1,55.3,ok,0,90,18.9,21.2,41,18.7,21.1,21.3,35.6,21.8,0.77,1.04,1.14,0.83,0.77,33.61,45.75,49.87,36.45,33.61
009CW1024D,BurkeCW102,10/24/2023,11:39:34,NE,1808,swim03,90,42.8,9.97,0.23,0.1,-8.6,3.5,2.1,ok,0,90,20.5,49.5,8.1,21.7,22.8,47.5,8.2,21.3,0.73,1,0.82,0.53,0.73,31.17,42.87,35.06,22.7,31.17
010CW1024D,BurkeCW102,10/24/2023,11:42:38,S,1809,swim01,90,90,18.6,0.21,13.1,-52.8,88.6,87.1,ok,0,90,10.5,38,28.5,22.8,16.4,25.9,26.6,31,0.84,1.18,1.17,0.78,0.84,75.33,106.53,105.19,70.31,75.33
011CW1024D,BurkeCW102,10/24/2023,11:45:06,W,1809,swim02,90,90,15.08,0.17,10.6,21.8,96.8,96.6,ok,0,90,21.7,45.7,26.8,5.5,19.1,47.1,24.5,9.1,0.84,1.41,1.12,0.71,0.84,75.68,126.66,100.54,63.56,75.68
012CW1024D,BurkeCW102,10/24/2023,11:47:24,NE,1809,swim03,90,90,15.93,0.18,8.5,82.2,62.1,49.9,ok,0,90,33,23.3,26.7,16.8,33.1,18.9,23.9,23.8,0.89,1.05,0.98,0.86,0.89,80.38,94.23,88.6,77.42,80.38
013CW1024D,BurkeCW102,10/24/2023,11:49:32,S,1810,swim01,90,11.6,3.37,0.29,0.7,-23.5,12.1,10.7,ok,0,90,0.8,43.9,42.2,12.9,1.1,41.8,42.7,14.2,0.47,1.09,1.09,0.46,0.47,5.43,12.59,12.68,5.29,5.43
014CW1024D,BurkeCW102,10/24/2023,11:50:25,W,1810,swim02,90,3.8,0.66,0.17,18.3,-3.9,10.5,14.3,ok,0,90,0,0,100,0,0,0,99.9,0,0.2,0.97,1.39,0.62,0.2,0.77,3.68,5.27,2.36,0.77
015CW1024D,BurkeCW102,10/24/2023,11:51:54,NE,1810,swim03,90,22.4,6.7,0.3,1.6,38.3,31.3,30.2,ok,0,90,18.3,21.8,35.7,24.1,19,18.5,34.6,27.7,0.7,0.96,1.01,0.7,0.7,15.68,21.57,22.73,15.59,15.68
016CW1024D,BurkeCW102,10/24/2023,11:53:33,S,1811,swim01,90,4,1.04,0.26,2.4,33.3,12.5,9.2,ok,0,90,0,40,60,0,0,44.1,55.8,0,0.27,1.16,1.24,0.34,0.27,1.08,4.63,4.96,1.37,1.08
017CW1024D,BurkeCW102,10/24/2023,11:54:19,W,1811,swim02,90,8.5,1.15,0.14,29.3,-9.7,5.9,8.5,ok,0,90,0,0,100,0,0,0,100,0,0.17,0.98,1.35,0.57,0.17,1.43,8.32,11.45,4.82,1.43
018CW1024D,BurkeCW102,10/24/2023,11:55:34,NE,1811,swim03,90,21.4,5.85,0.27,4.5,13.5,34.6,24.2,ok,0,90,12.1,22.8,54.2,10.7,13.4,22.4,53.5,10.4,0.52,1.12,1.22,0.57,0.52,11.07,24.07,26.09,12.29,11.07
019CW1024D,BurkeCW102,10/24/2023,11:57:29,S,1838,swim01,90,8.5,2.37,0.28,2.2,96.4,18.8,19.8,ok,0,90,18.8,57.6,23.5,0,16.4,63.4,20.1,0,0.61,1.2,0.94,0.44,0.61,5.19,10.23,8.01,3.7,5.19
020CW1024D,BurkeCW102,10/24/2023,11:59:41,W,1838,swim02,90,90,23.45,0.26,0.2,25.8,44,44.9,ok,0,90,8.7,47.7,35.8,7.5,8.7,44.5,38.1,8.5,0.63,1.21,1.11,0.54,0.63,56.35,108.87,99.49,48.71,56.35
021CW1024D,BurkeCW102,10/24/2023,12:00:47,NE,1838,swim03,90,16.9,4.82,0.29,0.4,24,29,26.8,ok,0,90,26,50.2,14.7,8.8,21.2,49.7,16.3,12.6,0.79,1.22,0.82,0.56,0.79,13.34,20.58,13.9,9.46,13.34
022CW1024D,BurkeCW102,10/24/2023,12:02:28,S,1839,swim01,90,13.2,4.45,0.34,0.6,113,48.5,53.2,ok,0,90,31,31.8,17.4,19.6,32.8,27.6,15.8,23.6,0.97,1.08,0.81,0.85,0.97,12.84,14.28,10.75,11.16,12.84
023CW1024D,BurkeCW102,10/24/2023,12:03:12,W,1839,swim02,90,2.4,0.82,0.34,4,6.1,0,0,ok,0,90,0,0,75,25,0,0,78.1,21.8,0.39,0.78,1.37,0.77,0.39,0.93,1.87,3.29,1.85,0.93
024CW1024D,BurkeCW102,10/24/2023,12:04:07,NE,1839,swim03,90,4.1,1.55,0.38,4.7,40.3,4.9,2.9,ok,0,90,17,0,43.9,39,17.2,0,35.9,46.7,0.68,0.73,0.94,0.8,0.68,2.77,2.99,3.84,3.28,2.77
025CW1024D,BurkeCW102,10/24/2023,12:06:07,S,1840,swim01,90,24.9,7.42,0.3,2.7,-31.6,52.2,45.6,ok,0,90,36.1,19.2,33.3,11.2,31.9,20.5,32.7,14.7,0.81,1.17,0.94,0.75,0.81,20.19,29.09,23.3,18.78,20.19
026CW1024D,BurkeCW102,10/24/2023,12:07:09,W,1840,swim02,90,21.6,6.69,0.31,0.8,-45.4,25.5,27.1,ok,0,90,1.3,16.6,61.1,20.8,1.6,19.3,58.3,20.5,0.45,0.9,1.28,0.66,0.45,9.79,19.34,27.62,14.33,9.79
027CW1024D,BurkeCW102,10/24/2023,12:08:25,NE,1840,swim03,90,30.9,9.27,0.3,0.2,3.1,36.2,35,ok,0,90,26.5,30,24.2,19,26.6,30.5,21.8,20.9,0.81,1,0.92,0.74,0.81,25.13,31.04,28.54,22.84,25.13
028CW1024D,BurkeCW102,10/24/2023,12:10:29,S,1841,swim01,90,35.1,10.56,0.3,0.1,124.3,92.6,92.8,ok,0,90,26.4,22.5,23.9,27,26.6,23.1,22.5,27.7,1.03,1.05,1.05,1,1.03,35.99,36.8,36.75,35.23,35.99
029CW1024D,BurkeCW102,10/24/2023,12:11:30,W,1841,swim02,90,7.3,1.84,0.25,4,14.1,49.3,49.4,ok,0,90,0,0,100,0,0,0,100,0,0.24,1.19,1.49,0.59,0.24,1.78,8.69,10.9,4.28,1.78
030CW1024D,BurkeCW102,10/24/2023,12:13:34,NE,1841,swim03,90,58.1,16.16,0.28,0.7,-32.7,54.2,51.3,ok,0,90,14.2,50,25.4,10.1,15.5,45.3,26.1,13,0.69,1.25,1.12,0.57,0.69,40.36,72.83,64.78,33.19,40.36
031CW1024D,BurkeCW102,10/24/2023,12:21:13,S,1812,swim01,90,6.2,2,0.32,1.5,115.1,41.9,36.5,ok,0,90,0,79,20.9,0,0,80.8,19.1,0,0.65,1.46,1.1,0.39,0.65,4.05,9.08,6.79,2.4,4.05
032CW1024D,BurkeCW102,10/24/2023,12:22:07,W,1812,swim02,90,12,3.97,0.33,0.7,-18,0.8,0,ok,0,90,34.1,27.5,29.1,9.1,34.2,29,27.5,9.1,0.64,0.94,0.86,0.57,0.64,7.63,11.31,10.31,6.9,7.63
033CW1024D,BurkeCW102,10/24/2023,12:23:20,NE,1812,swim03,90,4.6,1.25,0.27,2,17.4,0,0,ok,0,90,47.8,15.2,36.9,0,48.8,18.6,32.5,0,0.6,0.96,0.77,0.56,0.6,2.75,4.39,3.54,2.6,2.75
034CW1024D,BurkeCW102,10/24/2023,12:26:22,S,1813,swim01,90,89.3,27.86,0.31,0,93.9,44.7,42.7,ok,0,90,14.3,26.2,31.6,27.7,15.4,23.3,32.1,29,0.73,0.97,1.11,0.74,0.73,65.3,86.36,99.17,66.46,65.3
035CW1024D,BurkeCW102,10/24/2023,12:28:31,W,1813,swim02,90,90,26.08,0.29,0,24.2,57.1,54.1,ok,0,90,10.1,25.8,35.5,28.4,10.1,24,36.5,29.2,0.72,0.95,1.23,0.79,0.72,64.51,85.3,111.04,71.13,64.51
036CW1024D,BurkeCW102,10/24/2023,12:29:26,NE,1813,swim03,90,6.8,1.78,0.26,4.3,33.5,20.6,14.3,ok,0,90,38.2,0,42.6,19.1,34.8,0,37.5,27.6,0.74,0.82,0.88,0.85,0.74,5.02,5.58,6.01,5.8,5.02
037CW1024D,BurkeCW102,10/24/2023,12:32:22,S,1814,swim01,90,57.8,17.27,0.3,1.4,94.4,70.9,65.2,ok,0,90,16.6,39.2,29,15,16.4,35.5,29.6,18.3,0.8,1.21,1.13,0.74,0.8,46.12,69.67,65.41,42.53,46.12
038CW1024D,BurkeCW102,10/24/2023,12:33:11,W,1814,swim02,90,7.3,1.94,0.27,1.2,-114.6,42.5,37.7,ok,0,90,0,0,32.8,67.1,0,0,29.3,70.6,0.77,0.46,1.23,1.01,0.77,5.59,3.34,8.97,7.38,5.59
039CW1024D,BurkeCW102,10/24/2023,12:35:35,NE,1814,swim03,90,65.2,16.19,0.25,2.5,-17.7,42.2,32.4,ok,0,90,18.8,31.1,41.4,8.5,21.2,31.5,38.9,8.3,0.71,1.11,1.03,0.67,0.71,46.42,72.16,66.96,43.96,46.42
040CW1024D,BurkeCW102,10/24/2023,12:37:55,S,1815,swim01,90,52,17.14,0.33,1.8,50.1,78.5,77.9,ok,0,90,23.2,32.8,28.8,15,26.7,28.1,26.5,18.6,0.91,1.18,1.03,0.85,0.91,47.15,61.15,53.79,44.03,47.15
041CW1024D,BurkeCW102,10/24/2023,12:39:02,W,1815,swim02,90,21.6,6.56,0.3,1.7,-35,21.3,13.7,ok,0,90,7.4,19.9,43.9,28.7,9.8,18.6,43.4,28,0.62,0.83,1.2,0.76,0.62,13.34,18.01,25.92,16.4,13.34
042CW1024D,BurkeCW102,10/24/2023,12:40:25,NE,1815,swim03,90,35.7,9.07,0.25,2.7,21.4,20.4,12.6,ok,0,90,10,23.8,42,24,11.1,25.5,37.7,25.5,0.62,0.93,1.1,0.64,0.62,22.14,33.04,39.26,22.7,22.14
