TRIALISx,TXPNAMEx,RUNDATEx,RUNTIMEx,STARTPTx,SUBJECTx,DESCRIPT,MAXTIMsc,LATENTsc,PATHISmt,SPEEDmts,xTIMEFLT,HEADGdeg,THGTIMEx,THGPATHx,SLICEISx,SLCxONsc,SLCxGOsc,QUAD1xsc,QUAD2xsc,QUAD3xsc,QUAD4xsc,QUAD1xmt,QUAD2xmt,QUAD3xmt,QUAD4xmt,PROXIMmt,PROXmt01,PROXmt02,PROXmt03,PROXmt04,GALCUMms,CUMUms01,CUMUms02,CUMUms03,CUMUms04
011CW10232,BurkeCW102,10/23/2023,11:01:42,NW,1809,swim02,90,90,20.09,0.22,1.2,-90.7,74.3,70.3,ok,0,90,24.7,45.5,21.6,8,26,44.5,18.3,10.9,0.87,1.31,0.98,0.72,0.87,78.64,117.7,88.49,64.37,78.64
012CW10232,BurkeCW102,10/23/2023,11:05:26,E,1809,swim03,90,90,17.53,0.19,6.5,-70.5,87.6,85,ok,0,90,19.6,56.4,11,12.8,18.6,50.9,14.7,15.6,-1,1.33,0.98,0.75,0.97,-1,119.99,88.43,67.64,87.4
013CW10232,BurkeCW102,10/23/2023,11:12:03,N,1810,swim01,90,12.8,4.38,0.34,1.4,-16.3,12.5,10.7,ok,0,90,0,10.9,46,42.9,0,12.2,42.6,45,0.57,0.72,1.21,0.78,0.57,7.29,9.18,15.51,10.02,7.29
014CW10232,BurkeCW102,10/23/2023,11:13:07,NW,1810,swim02,90,4.6,1.1,0.24,15.1,26.2,30.4,40.1,ok,0,90,0,0,71.7,28.2,0,0,63.2,36.7,0.46,0.75,1.41,0.84,0.46,2.12,3.43,6.47,3.87,2.12
015CW10232,BurkeCW102,10/23/2023,11:16:12,E,1810,swim03,90,90,21.03,0.23,0.2,-1.3,32.2,29.8,ok,0,90,7.1,28.4,49.2,15.2,8.4,27.1,48.7,15.6,-1,1.01,1.16,0.63,0.56,-1,91.17,104.3,56.29,50.4
016CW10232,BurkeCW102,10/23/2023,11:20:59,N,1811,swim01,90,18.5,5.49,0.3,4.7,-0.7,33.5,26.9,ok,0,90,12.4,23.2,53.5,10.8,16.2,22.7,46.9,14,0.58,1.1,1.08,0.64,0.58,10.69,20.31,19.94,11.87,10.69
017CW10232,BurkeCW102,10/23/2023,11:22:14,NW,1811,swim02,90,7.5,1.76,0.23,3.9,21.5,8,6.7,ok,0,90,0,0,60,40,0,0,67.6,32.3,0.48,0.74,1.26,0.71,0.48,3.62,5.53,9.47,5.34,3.62
018CW10232,BurkeCW102,10/23/2023,11:25:38,E,1811,swim03,90,90,19.76,0.22,3.2,-9.6,61.1,54.2,ok,0,90,13.8,31.2,43,11.8,13.3,27.6,47.2,11.7,-1,1.17,1.15,0.67,0.68,-1,105.62,103.35,60.5,60.76
019CW10232,BurkeCW102,10/23/2023,11:29:59,N,1838,swim01,90,5.2,1.42,0.27,9.5,12.9,5.8,5.5,ok,0,90,0,0,65.3,34.6,0,0,49.7,50.2,0.43,0.74,1.22,0.71,0.43,2.23,3.84,6.35,3.72,2.23
020CW10232,BurkeCW102,10/23/2023,11:31:11,NW,1838,swim02,90,4.1,0.96,0.23,4.7,0.1,0,0,ok,0,90,0,0,65.8,34.1,0,0,59,40.9,0.39,0.73,1.23,0.69,0.39,1.58,2.98,5.02,2.84,1.58
021CW10232,BurkeCW102,10/23/2023,11:34:22,E,1838,swim03,90,90,24.25,0.27,0,-11.9,20.4,19.1,ok,0,90,13.7,44.6,27.2,14.3,14.3,43.5,27.6,14.5,-1,1.03,1,0.56,0.65,-1,93.05,89.86,50.75,58.45
022CW10232,BurkeCW102,10/23/2023,11:39:36,N,1839,swim01,90,47.4,14.03,0.3,0.9,70.8,64.1,64.6,ok,0,90,13,35.4,39.2,12.2,14,36.8,33,16,0.71,1.21,1.13,0.67,0.71,33.7,57.48,53.47,31.71,33.7
023CW10232,BurkeCW102,10/23/2023,11:48:56,NW,1839,swim02,90,26,6.91,0.27,9.1,-26.3,34.2,28.1,ok,0,90,13.8,40.3,34.2,11.5,18.9,38.7,26.4,15.8,0.65,1.18,1.02,0.58,0.65,16.99,30.57,26.54,15.12,16.99
024CW10232,BurkeCW102,10/23/2023,11:54:19,E,1839,swim03,90,90,17.27,0.19,0,27.8,34.8,30.3,ok,0,90,5.6,37.4,55.4,1.4,7.9,37.2,53.3,1.5,-1,1.22,1.17,0.47,0.47,-1,109.37,105.57,41.89,42.14
025CW10232,BurkeCW102,10/23/2023,12:05:39,N,1840,swim01,90,11.9,3.44,0.29,0.7,-79.3,63,63.9,ok,0,90,31,40.3,28.5,0,36.1,40.8,22.9,0,0.81,1.34,0.97,0.69,0.81,9.66,15.89,11.58,8.2,9.66
026CW10232,BurkeCW102,10/23/2023,12:07:04,NW,1840,swim02,90,28.4,8.03,0.28,2,-39.5,50,46.3,ok,0,90,16.5,22.8,36.2,24.2,18,21.3,32.7,27.8,0.75,1.01,1.1,0.76,0.75,21.23,28.6,31.16,21.49,21.23
027CW10232,BurkeCW102,10/23/2023,12:09:58,E,1840,swim03,90,90,12.7,0.14,33.5,31.1,15.1,18.9,ok,0,90,17.1,8.8,57.4,16.5,23.4,11.7,44,20.8,-1,0.9,1.03,0.63,0.52,-1,80.72,92.54,56.78,46.38
028CW10232,BurkeCW102,10/23/2023,12:16:02,N,1841,swim01,90,27.1,8.93,0.33,1,-53.4,32.5,29.2,ok,0,90,27.3,17.3,20.6,34.6,31.2,16.6,17.7,34.2,0.84,0.8,0.97,0.86,0.84,22.89,21.57,26.27,23.19,22.89
029CW10232,BurkeCW102,10/23/2023,12:18:16,NW,1841,swim02,90,8.2,1.94,0.24,4.7,-53.8,13.4,12.4,ok,0,90,0,0,48.7,51.2,0,0,41.8,58.1,0.56,0.63,1.14,0.77,0.56,4.58,5.17,9.36,6.3,4.58
030CW10232,BurkeCW102,10/23/2023,12:21:13,E,1841,swim03,90,90,20.71,0.23,0.9,-63.6,45.2,43.5,ok,0,90,6.5,44,42.8,6.5,7.2,42,42.7,7.8,-1,1.23,1.15,0.56,0.6,-1,110.57,103.79,50.34,54.27
031CW10232,BurkeCW102,10/23/2023,12:39:55,N,1812,swim01,90,5.8,1.63,0.28,3.3,-18.5,0,0,ok,0,90,0,0,63.7,36.2,0,0,54.4,45.5,0.48,0.81,1.08,0.7,0.48,2.8,4.68,6.26,4.07,2.8
032CW10232,BurkeCW102,10/23/2023,12:40:48,NW,1812,swim02,90,4.6,1.3,0.28,6.4,-14.7,4.3,2.4,ok,0,90,0,0,54.3,45.6,0,0,46.3,53.6,0.53,0.65,1.15,0.78,0.53,2.43,2.98,5.29,3.57,2.43
033CW10232,BurkeCW102,10/23/2023,12:44:16,E,1812,swim03,90,90,20.98,0.23,0,-35.8,17.3,16.4,ok,0,90,8.3,17.3,58.1,16.2,8.3,17.7,57.1,16.8,-1,0.93,1.14,0.63,0.53,-1,83.87,102.19,56.29,47.39
034CW10232,BurkeCW102,10/23/2023,12:52:06,N,1813,swim01,90,14,4.16,0.3,4.1,-6.3,3.6,2.2,ok,0,90,17.8,30.7,22.1,29.2,16.2,31.1,18.7,33.8,0.66,0.85,0.86,0.62,0.66,9.26,11.91,12.05,8.69,9.26
035CW10232,BurkeCW102,10/23/2023,12:53:13,NW,1813,swim02,90,12.1,3.63,0.3,4.8,24.6,11.6,8.8,ok,0,90,14.8,12.3,27.2,45.4,16.5,15.7,22.8,44.7,0.68,0.67,1.01,0.77,0.68,8.25,8.13,12.18,9.36,8.25
036CW10232,BurkeCW102,10/23/2023,12:55:59,E,1813,swim03,90,90,25.79,0.29,0.2,-43,38.7,36.3,ok,0,90,12,34.6,29.3,24,12.8,32.2,29.2,25.5,-1,0.98,1.06,0.74,0.77,-1,88.13,95.47,66.4,69.15
037CW10232,BurkeCW102,10/23/2023,13:00:34,N,1814,swim01,90,67.7,17.44,0.26,3.5,-89.9,71.6,66.2,ok,0,90,27.6,33.9,22.7,15.6,25.1,33.7,25.1,16,0.88,1.14,0.99,0.79,0.88,59.54,77.28,67.17,53.79,59.54
038CW10232,BurkeCW102,10/23/2023,13:02:18,NW,1814,swim02,90,45.3,9.86,0.22,9.6,28.1,43.5,31.1,ok,0,90,2.8,33.9,34.4,28.6,3.4,32.6,38.4,25.4,0.72,0.9,1.17,0.73,0.72,32.65,40.58,53.12,33.28,32.65
039CW10232,BurkeCW102,10/23/2023,13:05:11,E,1814,swim03,90,90,18.93,0.21,1.9,-6,51.2,41.6,ok,0,90,14.5,32.5,38,14.8,15.3,28.6,38,18,-1,1.12,1.12,0.67,0.7,-1,101.15,100.95,60.7,62.83
040CW10232,BurkeCW102,10/23/2023,13:13:43,N,1815,swim01,90,90,28.15,0.31,0.7,-87.2,80.4,77.6,ok,0,90,19,22.1,34.5,24.3,19,20.7,32.6,27.5,0.86,1.07,1.17,0.9,0.86,77.01,95.96,105.62,80.82,77.01
041CW10232,BurkeCW102,10/23/2023,13:15:28,NW,1815,swim02,90,37.8,9.29,0.25,3.6,-79.1,73.8,75.6,ok,0,90,12.6,28.5,23,35.7,15.6,22.8,22.7,38.7,0.88,0.98,1.17,0.91,0.88,33.3,36.99,44.17,34.44,33.3
042CW10232,BurkeCW102,10/23/2023,13:18:44,E,1815,swim03,90,90,21.88,0.24,2.1,-18.4,44.8,38.9,ok,0,90,20.3,38.8,22.2,18.5,20.1,35.8,23,21,-1,1.08,1,0.7,0.78,-1,97.27,90.45,63.1,70.55
043CW10232,BurkeCW102,10/23/2023,13:22:55,N,1816,swim01,90,13.6,3.68,0.27,2.1,-45.2,43.4,37.3,ok,0,90,18.3,0,33,48.5,20.1,0,28.6,51.1,0.82,0.61,1.2,1.04,0.82,11.12,8.32,16.29,14.19,11.12
044CW10232,BurkeCW102,10/23/2023,13:25:04,NW,1816,swim02,90,10.8,2.57,0.24,4.5,17.9,39.8,36,ok,0,90,0,13.8,74,12,0,13.3,74.3,12.3,0.37,1.06,1.46,0.66,0.37,4.01,11.49,15.79,7.14,4.01
045CW10232,BurkeCW102,10/23/2023,13:28:28,E,1816,swim03,90,90,20.02,0.22,1,31.7,10.9,8.1,ok,0,90,6.8,12,68.1,13,7,12.3,67.9,12.7,-1,0.91,1.19,0.61,0.44,-1,82.08,107.25,55.03,39.25
046CW10232,BurkeCW102,10/23/2023,13:33:27,N,1817,swim01,90,67.7,20.75,0.31,0.7,25.9,73,72.9,ok,0,90,16.9,25.2,27,30.7,21.1,25.7,25.9,27.1,0.92,0.98,1.08,0.93,0.92,62.62,66.47,73.26,62.77,62.62
047CW10232,BurkeCW102,10/23/2023,13:35:34,NW,1817,swim02,90,17.2,4.33,0.25,4.5,39.6,39,41.6,ok,0,90,0,11,75,13.9,0,11.3,71.4,17.1,0.39,0.97,1.36,0.66,0.39,6.75,16.75,23.44,11.32,6.75
048CW10232,BurkeCW102,10/23/2023,13:40:51,E,1817,swim03,90,90,21.69,0.24,5.6,-55.8,46,36.4,ok,0,90,27.4,33.8,26.1,12.5,23.2,33.6,29.7,13.3,-1,1.07,0.98,0.75,0.82,-1,96.61,87.95,67.07,73.92
049CW10232,BurkeCW102,10/23/2023,13:45:53,N,1842,swim01,90,28.2,8.33,0.3,0.9,60.4,58.5,53.7,ok,0,90,2.8,34.7,29,33.3,3.8,29.9,31.6,34.6,0.75,0.97,1.21,0.77,0.75,21.11,27.36,34,21.62,21.11
050CW10232,BurkeCW102,10/23/2023,13:47:23,NW,1842,swim02,90,11.3,3.38,0.3,0.7,-79,35.4,30.8,ok,0,90,33.6,36.2,17.6,12.3,37.8,33,13.8,15.2,0.85,1.12,0.87,0.71,0.85,9.64,12.61,9.82,8.04,9.64
051CW10232,BurkeCW102,10/23/2023,13:51:23,E,1842,swim03,90,90,23.35,0.26,0.3,42.7,33.8,29,ok,0,90,6.7,18.8,43.2,31.1,6.8,18.1,41.3,33.6,-1,0.88,1.2,0.73,0.62,-1,79.07,108.31,66.07,55.66
052CW10232,BurkeCW102,10/23/2023,13:55:39,N,1843,swim01,90,26.2,9.68,0.37,0.2,-31.5,33.6,31.8,ok,0,90,21.7,27,32,19,22.3,28.2,29.8,19.5,0.7,1.02,1.04,0.67,0.7,18.25,26.8,27.19,17.5,18.25
053CW10232,BurkeCW102,10/23/2023,13:56:38,NW,1843,swim02,90,5.3,1.35,0.26,9.3,-5.2,3.8,2.2,ok,0,90,0,0,62.2,37.7,0,0,53.1,46.8,0.44,0.7,1.25,0.75,0.44,2.32,3.7,6.62,4,2.32
054CW10232,BurkeCW102,10/23/2023,14:00:35,E,1843,swim03,90,90,28.35,0.31,0.7,-12.9,41.2,39.9,ok,0,90,13,30.4,41.7,14.7,15.5,30.3,39.6,14.4,-1,1.05,1.09,0.65,0.66,-1,94.94,98.31,58.83,59.2
055CW10232,BurkeCW102,10/23/2023,14:04:50,N,1844,swim01,90,38,9.15,0.24,18.5,66.2,72.4,87.7,ok,0,90,11.3,17.6,48.6,22.3,15.3,17.5,35.9,31.2,0.71,1.03,1.24,0.84,0.71,27.09,39.11,47.26,31.89,27.09
056CW10232,BurkeCW102,10/23/2023,14:06:19,NW,1844,swim02,90,11.8,2.74,0.23,1.5,42.3,83.9,89.5,ok,0,90,0,0,77.1,22.8,0,0,80.1,19.8,0.51,0.96,1.54,0.86,0.51,6.05,11.31,18.22,10.12,6.05
057CW10232,BurkeCW102,10/23/2023,14:10:59,E,1844,swim03,90,90,21.43,0.24,0.2,-14.7,21.3,19.7,ok,0,90,10.3,40.1,33.3,16.2,10.4,39.4,32.3,17.7,-1,1.03,1.07,0.57,0.6,-1,92.69,96.37,51.33,53.73
058CW10232,BurkeCW102,10/23/2023,14:14:17,N,1845,swim01,90,28.7,9.09,0.32,0.9,-9.3,78,77,ok,0,90,15.3,25.7,36.2,22.6,17,27.5,30.8,24.5,0.8,1.11,1.18,0.85,0.8,22.99,31.75,33.78,24.3,22.99
059CW10232,BurkeCW102,10/23/2023,14:16:47,NW,1845,swim02,90,90,22.65,0.25,2.3,25.5,64.1,54.5,ok,0,90,23.3,26.6,28.3,21.6,20.7,25.4,30.7,23,0.86,1.07,1.06,0.83,0.86,77.73,96,95.61,75.14,77.73
060CW10232,BurkeCW102,10/23/2023,14:20:26,E,1845,swim03,90,90,7.08,0.08,61.4,75.5,28,66.5,ok,0,90,15.4,64.4,8.3,11.7,27.3,33.4,20.9,18.2,-1,1.07,0.76,0.61,0.8,-1,96.41,68.33,55.08,71.94
