study,pi_name,treatment,animal,protocol_id,age_category,months,age_mo,sex,strain,genotype,housing,light_on,light_off,tracking_system,rat_source,pool_diam,duration_c_1,duration_c_2,duration_c_3,duration_c_4,duration_c_5,cum_dist_c_1,cum_dist_c_2,cum_dist_c_3,cum_dist_c_4,cum_dist_c_5,duration_s_1,duration_s_2,duration_s_3,duration_s_4,duration_s_5,duration_s_6,cum_dist_s_1,cum_dist_s_2,cum_dist_s_3,cum_dist_s_4,cum_dist_s_5,cum_dist_s_6,timegoal_p_1,timeopp_p_1,di_p_1,timegoal_p_2,timeopp_p_2,di_p_2
Budamagunta 2023,Foster,Control,3955.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,44.13,31.53,47.07,43.2,25.73,583.74,416.3,925.35,677.84,427.35,60.04,55.6,43.93,60.04,59.8,39.01,1040.23,1025.61,850.15,969.29,1003.06,688.74,17.8,8.76,0.34,16.96,17.12,0
Budamagunta 2023,Foster,Control,4378.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,48,41.47,27.93,24.33,22.47,751.94,742.73,551.26,376.09,449.29,33.07,38.4,34.07,28.07,21.07,22,693.86,857.36,813.48,677.56,497.75,498.68,25.2,8.8,0.48,21,10.6,0.33
Budamagunta 2023,Foster,Control,3966.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,33.33,29.27,22.47,10.33,18.93,576.82,454.33,430.02,165.89,450.62,31.81,39.69,47.17,21.49,16.24,12.35,764.25,878.54,996.08,497.79,409.03,294.9,29.44,8.92,0.53,37.52,5.12,0.76
Budamagunta 2023,Foster,Control,4380.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,41.87,37.8,29.4,42.73,22.6,700.84,811.43,582.41,769.36,473.52,60.2,34.47,17.07,13.87,40.93,18.2,1022.01,573.34,371.3,286.32,832.82,385.05,14.4,17.8,-0.11,28,12.2,0.39
Budamagunta 2023,Foster,Control,4002.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,29.92,21.4,42.87,28,23.13,481.96,582.36,746.56,585.86,487.9,50.12,28.47,25.03,29.97,13.4,9.17,1104.45,627.56,560.06,702.25,291.63,180.01,19.12,4.2,0.64,17.2,16.04,0.03
Budamagunta 2023,Foster,Control,4033.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,36.01,45.21,60.04,22.82,20.24,801.38,987.92,1365.66,549.28,489.57,29.15,60.04,60.01,20.17,22.11,18.36,697.15,1217.33,1151.32,395.5,492.85,340.8,26.48,7.64,0.55,10.6,28.48,-0.46
Budamagunta 2023,Foster,Control,4376.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,28.87,27.4,31.13,19.67,25.13,438.9,493.51,562.96,313.6,498.05,59.93,43.73,19.47,27,8,41.93,1288.45,900.96,433.12,593.63,182.16,840.29,27.6,7,0.6,21.8,10.2,0.36
Budamagunta 2023,Foster,Control,4375.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,28.6,6.8,30.13,5,28.2,478.74,72.74,426.9,67.18,507.87,42.33,46.6,31.73,19.27,12.4,31.87,935.74,981.05,660.76,439.12,289.17,650.22,35.2,0,1,20.2,16.2,0.11
Budamagunta 2023,Foster,Control,4377.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,40.07,26.2,14.07,6,25.4,713.44,485.22,321.42,69.93,565.43,60.2,41.67,35.33,28.27,18.27,13.93,1351.44,932.73,842.19,670.97,462.96,349.25,24.4,1.2,0.91,8.6,18.6,-0.37
Budamagunta 2023,Foster,Control,4012.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,32.2,39.27,38,34.2,26.53,615.18,796.11,791.55,730.38,566.88,39.44,24.33,40.91,37.63,27.63,17.6,1001.21,555.54,969.63,868.34,680.64,462.08,28.28,6.6,0.62,18.12,12.16,0.2
Budamagunta 2023,Foster,Control,4011.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,32.2,41.4,45.27,53.53,31.6,588.9,839.47,864.43,1018.1,576.79,45.89,42.41,30.72,20.89,38.71,38.28,1050.37,921.04,617.16,476.77,908.44,930.1,17.92,14.08,0.12,12.32,18.6,-0.2
Budamagunta 2023,Foster,Control,4572.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,36.47,36.67,21.13,42.6,34.93,712.65,627.58,431.79,737.62,599.71,54.53,45.27,21,22.6,40.2,20.13,1026.07,894.66,501.27,492.48,937.43,462.62,26.4,8.8,0.5,11,27.4,-0.43
Budamagunta 2023,Foster,Control,4569.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,21.27,24.53,30.33,54.33,34.07,485.72,485.89,617.59,916.11,625.43,55.13,38.73,40.73,32.6,19.33,29.07,1291.56,836.53,948.29,792.01,498.26,654.65,25.2,5.4,0.65,9.8,30.6,-0.51
Budamagunta 2023,Foster,Control,3961.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,26.67,41.2,27.67,22.8,30,484.99,787.03,614.37,485.54,643.09,44,17.73,31.39,18.56,10.07,6.85,1160.68,466.88,769.23,457.46,259.95,154.06,34.6,5.28,0.74,20.4,10.16,0.34
Budamagunta 2023,Foster,Control,4382.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,36.87,60.07,27.2,37.67,34.47,614.59,891.8,445.65,665.1,646.31,46.13,45.07,16.07,26.73,32.47,16.13,1009.37,859.38,355.18,632.14,656.43,351.62,34,6.8,0.67,23.4,9.6,0.42
Budamagunta 2023,Foster,Control,4104.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,37.85,36.69,35.76,29.97,28.57,919.74,879.14,828.35,631.71,697.45,12.65,7.01,36.73,14.64,18.15,13.44,297.29,156.48,922.62,348.13,431.44,256.02,37.4,0.96,0.95,26.12,12.76,0.34
Budamagunta 2023,Foster,Control,3989.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,33.8,28.8,24.27,14.73,37.8,518.97,523.27,522.31,258.55,733.52,30.48,37.71,12.89,24.84,19.99,11.49,611.4,794.91,292.64,504.44,469.55,280.12,39.8,2.4,0.89,25.84,8.76,0.49
Budamagunta 2023,Foster,Control,4570.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,26.87,23.8,28.87,56.13,47.87,489.56,400.81,509.6,1001.54,747.85,43.67,35.2,50.47,35.4,8.67,11.53,860.92,633.75,997.02,695.84,178.1,247.97,25.4,8.4,0.5,11.4,26,-0.39
Budamagunta 2023,Foster,Control,4568.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,15.2,12.27,47.2,45.8,49.13,351.36,272.81,878.6,761.46,767.85,47.07,51.73,59.8,14.93,26.2,18.13,852.61,1067.58,1100.07,360.69,619,429.41,19.6,11.8,0.25,20,16,0.11
Budamagunta 2023,Foster,Control,4567.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,23.73,28.07,51.4,56.2,58.67,443.45,536.61,954.47,925.01,885.11,46,53.47,40.67,59.27,31.33,20.87,1005.63,949.46,755.26,1031.47,678.05,432.15,19.8,13.6,0.19,22.4,8,0.47
Budamagunta 2023,Foster,Control,4571.TF,Foster_WM_1,Old,18,18,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,43.87,60.2,49.07,49.53,50.53,920.87,1123.64,875.84,973.46,917.88,48.27,44.13,45.53,60.2,12,58.73,992.94,792.18,812.78,1068.29,241.28,935.94,26.6,4.2,0.73,17.2,25.4,-0.19
Barter LPS 2020,Foster,Control,2411.TF,Foster_WM_1,Old,17,17,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,11.51,10.34,16.52,3.34,4.67,201.4,205.58,377.69,75.39,107.96,15.13,11.57,5.78,6.9,7.56,12.46,265.32,221.22,124.07,152.67,134.43,214.04,44.04,16.07,0.47,,,
Barter LPS 2020,Foster,Control,2412.TF,Foster_WM_1,Old,17,17,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,49.88,7.95,4.89,8.12,5.95,884.06,214.93,131.17,240.64,162.04,16.18,9.9,17.35,12.68,9.18,15.79,386.9,207.1,404.88,284.51,201.26,360.56,25.76,21.88,0.08,,,
Barter LPS 2020,Foster,Control,2415.TF,Foster_WM_1,Old,17,17,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,26.25,6.4,5.17,3.56,7.01,488.59,119.48,122.53,72.82,144.81,10.57,15.74,13.85,7.34,12.68,11.85,209.32,375.14,303.23,159.22,268.47,255.68,29.92,24.38,0.1,,,
Barter LPS 2020,Foster,Control,2420.TF,Foster_WM_1,Old,17,17,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,23.52,5.89,3.28,6.12,3.84,576.5,143.61,71.21,159.7,114.43,49.99,11.18,4.89,4.34,6.34,25.03,1068.27,193.69,103.94,95.07,115.03,530.32,57.06,6.93,0.78,,,
Barter LPS 2020,Foster,Control,2531.TF,Foster_WM_1,Old,17,17,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,28.7,4.23,6.51,7.4,2.34,552.69,97.48,169.2,206.69,71.75,34.42,14.24,9.23,5.78,25.8,19.02,606.09,311.92,202.16,123.74,560.15,330.04,45.15,18.56,0.42,,,
Barter LPS 2020,Foster,Control,2532.TF,Foster_WM_1,Old,17,17,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,15.29,10.23,12.79,19.07,3.61,324.12,195.83,272.31,356.05,92.56,19.13,7.17,5.67,5.95,23.13,28.14,333.72,121.57,111.24,140.77,453.31,510.42,38.5,19.67,0.32,,,
Barter LPS 2020,Foster,Control,2536.TF,Foster_WM_1,Old,17,17,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,15.18,9.34,11.73,4.89,3.23,303.45,230.54,305.12,123.84,93.2,32.87,8.17,6.28,10.79,42.1,18.41,829.07,198.25,128.7,198.47,820.85,421.54,26.87,36.57,-0.15,,,
Barter LPS 2020,Foster,Control,2579.TF,Foster_WM_1,Old,17,17,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,29.53,18.41,4.95,2.34,3.78,573.69,430.97,120.38,36.64,102.13,21.24,35.37,14.79,8.4,10.96,12.96,355.15,681.06,277.03,181.72,232.44,217.6,29.92,32.41,-0.04,,,
Barter LPS 2020,Foster,Control,2587.TF,Foster_WM_1,Old,17,17,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,22.86,15.57,23.19,3.06,5.78,452.88,363.78,524.16,63.35,143.6,60.23,49.33,51.5,50.27,43.21,42.26,858.22,660.66,779.32,691.31,743.4,840.78,16.34,19.67,-0.09,,,
Barter LPS 2020,Foster,Control,2590.TF,Foster_WM_1,Old,17,17,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,25.91,7.79,6.78,3.45,3.45,464.15,162.67,153.02,79.99,73.47,10.01,9.51,10.23,8.45,29.31,4.12,198.12,216,247.91,163.27,636.85,94.56,26.32,27.42,-0.02,,,
Barter LPS 2020,Foster,Control,2923.TF,Foster_WM_1,Old,17,17,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,21.74,6.06,8.79,4.12,4.28,305.89,152.61,189.41,82.89,105.02,8.51,8.73,14.74,10.68,7.34,9.62,91.35,170.28,283.44,179.31,129.11,145.77,40.44,19.11,0.36,,,
Ianov 2017,Foster,Control,1930.TF,Foster_WM_1,Old,17-22,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,58.225,22.411,34.034,14.348,21.132,154.929,60.087,111.419,54.025,77.017,51.107,25.136,17.796,7.229,22.912,15.738,106.691,55.543,44.32,17.616,55.909,42.202,29.64,13.296,0.381,51.247,6.648,0.770334925
Ianov 2017,Foster,Control,1931.TF,Foster_WM_1,Old,17-22,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,19.019,35.925,16.572,38.817,16.016,65.567,121.293,61.954,125.982,58.681,38.094,17.184,24.858,19.408,17.851,16.517,91.391,43.459,67.964,43.195,47.916,45.662,33.518,33.241,0.004,24.931,28.809,-0.072165039
Ianov 2017,Foster,Control,2182.TF,Foster_WM_1,Old,17-22,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,22.411,31.087,60.227,36.759,8.953,54.774,99.265,171.163,107.709,29.165,52.997,56.056,60.227,54.944,60.227,41.986,107.209,114.174,109.285,96.489,98.249,84.736,19.668,15.789,0.109,13.296,35.734,-0.457627128
Ianov 2017,Foster,Control,2184.TF,Foster_WM_1,Old,17-22,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,44.211,32.088,36.759,38.761,30.642,115.989,94.633,122.122,120.023,109.036,15.071,21.077,40.819,46.157,14.681,13.736,37.268,55.678,108.664,98.849,34.054,33.022,29.64,15.235,0.321,36.011,27.424,0.135371194
Ianov 2017,Foster,Control,2185.TF,Foster_WM_1,Old,17-22,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,29.363,49.216,50.829,47.269,49.383,75.28,137.416,141.711,151.57,142.666,56.612,47.603,26.916,20.465,31.087,19.019,116.889,97.489,62.779,48.728,74.763,46.736,30.194,9.695,0.514,2.77,48.753,-0.892473118
Ianov 2017,Foster,Control,2189.TF,Foster_WM_1,Old,17-22,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,37.371,59.615,60.227,35.424,27.416,119.913,168.277,175.421,109.676,81.095,58.002,33.978,55.333,27.472,46.213,21.522,114.305,69.066,108.045,56.185,93.903,44.337,21.607,32.964,-0.208,26.87,31.302,-0.076190505
Ianov 2017,Foster,Control,2230.TF,Foster_WM_1,Old,17-22,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,15.46,26.193,26.026,13.235,16.016,51.403,88.415,91.917,47.427,66.59,60.227,52.775,23.079,11.79,4.004,5.839,115.752,96.32,60.789,31.207,3.908,11.084,62.05,10.803,0.703,19.114,24.377,-0.121019053
Ianov 2017,Foster,Control,2231.TF,Foster_WM_1,Old,17-22,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,55.055,32.755,47.103,14.014,14.403,156.916,93.208,126.06,44.05,56.655,43.877,19.186,14.459,25.692,12.957,2.002,97.174,49.376,33.177,59.699,26.663,4.121,37.95,31.856,0.087,10.803,57.341,-0.682926846
Ianov 2017,Foster,Control,2232.TF,Foster_WM_1,Old,17-22,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,35.424,10.344,14.292,18.296,26.026,88.239,47.545,52.303,50.432,60.434,36.036,60.227,42.264,33.033,60.227,28.973,82.823,114.656,76.691,64.197,103.351,58.75,36.565,11.634,0.517,28.532,22.715,0.113513535
Ianov 2017,Foster,Control,2233.TF,Foster_WM_1,Old,17-22,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,26.471,50.717,44.378,57.28,60.227,69.88,162.28,115.544,188.745,145.93,60.227,60.227,40.485,44.934,54.054,53.609,101.686,89.43,81.569,82.467,85.911,107.438,21.884,23.823,-0.042,22.715,26.87,-0.083798898
Ianov 2017,Foster,Control,2235.TF,Foster_WM_1,Old,17-22,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,31.865,22.244,46.213,1.835,5.45,84.474,79.36,150.892,4.8,16.532,60.227,32.811,60.227,60.171,30.475,42.709,115.925,59.038,113.927,98.733,53.097,63.84,29.917,29.363,0.009,4.155,47.645,-0.839572163
Ianov 2017,Foster,Control,2237.TF,Foster_WM_1,Old,17-22,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,35.369,43.377,25.247,21.911,35.091,96.945,104.292,73.56,72.539,120.045,43.71,60.227,34.312,24.858,23.19,46.88,95.535,120.074,81.423,63.214,57.053,83.581,43.49,9.972,0.627,20.776,25.485,-0.101796387
Ianov 2017,Foster,Control,2238.TF,Foster_WM_1,Old,17-22,20,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,41.82,58.67,15.516,5.561,12.957,120.27,168.403,58.166,21.327,49.571,55.722,45.601,23.245,29.029,39.484,18.185,109.746,96.196,49.231,58.683,77.486,42.961,28.255,45.152,-0.23,20.776,53.186,-0.438202263
Guidi 2014,Foster,Control,1701.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,47.881214,48.71538133,39.03903833,43.265487,56.945834,589.6728714,765.8798145,703.2536154,835.0663507,912.9451984,40.874207,44.544544,60.226893,43.543543,28.52852767,51.99644033,743.6461228,762.2590337,1007.777485,745.8817786,544.8708595,1047.228662,30.03002833,24.74696833,0.09644669,24.19085667,14.18084667,0.260869577
Guidi 2014,Foster,Control,884.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,23.07863367,50.49493867,25.30308,28.80658367,45.04504433,388.3797916,998.012525,431.4750412,514.2025046,816.7627899,43.599154,10.95539933,8.897786,10.621732,12.178845,15.237459,934.1951533,228.7167558,218.5932216,248.7772957,250.1298302,336.8323717,38.37170333,10.56612,0.568181857,32.81058667,25.85919167,0.118483403
Guidi 2014,Foster,Control,1281.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,39.15026067,22.46691067,25.85919167,20.965409,45.48993367,400.8928006,337.1555173,415.1898416,376.8536246,744.8276969,32.92181,60.226893,31.30908633,16.905794,23.69035633,21.57713167,479.5155293,793.5052467,498.5686259,293.9029261,390.158499,419.3761238,53.108665,18.07363,0.492187488,12.23445667,31.14225333,-0.435897436
Guidi 2014,Foster,Control,902.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,37.14825867,46.602157,51.44032833,18.74096233,32.42130933,635.717085,727.829688,881.9443128,283.4940585,610.6938106,33.47792167,34.256478,13.90279067,11.12223267,10.899788,22.41129933,699.9264159,716.0947718,263.6370557,202.7101696,196.2505543,414.2291598,62.56256333,12.23445667,0.672862457,25.025025,35.31309,-0.170506901
Guidi 2014,Foster,Control,1124.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,39.81759467,60.226893,44.71137733,41.70837433,22.68935533,535.527401,1233.356524,723.0130819,901.5950525,531.3555717,30.14125167,55.77799967,37.81559267,13.235457,9.120230667,11.73395533,622.818306,984.5222526,767.0448319,262.9526903,202.2091621,256.5826524,48.65977,18.07363,0.458333308,29.47391833,26.69335833,0.049504982
Guidi 2014,Foster,Control,886.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,32.31008733,26.74897067,14.40329133,15.34868133,21.46590967,532.211802,634.631217,358.7791115,396.0682716,523.6821609,16.07162633,9.56512,22.57813267,34.31208933,12.23445567,25.970414,452.215387,254.6049486,546.3352582,830.6258111,281.5163698,523.4924384,34.20086667,27.24947,0.11312219,29.47391667,25.30308333,0.076142055
Guidi 2014,Foster,Control,1700.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,43.15426467,60.226893,23.80157833,42.48693067,26.08163667,452.419571,813.8151295,370.2724783,807.2813509,518.2799613,42.48693067,29.08463967,25.02502433,60.226893,50.43932767,39.76198367,675.9195898,571.4260574,470.4160688,1008.345737,957.2418285,808.410631,30.308085,22.52252333,0.14736839,17.51751833,32.81058667,-0.303867359
Guidi 2014,Foster,Control,1193.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,47.21388,46.991435,19.74196333,33.589144,34.42331167,585.1865092,678.0388779,360.1718242,478.4879535,507.2567597,60.226893,40.81859567,55.38872133,47.603158,53.72038633,16.07162667,703.42976,612.9451279,910.1808637,505.9073153,633.3710693,217.1717407,26.41530333,29.19586333,-0.05000003,15.29307167,45.045045,-0.493087537
Guidi 2014,Foster,Control,1275.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,48.49293667,31.42030833,32.36569833,29.69636233,28.69536133,684.8109378,555.5055474,622.2406851,494.9546413,495.9607187,57.946835,41.708374,21.96641033,16.627738,10.67734333,38.316093,1327.922999,756.2645131,461.7918518,336.4268354,237.2583557,854.3688311,26.41530333,22.52252167,0.079545457,6.67334,30.58614333,-0.641791061
Guidi 2014,Foster,Control,1792.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,46.602157,31.08664167,33.978422,33.08864333,39.81759467,562.5741094,393.178666,506.387424,528.7800509,490.3136308,57.11266767,40.929818,60.00444833,26.35969233,43.988432,47.269491,758.6182798,403.4513664,536.5332325,305.8948425,607.6912482,498.1261748,37.25948333,32.53253167,0.067729119,28.63975167,30.308085,-0.028301859
Guidi 2014,Foster,Control,1793.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,29.02902833,35.47992367,16.85018267,19.630741,24.52452367,499.2837337,741.6931274,362.6222918,313.7234584,481.049503,31.587142,37.64875933,36.25848,21.632743,12.67934533,25.247469,673.1378436,894.1722486,822.0560812,468.7470883,313.2612099,570.4549154,39.20587333,23.35669,0.253333343,36.981425,20.02001833,0.297561003
Guidi 2014,Foster,Control,898.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,58.33611333,53.77599767,60.226893,43.932821,31.75397567,895.5711573,988.0808034,849.9696912,730.5599079,474.9163614,44.48893267,39.15026067,60.226893,29.251473,36.64775833,23.80157833,801.2225608,755.5636865,1194.991393,548.5372053,751.9387027,438.0460378,49.49394,13.624735,0.56828197,26.69336167,30.308085,-0.063414589
Guidi 2014,Foster,Control,900.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,60.226893,34.14525567,45.43432267,25.74796967,29.08463967,945.3754346,502.2466133,655.6577423,350.5259105,446.7414461,32.86619867,25.19185767,28.75097267,19.297074,30.64175233,4.170837,589.5714554,440.3354568,530.4722902,318.8781172,523.0470944,51.21448728,26.13724833,24.46891333,0.032967033,8.063618333,79.52396667,-0.81587303
Guidi 2014,Foster,Control,1279.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,47.43632433,46.26849,30.03002933,42.04204133,21.96641033,612.4595692,768.3232416,416.2172996,662.8477487,436.2810381,37.70437033,21.243465,14.570125,11.622733,9.787564667,15.45990367,748.1554355,445.6557402,305.276832,233.552988,189.334655,310.2117434,50.05005,13.34668,0.578947368,51.71838333,14.45890333,0.563025199
Guidi 2014,Foster,Control,1189.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,46.935824,36.70336933,42.70937533,46.43532367,30.14125167,570.098724,479.6129695,522.2231968,790.2155579,427.6099174,17.962406,35.14625667,40.98542933,56.00044433,50.71738333,59.33711433,378.7990313,648.9639909,730.8450461,868.8173051,814.961019,884.153489,29.47391667,21.688355,0.152173885,26.69336,20.57613333,0.129411725
Guidi 2014,Foster,Control,1048.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,13.06862367,17.46190567,14.570125,33.58914367,19.85318567,227.7653603,275.1971522,331.5178171,587.3987256,423.5417135,22.68935533,10.45489867,32.866199,25.35869167,13.569124,5.505504667,434.7191897,247.4931852,735.989496,607.7181662,345.6070095,125.7217547,50.60616333,3.892781667,0.857142862,33.64475667,20.02002,0.253886022
Guidi 2014,Foster,Control,883.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,24.69135733,10.899788,11.900789,35.98042433,21.243465,364.605066,183.1483624,205.8620756,730.1086795,417.8841613,60.226893,28.69536133,21.187854,32.64375433,17.68435033,20.298075,1142.129361,558.9526806,387.4953173,594.2369314,323.8279931,424.6886299,78.13368667,5.005005,0.879598659,30.30808667,23.91280167,0.117948732
Guidi 2014,Foster,Control,895.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,60.171282,26.69335933,39.20587167,30.975419,25.35869133,766.0527526,387.864552,688.839038,546.0507265,399.3777476,59.00344733,56.89022267,18.35168433,26.41530367,12.17884467,30.919808,1125.681243,857.4823913,277.4069598,414.6190546,231.2012616,582.1809385,46.15727,9.453896667,0.66000006,21.13224333,41.708375,-0.327433628
Guidi 2014,Foster,Control,1796.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,29.195862,10.06562033,41.263485,24.41330167,20.631742,458.1143111,181.9204252,655.8594956,444.0341371,395.1627723,34.14525567,38.37170433,34.75697833,36.981425,14.79256967,21.07663133,634.0896496,828.2675979,720.8382189,803.5317802,293.575885,442.1327697,54.49894333,20.298075,0.457249087,35.035035,16.40529333,0.362162184
Guidi 2014,Foster,Control,1446.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,42.70937533,57.72439033,19.908797,44.878211,24.07963467,651.0054407,950.8409464,392.869223,706.6734495,378.6835228,47.65876933,21.74396533,9.064619333,15.73795933,12.17884467,45.43432267,945.4765053,388.2729079,191.0732686,346.0060358,172.0379567,871.0563898,35.31309167,23.07863333,0.209523838,19.741965,29.47391833,-0.197740093
Guidi 2014,Foster,Control,1386.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,50.55055,24.913802,60.226893,15.12623667,20.68735333,809.3127807,432.9777353,925.0218749,289.3100367,375.225848,41.81959667,32.97742133,56.72338933,60.226893,22.35568833,37.20386967,785.8824421,567.9314611,961.1414806,1033.593424,396.8088718,704.979627,33.92281167,23.634745,0.178743978,41.15226333,27.80558333,0.193548387
Guidi 2014,Foster,Control,1190.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,29.02902833,20.40929733,31.58714167,20.40929733,23.968412,460.1878415,346.5861757,426.7566555,344.0737242,365.6198806,39.48392767,32.310087,15.84918167,17.73996133,22.41129967,31.08664133,706.4928098,532.06872,290.6739802,314.8059665,468.8362446,527.1695656,38.64976167,25.85919,0.198275919,29.47391833,18.62973833,0.22543359
Guidi 2014,Foster,Control,904.TF,Foster_WM_1,Old,18-20,19,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,55.16627667,43.43232067,30.03002933,22.52252167,22.35568833,857.0720911,745.5535192,508.6761938,531.9813043,365.4526042,48.49293667,36.70336933,44.600155,55.72238833,27.527527,37.03703633,929.9558248,716.0322022,849.1501535,797.7787822,450.1614729,684.0670379,39.76198333,20.02002,0.330232549,13.90279167,66.17728667,-0.652777771
