"TMQUADB","TMQUADD","TIMEINN","TIMEMID","TIMEOUT","ANCROSB","ANCROSD","GROUP","NUMBER","COND","AGE","SLGROUP","YEAR","BLOCK","BSPEED","BSPEEDTT","BSPEEDFS","TTCUMDS","TTCUMDSO","TTAVDS","TTAVDSO","TTPATH","TTLAT","TAVDS08","TAVDS10","TAVDS20","TAVDS30","TAVDSO30","TAVDS08A","TAVDS10A","TAVDS20A","TAVDS30A"
30,24,8,14,78,1,1,"2302",21,"TT","O","",2023,0,23.0458626478175,23.0458626478175,23.0458626478175,5275.2,6056.1,78.734328358209,90.389552238806,1606,68.4,58.0875,76.89,72.255,84.02,82.1344827586207,56.1571428571429,76.89,72.2894736842105,84.448275862069
25,19,7,12,81,0,0,"2302",27,"TT","O","",2023,0,27.3986127920401,27.3986127920401,27.3986127920401,7346.8,8173.1,82.5483146067416,91.8325842696629,2295,90.1,67.475,105.2,88.305,88.7,96.2344827586207,67.475,105.2,89.0736842105263,89.2172413793104
18,30,22,24,54,3,2,"2302",28,"TT","O","",2023,0,24.8091700263858,24.8091700263858,24.8091700263858,7662.3,6114.6,86.0932584269663,68.7033707865168,2051,90.1,31.7875,103.83,71.215,82.2733333333333,72.0206896551724,31.7875,103.83,71.2684210526316,82.6896551724138
26,29,10,26,64,0,2,"2302",30,"TT","O","",2023,0,24.2477406056762,24.2477406056762,24.2477406056762,7220,7307.4,81.123595505618,82.1056179775281,2015,90.1,47.6375,87.85,70.31,64.5366666666667,91.4448275862069,46.7571428571429,87.85,70.2894736842105,64.3241379310345
21,21,13,49,38,0,0,"2302",20,"TT","O","",2023,1,22.4687729678871,21.8066834056204,25.7792207792208,4004.68,4148.72,73.6664830007391,86.561918699187,1226.8,53.26,46.9625,90.31,77.785,80.54,77.3888888888889,46.9625,90.31,73.8411764705882,78.362962962963
30,33,43,36,21,0,2,"2302",21,"TT","O","",2023,1,23.7054284280129,23.0458626478175,27.0032573289902,6310.22,6928.2,79.0848873834027,87.3457983415937,1858.6,81.2,39.725,68.03,64.25,66.7566666666667,71.0148148148148,39.725,68.03,57.2117647058824,62.6037037037037
17,21,12,49,39,0,0,"2302",22,"TT","O","",2023,1,21.5689066227144,21.5439257322735,21.6938110749186,1484.8,1804.56,47.3787777777778,78.9692521367521,530.8,25.44,52.6375,101.97,94.945,83.8733333333333,72.5307692307692,52.6375,101.97,94.65625,81.9923076923077
24,28,15,23,62,1,1,"2302",27,"TT","O","",2023,1,27.7398863386436,27.3986127920401,29.4462540716612,5121.24,5064.18,80.0030337078652,78.3854908338261,1700.2,63.62,49.5,103.88,87.2,80.44,83.7185185185185,49.5,103.88,83.1117647058824,77.1148148148148
28,21,55,31,14,2,0,"2302",28,"TT","O","",2023,1,25.1511152593129,24.8091700263858,26.8608414239482,4885.16,4993.46,70.5772558476121,78.7537173385235,1597.6,66.34,39.325,81.88,66.875,59.8766666666667,65.2777777777778,36.7285714285714,81.88,63.2882352941176,56.8407407407407
30,21,25,40,35,0,0,"2302",29,"TT","O","",2023,1,24.6782271730069,23.4650052936924,30.7443365695793,3658.52,4042.06,68.1058761826187,84.9835970637417,1222.8,49.62,54.05,83.42,74.145,71.36,77.1444444444444,45.14,83.42,72.2117647058824,69.8333333333333
47,7,29,42,29,0,0,"2302",30,"TT","O","",2023,1,24.0754981237778,24.2477406056762,23.2142857142857,5777.04,6165.6,66.967191011236,84.7406741573034,1792.4,73.2,34.4,56.66,62.185,53.3266666666667,91.0423076923077,34.4,56.66,54.1625,47.0269230769231
20,36,48,37,15,0,0,"2302",20,"TT","O","",2023,2,25.0013454303087,25.2755419091097,23.6303630363036,4343.96,4469.86,79.4381336175266,77.299419618674,1498.6,59.28,45.975,52.75,64.425,68.7566666666667,64.6807692307692,45.975,52.75,52.8375,62.2923076923077
21,33,59,36,5,1,0,"2302",21,"TT","O","",2023,2,26.9494733989217,27.4504791898171,24.4444444444444,404.92,528.78,29.8496594427245,59.2639009287926,296.4,10.68,43.4625,68.78,68.19,62.9933333333333,57.1615384615385,43.4625,68.78,62.68125,58.8038461538462
26,26,50,34,16,1,3,"2302",22,"TT","O","",2023,2,23.2454467779107,23.4334971724539,22.3051948051948,1269.22,1789.2,43.1048426966292,73.9238988764045,596.2,25.92,35.975,45.57,54.995,64.2166666666667,68.8653846153846,35.2,45.57,42.4375,57.9076923076923
26,21,0,66,34,0,0,"2302",27,"TT","O","",2023,2,28.2545967234282,28.550467208179,26.7752442996743,4892.18,5119.96,74.7047554993794,80.1643457801808,1898.4,66.7,51.05,95.74,83.075,75.0733333333333,85.2518518518519,51.05,95.74,79.4117647058823,71.8777777777778
57,16,66,33,1,2,0,"2302",28,"TT","O","",2023,2,25.7871543937772,25.8536761816235,25.4545454545455,911.3,1171.74,51.3367880631877,65.8046604892741,537.4,20.88,17.025,49.03,50.265,41.9266666666667,76.3269230769231,17.025,49.03,45.70625,37.8384615384615
14,26,48,42,10,0,1,"2302",29,"TT","O","",2023,2,29.2183448568924,29.2574535676845,29.0228013029316,1244.22,1627.78,46.9286111111111,81.3946825396825,709.4,24.04,38.9375,63.27,70.77,69.0233333333333,64.7592592592593,38.9375,63.27,67.9352941176471,67.0444444444445
35,32,28,33,39,2,1,"2302",30,"TT","O","",2023,2,25.9886194733345,26.7288270281322,22.2875816993464,2393.92,3230.64,53.6088095238095,79.3058801313629,1076.2,40.86,24.925,40.32,47.485,69.3033333333333,78.2692307692308,24.925,40.32,36.03125,65.6115384615385
41,9,22,49,29,0,0,"2302",20,"TT","O","",2023,3,23.0825425671307,22.8094406909465,24.4480519480519,1908.74,1965.52,73.9013511089367,57.0965427266797,729.2,30.48,37.6875,62.31,65.25,58.8933333333333,88.9730769230769,37.6875,62.31,55.48125,51.9038461538462
12,33,25,65,10,0,1,"2302",21,"TT","O","",2023,3,23.5352777813215,23.2161895467361,25.1307189542484,344.78,431.66,42.6452121212121,67.8940808080808,243.2,10.18,38.4375,67.64,67.45,75.5333333333333,69.45,38.4375,67.64,60.5375,72.5230769230769
48,3,65,25,10,2,0,"2302",22,"TT","O","",2023,3,20.7126139951513,21.0119995392796,19.2156862745098,228.96,300.3,26.9725714285714,35.4815384615385,180.8,8.52,14.3,17.84,37.235,45.7966666666667,75.4,14.3,17.84,20.56,37.504
21,19,10,35,55,0,0,"2302",27,"TT","O","",2023,3,27.7372176029097,27.7862897879868,27.4918566775244,5980.14,5732.12,77.6932401616206,74.2585835132193,2145.8,77.94,58.2125,73.14,78.77,82.0933333333333,79.4037037037037,58.2125,73.14,75.9647058823529,80.6962962962963
37,4,58,32,10,1,0,"2302",28,"TT","O","",2023,3,24.1243694240019,23.8193731789322,25.6493506493506,296.5,440.38,39.6328611111111,68.6721111111111,224.4,9.66,27.7,30.79,44.75,53.52,71.8740740740741,27.7,30.79,37.9941176470588,50.2407407407407
53,25,39,29,32,5,1,"2302",29,"TT","O","",2023,3,23.4995143427953,23.068698257106,25.6535947712418,166.66,324.96,37.11,73.726,171.4,7.32,13.0125,15.08,43.555,56.24,82.7037037037037,13.0125,15.08,32.5470588235294,50.7185185185185
