"AGE","MULT08B1","MULT10B1","MULT20B1","MULT30B1","GROUP","NUMBER","SLGROUP","YEAR","TAV08B1","TAV10B1","TAV20B1","TAV30B1","TAV08AB1","TAV10AB1","TAV20AB1","TAV30AB1","MULT08B2","MULT10B2","MULT20B2","MULT30B2","TAV08B2","TAV10B2","TAV20B2","TAV30B2","TAV08AB2","TAV10AB2","TAV20AB2","TAV30AB2","MULT08B3","MULT10B3","MULT20B3","MULT30B3","TAV08B3","TAV10B3","TAV20B3","TAV30B3","TAV08AB3","TAV10AB3","TAV20AB3","TAV30AB3","MULT08B4","MULT10B4","MULT20B4","MULT30B4","TAV08B4","TAV10B4","TAV20B4","TAV30B4","TAV08AB4","TAV10AB4","TAV20AB4","TAV30AB4","IDX08B1","IDX08B2","IDX08B3","IDX08B4","IDX10B1","IDX10B2","IDX10B3","IDX10B4","IDX20B1","IDX20B2","IDX20B3","IDX20B4","IDX30B1","IDX30B2","IDX30B3","IDX30B4","IDX08AB1","IDX08AB2","IDX08AB3","IDX08AB4","IDX10AB1","IDX10AB2","IDX10AB3","IDX10AB4","IDX20AB1","IDX20AB2","IDX20AB3","IDX20AB4","IDX30AB1","IDX30AB2","IDX30AB3","IDX30AB4","IDX08_4","IDX10_4","IDX20_4","IDX30_4","IDX08_3","IDX10_3","IDX20_3","IDX30_3","IDX08A_4","IDX10A_4","IDX20A_4","IDX30A_4","IDX08A_3","IDX10A_3","IDX20A_3","IDX30A_3"
"O","1.00","1.00","1.00","1.00","1708",10,"",2017,28.6875,66.2,64.855,65.0533333333333,28.6875,66.2,55.4625,59.3038461538462,"1.22","1.23","1.34","1.26",20.3875,74.58,57.2,45.7166666666667,20.3875,74.58,56.7789473684211,45.0448275862069,"1.47","1.42","1.57","1.43",38.9875,53.39,53.16,51.5533333333333,19.15,53.39,45.1625,46.3846153846154,"1.52","1.42","1.57","1.43",15.4625,54.18,50.13,56.01,15.4625,54.18,41.15625,51.3923076923077,28.6875,24.8377667661858,57.4952488957962,23.5514956670527,66.2,91.5224380491493,76.0558896698182,77.181271817021,64.855,76.7812741664767,83.7152963697936,78.9437134502964,65.0533333333333,57.5805493047849,73.6362573884425,80.0019418658993,28.6875,24.8377667661858,28.2406929491375,23.5514956670527,66.2,91.5224380491493,76.0558896698182,77.181271817021,55.4625,76.216082601026,71.1209945880513,64.8120328483694,59.3038461538462,56.7343619924124,66.253513720266,73.4062562462848,134.572011329035,310.959599535989,304.295283986567,276.27208189246,105.884511329035,244.759599535989,239.440283986567,211.218748559127,105.317455382376,310.959599535989,267.611610037447,255.697978112809,76.6299553823759,244.759599535989,212.149110037447,196.394131958963
"O","1.00","1.00","1.00","1.00","1708",17,"",2017,18.225,24.68,52.2,49.44,18.225,24.68,37.725,40.1076923076923,"1.22","1.23","1.34","1.26",36.8,49.84,54.285,55.7733333333333,36.8,49.84,53.9611111111111,55.6714285714286,"1.47","1.42","1.57","1.43",32.2625,55.52,74.96,67.9433333333333,32.2625,55.52,66.2333333333333,61.304,"1.52","1.42","1.57","1.43",18.3625,30.07,53.725,42.29,18.3625,30.07,32.7571428571429,27.2,18.225,44.8328542977626,47.5778253927701,27.9685910548912,24.68,61.1622192594476,79.0901478641751,42.835748311883,52.2,72.8683823099159,118.045496912711,84.605046980195,49.44,70.247010642921,97.0469309678406,60.4049655688071,18.225,44.8328542977626,47.5778253927701,27.9685910548912,24.68,61.1622192594476,79.0901478641751,42.835748311883,37.725,72.4336165480758,104.302918163268,51.5852882338861,40.1076923076923,70.1186606866559,87.5636322825762,38.8511483440897,138.604270745424,207.768115435506,327.718926202822,277.138907179569,120.379270745424,183.088115435506,275.518926202822,227.698907179569,138.604270745424,207.768115435506,266.04682294523,236.641133621014,120.379270745424,183.088115435506,228.32182294523,196.533441313322
"O","1.00","1.00","1.00","1.00","1708",20,"",2017,54.225,111.14,89.4,83.56,47.06,111.14,87.3,81.3692307692308,"1.22","1.23","1.34","1.26",42.3125,113,81.95,90.0366666666667,40,113,88.2647058823529,94.9111111111111,"1.47","1.42","1.57","1.43",28.6125,33.02,61.53,55.54,28.6125,33.02,47.7,46.044,"1.52","1.42","1.57","1.43",31.75,34.43,45.24,43.47,31.75,34.43,35.79375,37.3846153846154,54.225,51.5486453117957,42.1951345695664,48.3595788151284,111.14,138.670360680529,47.0381246843491,49.0467181369515,89.4,110.003940873125,96.8962036424643,71.2430400257612,83.56,113.401984489358,79.3306168761302,62.0904197984404,47.06,48.7313633671333,42.1951345695664,48.3595788151284,111.14,138.670360680529,47.0381246843491,49.0467181369515,87.3,118.480359817769,75.1169984356501,56.3672759487641,81.3692307692308,119.541390730702,65.7669953807083,53.398354341707,196.328358696491,345.89520350183,367.543184541351,338.383021163929,142.10335869649,234.75520350183,278.143184541351,254.823021163929,186.346076751828,345.89520350183,337.264634202183,320.075971222348,139.286076751828,234.75520350183,249.964634202183,238.706740453117
"O","1.00","1.00","1.00","1.00","1708",42,"",2017,22.5625,33.94,44.68,44.5333333333333,22.5625,33.94,36.01875,39.1807692307692,"1.22","1.23","1.34","1.26",23.575,36.67,36.95,53.7666666666667,23.575,36.67,35.9210526315789,53.6724137931034,"1.47","1.42","1.57","1.43",20.725,55.41,50.04,52.1466666666667,16.2666666666667,55.41,40.73125,46.7423076923077,"1.52","1.42","1.57","1.43",12.3375,18.4,26.75,25.9533333333333,6.325,18.4,14.5266666666667,18.46,22.5625,28.7210472845042,30.5633609070953,18.7916946025716,33.94,45.0003727978319,78.9334490841848,26.2114322892799,44.68,49.5990923155824,78.8019832645687,42.1253607579379,44.5333333333333,67.7195960835713,74.4837456733994,37.0704707116522,22.5625,28.7210472845042,23.9886129837756,9.63383735450983,33.94,45.0003727978319,78.9334490841848,26.2114322892799,36.01875,48.2179054275123,64.1427514157667,22.876301829669,39.1807692307692,67.6008837489014,66.7644239006959,26.3673602364667,100.638602794171,184.085254171297,215.206436338089,223.807145801956,78.076102794171,150.145254171297,170.526436338089,179.273812468623,84.9059976227896,184.085254171297,171.255708672948,199.913437116833,62.3434976227896,150.145254171297,135.236958672948,160.732667886064
"O","1.00","1.00","1.00","1.00","1708",44,"",2017,33.3125,39.77,52.095,57.1733333333333,33.3125,39.77,41.38125,51.3615384615385,"1.22","1.23","1.34","1.26",48.9875,69.16,64.025,59.4566666666667,48.9875,69.16,63.9842105263158,59.2724137931034,"1.47","1.42","1.57","1.43",31.2625,42.82,46.41,44.08,23.025,42.82,38.04375,38.5730769230769,"1.52","1.42","1.57","1.43",25.0375,30.44,48.74,43.9333333333333,25.0375,30.44,37.3375,36.1769230769231,33.3125,59.6806915736861,46.1031155781938,38.1355261286229,39.77,84.8711694218177,60.9985614471178,43.3628260263957,52.095,85.942676197704,73.0855324402205,76.754769470725,57.1733333333333,74.8862018191359,62.9617139340983,62.7522224479291,33.3125,59.6806915736861,33.9551934806209,38.1355261286229,39.77,84.8711694218177,60.9985614471178,43.3628260263957,41.38125,85.887923264801,59.9105305919552,58.7983423289535,51.3615384615385,74.6541336819702,55.0958946186192,51.6733457755242,177.231833280503,229.002556895331,287.87797810865,257.773471534497,143.919333280503,189.232556895331,235.78297810865,200.600138201163,165.08391118293,229.002556895331,245.97804618571,232.784912537652,131.77141118293,189.232556895331,204.59679618571,181.423374076114
"O","1.00","1.00","1.00","1.00","1708",48,"",2017,37.1125,76,70.64,81.7733333333333,26.9333333333333,76,61.0133333333333,78.224,"1.22","1.23","1.34","1.26",35.7,62.93,59.77,60.7833333333333,35.7,62.93,59.15,60.4571428571429,"1.47","1.42","1.57","1.43",30.0375,62.99,62.065,55.7433333333333,30.0375,62.99,53.0875,49.2461538461538,"1.52","1.42","1.57","1.43",31.3125,39.73,45.385,44.7666666666667,31.3375,39.73,38.9,40.752,37.1125,43.4927418051665,44.2965960553377,47.6932066661011,76,77.2258920143868,89.7314195598773,56.596750263755,70.64,80.2310621840964,97.7387108576231,71.4713831027668,81.7733333333333,76.5571503151843,79.6210482546828,63.9425149829809,26.9333333333333,43.4927418051665,44.2965960553377,47.7312850746169,76,77.2258920143868,89.7314195598773,56.596750263755,61.0133333333333,79.3988176039702,83.6011248312908,61.2589358311695,78.224,76.1463105019061,70.3407951637053,58.2081616661155,172.595044526605,299.554061838019,320.081156144486,301.894046886181,135.482544526605,223.554061838019,249.441156144486,220.120713552848,162.453956268454,299.554061838019,285.272211599764,282.919267331727,135.520622935121,223.554061838019,224.258878266431,204.695267331727
"O","1.00","1.00","1.00","1.00","1708",69,"",2017,50.4375,57.86,78.175,89.2466666666667,50.4375,57.86,69.2733333333333,86.12,"1.22","1.23","1.34","1.26",53.5125,60.5,71.475,75.0166666666667,53.5125,60.5,72.3833333333333,75.8535714285714,"1.47","1.42","1.57","1.43",33.7,72.74,65.325,57.6433333333333,27.25,72.74,56.825,51.2307692307692,"1.52","1.42","1.57","1.43",43.5,91.14,74.5,73.1566666666667,25.225,91.14,69.9466666666667,70.156,50.4375,65.193427054593,49.6977207512237,66.2564308175775,57.86,74.2438656740887,103.620629604469,129.832061893749,78.175,95.9430344588972,102.872493140647,117.321098185659,89.2466666666667,94.4841605617342,82.3349152346008,104.493401067125,50.4375,65.193427054593,40.1858424472061,38.4211141924918,57.86,74.2438656740887,103.620629604469,129.832061893749,69.2733333333333,97.1623175131143,89.4868644885915,110.150600641068,86.12,95.5382495717145,73.1755226164132,100.20739570691,231.585078623394,365.556557172306,394.311625785203,370.559143530126,181.147578623394,307.696557172306,316.136625785203,281.312476863459,194.237883694291,365.556557172306,366.073115976107,355.041167895038,143.800383694291,307.696557172306,296.799782642774,268.921167895038
"O","1.00","1.00","1.00","1.00","1708",73,"",2017,31.9875,56.05,66.315,63.4033333333333,31.9875,56.05,57.175,57.3307692307692,"1.22","1.23","1.34","1.26",27.0625,31.26,39.575,41.7933333333333,27.0625,31.26,38.5894736842105,41.2241379310345,"1.47","1.42","1.57","1.43",23.3,44.21,47.155,60.17,23.0857142857143,44.21,36.76875,55.7807692307692,"1.52","1.42","1.57","1.43",12.975,43.03,47.795,36.71,12.975,43.03,36.6125,28.1230769230769,31.9875,32.9698130280761,34.3607386796294,19.7626940197257,56.05,38.3613758838349,62.9786642124492,61.2977136634628,66.315,53.1227084814391,74.2587434220771,75.2666025205848,63.4033333333333,52.6390759885814,85.9438822008778,52.4347667541004,31.9875,32.9698130280761,34.0447294336488,19.7626940197257,56.05,38.3613758838349,62.9786642124492,61.2977136634628,57.175,51.799806973556,57.9026862941469,57.6566269439253,57.3307692307692,51.9221693040872,79.6745198577959,40.1696262290701,119.080745727431,218.687753759747,268.963054424101,254.421058276893,87.0932457274313,162.637753759747,202.648054424101,191.01772494356,118.764736481451,218.687753759747,224.534120211628,229.097084621722,86.7772364814506,162.637753759747,167.359120211628,171.766315390953
"O","1.00","1.00","1.00","1.00","1708",82,"",2017,49.7875,64.11,74.86,80.3933333333333,49.7875,64.11,65.98125,75.7807692307692,"1.22","1.23","1.34","1.26",39.45,82.51,64.585,59.5266666666667,39.45,82.51,65.5055555555556,59.7571428571429,"1.47","1.42","1.57","1.43",32.7375,56.11,53.075,56.2433333333333,20.575,56.11,45.06,52.068,"1.52","1.42","1.57","1.43",21.1875,26.76,43.4,39.0166666666667,20.5,26.76,26.02,27.712,49.7875,48.0613071208352,48.2783125546939,32.2714512171822,64.11,101.253906723456,79.9306231386683,38.1205395685397,74.86,86.6943809797534,83.5814400832731,68.3454451175516,80.3933333333333,74.9743674432992,80.3352237757138,55.7294964911237,49.7875,48.0613071208352,30.3421544349088,31.2242949829963,64.11,101.253906723456,79.9306231386683,38.1205395685397,65.98125,87.9300702891343,70.9595796543059,40.9757714737026,75.7807692307692,75.2646542602725,74.3713820580905,39.5824640776255,178.398570892711,283.415069430664,313.481266180578,291.43242104347,128.611070892711,219.305069430664,238.621266180578,211.039087710137,159.41525653874,283.415069430664,265.846671417143,264.999269626758,109.62775653874,219.305069430664,199.865421417143,189.218500395988
"O","1.00","1.00","1.00","1.00","1708",86,"",2017,28.9875,43.49,56.53,60.0866666666667,28.9875,43.49,46.3875,54.3923076923077,"1.22","1.23","1.34","1.26",41.6,63.79,62.895,62.78,41.6,63.79,63.5210526315789,63.1862068965517,"1.47","1.42","1.57","1.43",32.8375,47.81,54.06,68.6433333333333,32.8375,47.81,48.23125,67.3,"1.52","1.42","1.57","1.43",19.325,28.06,38.625,40.4766666666667,19.325,28.06,29.25,34.9923076923077,28.9875,50.6806179018186,48.4257835361515,29.4346097827514,43.49,78.281259361159,68.1069879212214,39.9724342411519,56.53,84.4258433339257,85.1325982270701,60.8258713747795,60.0866666666667,79.0719697853678,98.0467766972841,57.8148890125344,28.9875,50.6806179018186,48.4257835361515,29.4346097827514,43.49,78.281259361159,68.1069879212214,39.9724342411519,46.3875,85.2662125428052,75.9536002264035,46.0623103614835,54.3923076923077,79.583590993567,96.1280251307807,49.981299156466,157.528511220722,229.850681523532,286.914312935775,295.020302161853,128.541011220722,186.360681523532,230.384312935775,234.933635495186,157.528511220722,229.850681523532,253.669623130692,280.085222973121,128.541011220722,186.360681523532,207.282123130692,225.692915280814
