Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
367,10450,4,5/19/2017,10:36,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 367.szv,12.1,14.5,3.211,3.97,0.266,0.274,0.316,0.176,0.799,0.792,9.43,11.25,0.287,0.144,10.65,0.251,0.2335
368,10451,4,5/19/2017,10:37,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 368.szv,1.5,6.3,0.259,1.631,0.176,0.26,0.966,0.733,0.096,0.716,0.13,4.39,0.907,0.713,1.82,0.2085,0.2398
369,10452,4,5/19/2017,10:38,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 369.szv,7,10.3,1.894,2.849,0.271,0.277,0.512,0.275,0.746,0.739,5.21,7.6,,,6.48,0.1638,0.2378
370,10453,4,5/19/2017,10:38,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 370.szv,3.8,5.9,0.8,1.434,0.213,0.245,0.434,0.388,0.163,0.21,0.61,1.23,,,0.83,0.1707,0.2072
371,10454,4,5/19/2017,10:39,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 371.szv,8.9,13.7,1.587,2.962,0.178,0.216,0.688,0.349,0.758,0.769,6.74,10.54,,,7.89,0.1925,0.2192
372,10455,4,5/19/2017,10:39,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 372.szv,3.9,8.5,0.913,2.231,0.234,0.263,0.946,0.481,0.284,0.727,1.11,6.18,,,3.63,0.1997,0.2435
373,10457,4,5/19/2017,10:40,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 373.szv,48.5,50.4,12.086,12.472,0.249,0.248,0.04,0.02,0.647,0.643,30.45,31.51,0.064,0.04,31.01,0.2388,0.25
374,10458,4,5/19/2017,10:41,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 374.szv,1.2,4.9,0.144,1.112,0.124,0.229,0.836,0.784,0.051,0.438,0.05,2.02,0.737,0.775,0.48,0.2013,0.222
375,10459,4,5/19/2017,10:41,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 375.szv,0.7,5.1,0.184,1.507,0.271,0.297,0.782,0.786,0.03,0.603,0.01,2.89,0.747,0.778,0.65,0.1768,0.2543
376,10460,4,5/19/2017,10:41,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 376.szv,0.6,3.2,0.018,0.592,0.03,0.185,0.667,0.766,0.067,0.227,0.04,0.73,,,0.16,0.1348,0.1753
377,10461,4,5/19/2017,10:42,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 377.szv,4.5,9.1,1.238,2.32,0.275,0.255,0.969,0.492,0.542,0.84,2.29,7.42,0.972,0.476,5.12,0.2073,0.236
378,10462,4,5/19/2017,10:42,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 378.szv,4.7,7.7,1.293,2.073,0.275,0.269,0.802,0.416,0.546,0.693,2.51,5.26,0.79,0.377,4.09,0.2587,0.2618
379,10463,4,5/19/2017,10:42,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 379.szv,4.8,4.8,1.229,1.229,0.256,0.256,0.927,0.927,0.535,0.535,2.41,2.41,0.921,0.921,0.03,0.2072,0.2335
