Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
545,10434,10,5/20/2017,10:00,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 545.szv,2.9,6.2,0.698,1.914,0.241,0.309,0.928,0.543,0.262,0.619,0.43,3.07,0.988,0.537,1.74,0.2453,0.2968
546,10435,10,5/20/2017,10:01,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 546.szv,0.8,2.2,0.117,0.585,0.146,0.266,0.972,0.896,0.017,0.145,0,0.24,,0.735,0,0.2383,0.2588
547,10436,10,5/20/2017,10:01,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 547.szv,3.4,3.4,1.191,1.191,0.35,0.35,0.943,0.943,0.563,0.563,1.81,1.81,0.944,0.944,0.1,0.2918,0.3102
548,10437,10,5/20/2017,10:01,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 548.szv,0.2,3.6,0.026,1.202,0.13,0.334,1,0.935,0,0.522,0,1.64,,0.937,0.01,0.1937,0.3103
549,10438,10,5/20/2017,10:02,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 549.szv,0.4,1.9,0.056,0.5,0.139,0.263,0.979,0.977,0.014,0.202,0,0.35,0.999,0.883,0.01,0.252,0.271
550,10439,10,5/20/2017,10:02,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 550.szv,5.9,9,2.306,3.452,0.391,0.384,0.188,0.321,0.701,0.679,3.99,5.98,0.193,0.317,4.4,0.333,0.3518
551,10440,10,5/20/2017,10:03,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 551.szv,0.8,2.2,0.139,0.55,0.179,0.253,0.931,0.87,0.012,0.208,0,0.36,0.448,0.852,0.06,0.2463,0.2835
552,10441,10,5/20/2017,10:03,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 552.szv,0.6,4.2,0.096,1.351,0.168,0.324,0.944,0.834,0.03,0.615,0.01,2.38,0.824,0.829,0.59,0.2815,0.3048
553,10442,10,5/20/2017,10:03,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 553.szv,0.1,2.5,0,0.735,0,0.295,,0.992,0,0.321,0,0.69,,0.99,0.01,0.2062,0.27
554,10443,10,5/20/2017,10:03,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 554.szv,2.5,2.5,0.714,0.714,0.288,0.288,0.957,0.957,0.331,0.331,0.82,0.82,,,-0.12,0.277,0.2877
555,10444,10,5/20/2017,10:04,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 555.szv,0.8,2.8,0.147,0.712,0.184,0.254,0.907,0.844,0.039,0.282,0.02,0.68,0.769,0.855,0.12,0.1855,0.2672
556,10445,10,5/20/2017,10:04,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 556.szv,0.1,3.5,0,1.129,0,0.323,,0.906,0,0.503,0,1.56,,0.899,0.14,0.1595,0.2905
557,10446,10,5/20/2017,10:05,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 557.szv,2.9,2.9,0.814,0.814,0.281,0.281,0.985,0.985,0.397,0.397,1.12,1.12,0.979,0.979,0,0.2093,0.2487
558,10447,10,5/20/2017,10:05,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 558.szv,0.2,4.3,0,1.275,0,0.299,,0.906,0,0.571,0,2.25,,0.882,0.25,0.1883,0.2737
559,10448,10,5/20/2017,10:05,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 559.szv,4.3,8.6,1.228,2.34,0.288,0.273,0.794,0.481,0.514,0.718,2.02,5.91,0.799,0.469,3.78,0.227,0.2533
560,10449,10,5/20/2017,10:06,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 560.szv,1.6,3,0.245,0.649,0.153,0.216,0.929,0.861,0.039,0.142,0.06,0.43,,,0.07,0.239,0.2618
