Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
271,9887,3,8/28/2015,10:04,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 271.szv,0.2,1.6,0.027,0.349,0.135,0.218,1,0.962,0.021,0.184,0,0.27,,0.969,0.02,0.2043,0.2328
272,9888,3,8/28/2015,10:06,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 272.szv,1,4.2,0.234,1.255,0.234,0.299,0.986,0.679,0.072,0.502,0.06,2.02,0.948,0.67,0.88,0.2228,0.2488
273,9889,3,8/28/2015,10:07,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 273.szv,9.3,14.1,2.293,3.282,0.247,0.233,0.501,0.335,0.709,0.776,6.44,10.77,0.511,0.326,8.34,0.2097,0.2188
274,9890,3,8/28/2015,10:07,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 274.szv,0.4,4.2,0.071,1.33,0.177,0.317,0.988,0.78,0.015,0.552,0,2.22,0.999,0.777,0.63,0.2303,0.2603
275,9891,3,8/28/2015,10:09,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 275.szv,0.9,1.9,2.564,2.789,2.985,1.5,0.067,0.139,0.259,0.326,0.22,0.61,,,0.5,0.6978,0.4452
276,9892,3,8/28/2015,10:09,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 276.szv,0.3,4.1,0.086,1.244,0.319,0.306,0.999,0.92,0.021,0.593,0,2.29,,0.909,0.37,0.246,0.284
277,9893,3,8/28/2015,10:10,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 277.szv,3.8,3.8,1.26,1.26,0.331,0.331,0.908,0.908,0.561,0.561,2.13,2.13,,,0.19,0.2747,0.2773
278,9894,3,8/28/2015,10:10,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 278.szv,0.9,2.9,0.132,0.573,0.147,0.198,0.94,0.874,0.044,0.232,0.03,0.64,0.863,0.877,0.05,0.2303,0.2368
279,9895,3,8/28/2015,10:11,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 279.szv,0.6,4.2,0.08,1.087,0.133,0.259,0.772,0.92,0.025,0.393,0.01,1.64,0.882,0.852,-0.01,0.23,0.2527
280,9896,3,8/28/2015,10:11,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 280.szv,1.2,3,0.258,0.698,0.215,0.233,0.974,0.685,0.098,0.248,0.11,0.71,0.952,0.648,0.27,0.2235,0.2457
