Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D4: TTR to End of test; Duration (s),Base; Duration (s),AQ D4: TTR to End of test; Distance (m),Base; Distance (m),AQ D4: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D4: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D4: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D4: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D4: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D4: TTR to End of test; Avg speed: AQ D4 (m/s),Base; Avg speed: AQ D4 (m/s)
181,10392.0,19,3/30/2017,9:38,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 181.szv,0.2,3.1,0.065,0.771,0.385,0.251,0.82,0.968,0.022,0.402,0.0,1.22,0.941,0.966,0.12,0.2533,0.2472
182,10392.0,20,3/30/2017,9:38,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 182.szv,7.2,11.6,2.17,3.105,0.301,0.268,0.538,0.346,0.723,0.887,5.2,10.28,,,7.97,0.2533,0.2472
183,10393.0,19,3/30/2017,9:39,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 183.szv,27.9,30.4,8.406,8.95,0.301,0.294,0.059,0.095,0.558,0.555,15.58,16.88,,,15.99,0.2887,0.2863
184,10393.0,20,3/30/2017,9:39,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 184.szv,35.9,38.6,9.162,9.846,0.255,0.255,0.13,0.096,0.575,0.595,20.66,22.97,,,21.71,0.2887,0.2863
185,10394.0,19,3/30/2017,9:40,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 185.szv,14.9,16.7,4.152,4.58,0.279,0.274,0.1,0.131,0.646,0.611,9.62,10.2,,,9.85,0.2345,0.2345
186,10394.0,20,3/30/2017,9:41,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 186.szv,3.4,5.2,0.79,1.083,0.232,0.208,0.648,0.55,0.128,0.224,0.43,1.17,,,0.73,0.2345,0.2345
187,10395.0,19,3/30/2017,9:42,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 187.szv,56.5,60.0,15.808,16.881,0.28,0.281,0.036,0.078,0.676,0.665,38.18,39.91,,,38.43,0.2462,0.257
188,10395.0,20,3/30/2017,9:44,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 188.szv,31.6,33.5,8.014,8.484,0.254,0.253,0.104,0.062,0.6,0.602,18.9,20.1,0.099,0.059,19.58,0.2462,0.257
189,10396.0,19,3/30/2017,9:45,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 189.szv,0.8,3.6,0.252,0.975,0.315,0.271,0.971,0.795,0.1,0.491,0.08,1.77,,,0.63,0.277,0.2818
190,10396.0,20,3/30/2017,9:46,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 190.szv,43.1,44.7,13.167,13.558,0.306,0.303,0.027,0.044,0.668,0.657,28.8,29.37,,,28.99,0.277,0.2818
191,10397.0,19,3/30/2017,9:47,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 191.szv,8.7,13.3,2.598,3.876,0.299,0.291,0.241,0.295,0.828,0.837,7.2,11.13,,,8.67,0.256,0.2575
192,10397.0,20,3/30/2017,9:47,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 192.szv,16.6,21.0,4.851,6.005,0.292,0.286,0.222,0.2,0.606,0.727,10.07,15.27,,,12.97,0.256,0.2575
193,10398.0,19,3/30/2017,9:48,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 193.szv,2.4,3.7,0.572,0.844,0.24,0.229,0.677,0.599,0.113,0.19,0.27,0.7,0.531,0.455,0.37,0.2008,0.2828
194,10398.0,20,3/30/2017,9:48,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 194.szv,0.8,3.8,0.131,1.104,0.164,0.29,0.861,0.875,0.065,0.411,0.05,1.52,0.82,0.783,0.23,0.2008,0.2828
195,10399.0,19,3/30/2017,9:48,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 195.szv,17.5,21.3,4.989,6.223,0.285,0.292,0.093,0.196,0.466,0.541,8.15,11.51,0.058,0.18,9.34,0.3282,0.29
196,10399.0,20,3/30/2017,9:49,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 196.szv,8.1,10.9,2.404,3.199,0.297,0.293,0.273,0.263,0.358,0.462,2.9,5.04,,,3.83,0.3282,0.29
197,10400.0,19,3/30/2017,9:49,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 197.szv,7.7,9.0,2.429,2.766,0.317,0.309,0.096,0.181,0.397,0.379,2.99,3.35,0.048,0.133,3.11,0.253,0.2725
198,10400.0,20,3/30/2017,9:50,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 198.szv,16.8,18.2,4.747,5.069,0.283,0.279,0.085,0.093,0.472,0.462,7.92,8.4,,,8.09,0.253,0.2725
199,10401.0,19,3/30/2017,9:50,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 199.szv,9.5,14.3,2.527,3.396,0.266,0.238,0.391,0.367,0.82,0.921,7.78,13.16,0.369,0.349,10.13,0.2365,0.2462
200,10401.0,20,3/30/2017,9:51,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 200.szv,25.1,29.2,5.336,6.121,0.213,0.21,0.141,0.155,1.021,1.007,25.63,29.39,,,26.95,0.2365,0.2462
201,10392.0,21,3/30/2017,10:23,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 201.szv,52.6,56.5,14.233,15.237,0.271,0.27,0.085,0.067,0.712,0.738,37.45,41.67,,,39.81,0.2533,0.2472
202,10392.0,22,3/30/2017,10:24,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 202.szv,17.9,22.7,4.146,5.349,0.232,0.236,0.187,0.222,0.528,0.647,9.46,14.68,,,11.62,0.2533,0.2472
203,10393.0,21,3/30/2017,10:24,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 203.szv,28.8,30.3,8.77,9.201,0.305,0.304,0.014,0.051,0.536,0.524,15.43,15.86,0.009,0.045,15.55,0.2887,0.2863
204,10393.0,22,3/30/2017,10:25,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 204.szv,2.0,5.9,0.617,1.551,0.313,0.264,0.938,0.772,0.267,0.752,0.53,4.41,0.897,0.735,1.93,0.2887,0.2863
205,10394.0,21,3/30/2017,10:26,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 205.szv,0.4,5.3,0.103,1.412,0.288,0.269,0.997,0.814,0.083,0.702,0.03,3.69,,,1.08,0.2345,0.2345
206,10394.0,22,3/30/2017,10:26,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 206.szv,0.5,3.9,0.1,0.947,0.2,0.243,0.972,0.808,0.082,0.502,0.04,1.96,,,0.63,0.2345,0.2345
207,10395.0,21,3/30/2017,10:26,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 207.szv,1.0,3.8,0.207,1.01,0.207,0.266,0.995,0.729,0.088,0.432,0.09,1.64,,,0.63,0.2462,0.257
208,10395.0,22,3/30/2017,10:27,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 208.szv,15.4,20.1,4.267,5.527,0.277,0.275,0.193,0.217,0.569,0.67,8.75,13.46,,,10.74,0.2462,0.257
209,10396.0,21,3/30/2017,10:27,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 209.szv,37.9,41.9,10.667,11.811,0.282,0.282,0.094,0.107,0.633,0.683,23.98,28.59,0.082,0.097,26.22,0.277,0.2818
210,10396.0,22,3/30/2017,10:28,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 210.szv,4.4,6.9,1.05,1.773,0.241,0.259,0.323,0.454,0.162,0.284,0.7,1.95,0.163,0.406,0.91,0.277,0.2818
211,10397.0,21,3/30/2017,10:29,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 211.szv,7.3,9.1,1.61,1.998,0.222,0.221,0.17,0.28,0.19,0.226,1.36,2.02,0.144,0.24,1.49,0.256,0.2575
212,10397.0,22,3/30/2017,10:29,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 212.szv,8.8,10.2,2.205,2.436,0.251,0.239,0.122,0.18,0.471,0.446,4.09,4.5,0.08,0.154,4.19,0.256,0.2575
213,10398.0,21,3/30/2017,10:29,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 213.szv,0.1,2.7,0.0,0.828,0.0,0.307,,0.859,0.023,0.409,0.0,1.11,,,0.21,0.2008,0.2828
214,10398.0,22,3/30/2017,10:30,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 214.szv,1.2,4.8,0.272,1.465,0.231,0.306,0.894,0.757,0.117,0.487,0.12,2.27,0.938,0.701,0.55,0.2008,0.2828
215,10399.0,21,3/30/2017,10:30,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 215.szv,0.7,4.4,0.162,1.355,0.231,0.308,0.988,0.853,0.073,0.597,0.05,2.63,,,0.73,0.3282,0.29
216,10399.0,22,3/30/2017,10:30,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 216.szv,0.9,4.4,0.227,1.282,0.258,0.293,0.905,0.771,0.134,0.572,0.12,2.51,,,0.72,0.3282,0.29
217,10400.0,21,3/30/2017,10:31,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 217.szv,1.1,4.9,0.266,1.527,0.242,0.312,0.886,0.79,0.073,0.495,0.08,2.39,0.577,0.691,0.59,0.253,0.2725
218,10400.0,22,3/30/2017,10:31,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 218.szv,49.6,51.0,12.389,12.639,0.25,0.248,0.03,0.045,0.566,0.559,28.07,28.49,,,28.17,0.253,0.2725
219,10401.0,21,3/30/2017,10:32,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 219.szv,1.2,4.5,0.14,1.035,0.117,0.23,0.915,0.867,0.025,0.432,0.02,1.81,0.476,0.814,0.41,0.2365,0.2462
220,10401.0,22,3/30/2017,10:32,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 220.szv,5.4,9.0,1.623,2.699,0.302,0.301,0.72,0.363,0.671,0.826,3.6,7.41,0.692,0.33,6.07,0.2365,0.2462
221,10392.0,23,3/30/2017,11:01,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 221.szv,41.8,43.5,10.093,10.558,0.242,0.243,0.039,0.048,0.444,0.44,18.57,19.14,,,18.74,0.2533,0.2472
222,10392.0,24,3/30/2017,11:02,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 222.szv,0.4,2.3,0.036,0.495,0.089,0.215,0.964,0.96,0.037,0.274,0.01,0.63,,,0.1,0.2533,0.2472
223,10393.0,23,3/30/2017,11:02,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 223.szv,11.7,15.1,3.669,4.86,0.314,0.322,0.032,0.231,0.516,0.506,5.94,7.55,0.027,0.201,6.03,0.2887,0.2863
224,10393.0,24,3/30/2017,11:03,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 224.szv,1.9,5.5,0.464,1.533,0.244,0.279,0.955,0.695,0.202,0.643,0.38,3.54,,,1.64,0.2887,0.2863
225,10394.0,23,3/30/2017,11:03,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 225.szv,27.3,30.4,6.242,7.017,0.229,0.231,0.014,0.118,0.533,0.514,14.5,15.59,0.006,0.104,14.41,0.2345,0.2345
226,10394.0,24,3/30/2017,11:04,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 226.szv,40.8,44.9,7.313,8.18,0.179,0.182,0.065,0.135,0.341,0.365,13.89,16.39,0.051,0.119,13.77,0.2345,0.2345
227,10395.0,23,3/30/2017,11:05,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 227.szv,58.4,60.0,13.856,14.373,0.237,0.24,0.035,0.033,0.505,0.499,29.51,29.95,,,29.57,0.2462,0.257
228,10395.0,24,3/30/2017,11:07,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 228.szv,42.6,46.0,9.461,10.429,0.222,0.227,0.114,0.097,0.724,0.74,30.65,33.84,0.101,0.085,32.08,0.2462,0.257
229,10396.0,23,3/30/2017,11:08,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 229.szv,1.4,5.0,0.343,1.53,0.249,0.307,0.774,0.744,0.053,0.515,0.07,2.51,0.537,0.679,0.76,0.277,0.2818
230,10396.0,24,3/30/2017,11:08,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 230.szv,20.8,22.9,5.582,6.156,0.269,0.269,0.165,0.113,0.627,0.631,12.87,14.27,0.151,0.097,13.59,0.277,0.2818
231,10397.0,23,3/30/2017,11:09,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 231.szv,4.1,6.2,0.937,1.503,0.229,0.242,0.344,0.366,0.41,0.41,1.68,2.54,,,1.9,0.256,0.2575
232,10397.0,24,3/30/2017,11:09,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 232.szv,6.6,10.7,1.596,2.831,0.243,0.266,0.172,0.368,0.223,0.369,1.46,3.94,,,1.76,0.256,0.2575
233,10398.0,23,3/30/2017,11:10,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 233.szv,4.8,6.3,1.437,1.832,0.299,0.291,0.19,0.241,0.205,0.235,0.99,1.48,,,1.14,0.2008,0.2828
234,10398.0,24,3/30/2017,11:10,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 234.szv,22.1,24.2,5.976,6.625,0.271,0.274,0.054,0.111,0.597,0.578,13.16,13.96,0.027,0.089,13.3,0.2008,0.2828
235,10399.0,23,3/30/2017,11:11,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 235.szv,0.1,3.7,0.058,1.13,0.651,0.306,0.735,0.915,0.048,0.591,0.0,2.18,,,0.35,0.3282,0.29
236,10399.0,24,3/30/2017,11:11,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 236.szv,11.2,12.4,2.768,3.073,0.247,0.248,0.073,0.119,0.378,0.365,4.23,4.52,,,4.27,0.3282,0.29
237,10400.0,23,3/30/2017,11:11,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 237.szv,3.7,7.4,0.906,1.855,0.245,0.251,0.802,0.532,0.469,0.592,1.73,4.38,,,2.29,0.253,0.2725
238,10400.0,24,3/30/2017,11:12,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 238.szv,0.5,3.6,0.09,0.848,0.181,0.236,0.99,0.964,0.08,0.457,0.04,1.65,,,0.06,0.253,0.2725
239,10401.0,23,3/30/2017,11:12,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 239.szv,30.7,32.3,8.464,8.939,0.276,0.277,0.016,0.058,0.462,0.453,14.14,14.57,0.012,0.044,14.27,0.2365,0.2462
240,10401.0,24,3/30/2017,11:13,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 240.szv,9.6,14.0,2.34,3.081,0.245,0.221,0.409,0.352,0.821,0.881,7.84,12.3,,,9.6,0.2365,0.2462
