Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
337,9825,4,6/26/2015,11:44,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 337.szv,0.2,5.3,0,1.22,0,0.23,,0.946,0,0.525,0,2.22,,0.941,0.08,0.1313,0.2083
338,9826,4,6/26/2015,11:46,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 338.szv,0.4,3,0.026,0.693,0.065,0.231,0.997,0.961,0.015,0.318,0,0.85,,0.963,-0.04,0.1908,0.2533
339,9827,4,6/26/2015,11:46,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 339.szv,0.6,1.7,0.096,0.335,0.16,0.197,0.757,0.939,0.042,0.146,0.02,0.23,0.951,0.917,0.01,0.2397,0.2618
340,9828,4,6/26/2015,11:47,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 340.szv,4.4,5.4,0.856,1.116,0.195,0.207,0.212,0.387,0.122,0.138,0.49,0.7,0.035,0.283,0.47,0.3092,0.3017
341,9829,4,6/26/2015,11:48,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 341.szv,3.4,7,0.971,1.914,0.286,0.273,0.925,0.479,0.417,0.609,1.4,4.25,0.942,0.478,2.65,0.2453,0.2575
342,9830,4,6/26/2015,11:48,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 342.szv,11.5,14.5,3.433,4.381,0.3,0.303,0.025,0.19,0.716,0.657,8.2,9.51,,,8.35,0.2733,0.2775
343,9831,4,6/26/2015,11:49,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 343.szv,24.8,29.3,5.679,6.83,0.229,0.233,0.208,0.174,0.661,0.738,16.4,21.62,,,18.63,0.2602,0.262
344,9832,4,6/26/2015,11:50,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 344.szv,0.4,5.5,0.031,1.403,0.079,0.256,0.904,0.78,0.041,0.642,0.02,3.53,,,0.98,0.1698,0.2232
345,9833,4,6/26/2015,11:51,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 345.szv,12.1,14.5,3.333,3.921,0.275,0.27,0.298,0.186,0.841,0.813,10.18,11.78,,,11.18,0.2258,0.2282
346,9834,4,6/26/2015,11:51,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 346.szv,8.2,13.4,1.797,3.19,0.219,0.238,0.607,0.406,0.437,0.706,3.5,9.32,0.526,0.358,6.55,0.2145,0.2208
347,9835,4,6/26/2015,11:52,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 347.szv,6.9,9.9,2.043,2.856,0.296,0.288,0.573,0.343,0.727,0.8,5.02,7.92,,,6.7,0.269,0.2708
348,9836,4,6/26/2015,11:53,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 348.szv,1.8,5.4,0.242,1.235,0.134,0.229,0.732,0.732,0.063,0.423,0.11,2.28,,,0.49,0.1952,0.2538
