Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
331,10474,9,7/15/2017,11:11,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 331.szv,13.4,16.4,3.171,3.848,0.237,0.235,0.336,0.2,0.684,0.684,8.57,10.61,0.318,0.178,9.65,0.2308,0.2257
332,10475,9,7/15/2017,11:11,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 332.szv,9.3,12.6,2.349,3.156,0.253,0.251,0.348,0.274,0.459,0.518,4.27,6.53,,,5.24,0.2458,0.235
333,10476,9,7/15/2017,11:13,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 333.szv,6.8,10,1.588,2.399,0.234,0.24,0.552,0.344,0.57,0.619,3.68,5.98,0.555,0.334,4.68,0.2508,0.2525
334,10477,9,7/15/2017,11:13,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 334.szv,2,3.7,0.35,0.777,0.176,0.211,0.728,0.744,0.05,0.185,0.08,0.61,0.38,0.6,0.16,0.252,0.2537
335,10478,9,7/15/2017,11:13,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 335.szv,0.6,2.4,0.094,0.494,0.157,0.206,0.972,0.947,0.023,0.208,0.01,0.45,0.999,0.887,0.06,0.2002,0.216
336,10479,9,7/15/2017,11:14,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 336.szv,2.7,7.1,0.707,1.772,0.262,0.25,0.922,0.934,0.181,0.547,0.23,3.1,0.999,0.934,0.75,0.2538,0.2493
337,10480,9,7/15/2017,11:14,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 337.szv,7.3,9.4,1.577,1.955,0.216,0.208,0.356,0.291,0.476,0.463,3.19,4.08,0.341,0.254,3.52,0.2433,0.2218
338,10481,9,7/15/2017,11:15,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 338.szv,9.6,13.9,2.231,3.351,0.233,0.242,0.3,0.322,0.528,0.578,4.7,7.62,0.257,0.303,5.59,0.2378,0.2327
339,10482,9,7/15/2017,11:15,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 339.szv,12.1,16.5,3.172,4.323,0.263,0.262,0.127,0.285,0.631,0.688,7.32,11,0.11,0.273,8.36,0.37,0.2715
340,10483,9,7/15/2017,11:16,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 340.szv,21.7,24.6,5.748,6.597,0.265,0.268,0.105,0.111,0.663,0.647,13.79,15.33,0.093,0.099,14.54,0.2273,0.224
