Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
361,9897,12,8/29/2015,12:12,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 361.szv,5.7,7.4,1.651,2.051,0.29,0.277,0.48,0.29,0.534,0.543,2.88,3.85,0.459,0.241,3.41,0.2875,0.2842
362,9898,12,8/29/2015,12:12,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 362.szv,0.8,4.9,0.087,1.364,0.115,0.281,0.176,0.77,0.038,0.541,0.03,2.63,,,0.41,0.2218,0.2713
363,9899,12,8/29/2015,12:12,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 363.szv,0.2,4.3,0,1.033,0,0.241,,0.959,0.013,0.441,0,1.89,,,-0.21,0.1772,0.2425
364,9900,12,8/29/2015,12:13,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 364.szv,1.1,2.6,0.138,0.535,0.128,0.207,0.834,0.814,0.059,0.188,0.06,0.46,0.856,0.771,0.06,0.264,0.2705
365,9901,12,8/29/2015,12:14,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 365.szv,0.2,3.7,0.035,1.045,0.176,0.282,0.924,0.926,0.021,0.428,0,1.58,,,-0.11,0.235,0.2732
366,9902,12,8/29/2015,12:14,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 366.szv,6.1,8.1,1.597,2.184,0.263,0.271,0.361,0.273,0.513,0.514,2.97,4,0.358,0.248,3.46,0.1948,0.269
367,9903,12,8/29/2015,12:14,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 367.szv,0.9,2.4,0.157,0.511,0.179,0.215,0.827,0.893,0.051,0.192,0.04,0.43,0.804,0.829,0.06,0.2453,0.2562
368,9904,12,8/29/2015,12:15,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 368.szv,4,7.6,0.769,1.768,0.194,0.234,0.95,0.434,0.331,0.514,1.31,3.89,,,2.6,0.188,0.2108
369,9905,12,8/29/2015,12:15,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 369.szv,0.3,3.1,0.046,0.71,0.171,0.231,0.998,0.974,0,0.3,0,0.84,,0.974,-0.06,0.192,0.229
370,9906,12,8/29/2015,12:16,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 370.szv,0.9,3.7,0.134,0.944,0.149,0.255,0.928,0.896,0.058,0.409,0.04,1.41,0.916,0.88,0.17,0.2498,0.2812
