Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D3: TTR to End of test; Duration (s),Base; Duration (s),AQ D3: TTR to End of test; Distance (m),Base; Distance (m),AQ D3: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D3: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D3: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D3: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D3: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D3: TTR to End of test; Avg speed: AQ D3 (m/s),Base; Avg speed: AQ D3 (m/s)
121,10474.0,13,7/12/2017,9:30,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 121.szv,56.5,60.0,12.362,13.103,0.219,0.218,0.097,0.096,0.722,0.713,40.76,42.77,,,41.34,0.2263,0.226
122,10474.0,14,7/12/2017,9:32,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 122.szv,55.3,60.0,12.088,13.501,0.219,0.225,0.075,0.049,0.792,0.768,43.77,46.1,,,43.59,0.2263,0.226
123,10475.0,13,7/12/2017,9:34,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 123.szv,8.7,11.1,1.858,2.347,0.214,0.211,0.363,0.223,0.643,0.631,5.6,7.0,,,6.33,0.208,0.2155
124,10475.0,14,7/12/2017,9:34,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 124.szv,0.4,2.2,0.06,0.432,0.151,0.197,0.758,0.99,0.039,0.203,0.02,0.45,,,0.07,0.208,0.2155
125,10476.0,13,7/12/2017,9:35,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 125.szv,55.4,60.0,13.741,15.209,0.248,0.254,0.118,0.062,0.612,0.619,33.92,37.14,,,34.76,0.209,0.2392
126,10476.0,14,7/12/2017,9:37,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 126.szv,3.5,3.5,0.918,0.918,0.262,0.262,0.981,0.981,0.479,0.479,1.62,1.62,0.974,0.974,0.11,0.209,0.2392
127,10477.0,13,7/12/2017,9:37,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 127.szv,55.8,60.0,12.551,13.513,0.225,0.225,0.037,0.073,0.695,0.715,38.77,42.88,,,41.25,0.199,0.1963
128,10477.0,14,7/12/2017,9:39,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 128.szv,54.5,60.0,9.171,10.3,0.168,0.172,0.174,0.152,0.781,0.793,42.55,47.55,,,44.05,0.199,0.1963
129,10478.0,13,7/12/2017,9:41,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 129.szv,57.3,60.0,14.16,14.97,0.247,0.25,0.115,0.097,0.768,0.768,43.99,46.1,,,45.22,0.2175,0.2347
130,10478.0,14,7/12/2017,9:43,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 130.szv,56.7,60.0,11.476,12.329,0.202,0.206,0.061,0.034,0.59,0.584,33.45,35.03,,,33.57,0.2175,0.2347
131,10479.0,13,7/12/2017,9:45,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 131.szv,56.0,60.0,13.367,14.654,0.239,0.244,0.03,0.073,0.799,0.786,44.74,47.16,,,45.42,0.2108,0.2267
132,10479.0,14,7/12/2017,9:47,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 132.szv,14.1,16.4,3.241,3.83,0.23,0.234,0.303,0.173,0.803,0.794,11.33,13.02,,,12.39,0.2108,0.2267
133,10480.0,13,7/12/2017,9:47,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 133.szv,55.9,60.0,13.228,14.485,0.237,0.241,0.053,0.05,0.657,0.651,36.71,39.04,,,36.97,0.231,0.2343
134,10480.0,14,7/12/2017,9:49,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 134.szv,35.3,39.7,7.428,8.365,0.21,0.211,0.155,0.144,0.751,0.786,26.53,31.19,,,28.56,0.231,0.2343
135,10481.0,13,7/12/2017,9:50,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 135.szv,24.3,26.1,7.106,7.645,0.292,0.293,0.102,0.077,0.61,0.602,14.82,15.71,,,15.27,0.2625,0.2757
136,10481.0,14,7/12/2017,9:51,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 136.szv,0.5,1.7,0.08,0.338,0.159,0.199,0.975,0.976,0.046,0.189,0.02,0.32,,,0.03,0.2625,0.2757
137,10482.0,13,7/12/2017,9:51,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 137.szv,56.5,60.0,14.385,15.503,0.255,0.258,0.079,0.095,0.717,0.725,40.48,43.5,,,42.19,0.2308,0.229
138,10482.0,14,7/12/2017,9:53,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 138.szv,55.4,60.0,11.499,12.545,0.208,0.209,0.076,0.117,0.768,0.755,42.56,45.31,,,42.61,0.2308,0.229
139,10483.0,13,7/12/2017,9:55,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 139.szv,25.4,27.3,7.133,7.693,0.281,0.282,0.122,0.08,0.734,0.727,18.62,19.8,0.116,0.064,19.34,0.2482,0.2652
140,10483.0,14,7/12/2017,9:56,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 140.szv,2.7,7.0,0.508,1.68,0.188,0.24,0.846,0.739,0.123,0.56,0.32,3.85,0.745,0.673,1.19,0.2482,0.2652
