Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D2: TTR to End of test; Duration (s),Base; Duration (s),AQ D2: TTR to End of test; Distance (m),Base; Distance (m),AQ D2: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D2: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D2: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D2: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D2: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D2: TTR to End of test; Avg speed: AQ D2 (m/s),Base; Avg speed: AQ D2 (m/s)
73,9825.0,7,6/23/2015,9:43,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 73.szv,58.0,60.0,13.67,13.966,0.236,0.233,0.034,0.04,0.816,0.808,47.34,48.47,,,47.82,0.267,0.2683
74,9825.0,8,6/23/2015,9:45,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 74.szv,5.6,9.6,1.421,2.374,0.254,0.247,0.768,0.461,0.689,0.781,3.86,7.5,,,5.09,0.267,0.2683
75,9826.0,7,6/23/2015,9:46,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 75.szv,56.1,60.0,15.278,16.197,0.272,0.27,0.032,0.01,0.885,0.89,49.67,53.38,,,51.73,0.2342,0.2325
76,9826.0,8,6/23/2015,9:48,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 76.szv,6.9,9.4,1.437,1.819,0.208,0.194,0.511,0.328,0.413,0.469,2.85,4.41,,,3.49,0.2342,0.2325
77,9827.0,7,6/23/2015,9:48,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 77.szv,56.8,60.0,14.764,15.635,0.26,0.261,0.096,0.075,0.931,0.936,52.89,56.17,,,54.61,0.2832,0.2812
78,9827.0,8,6/23/2015,9:50,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 78.szv,58.7,60.0,16.258,16.46,0.277,0.274,0.095,0.091,0.714,0.707,41.93,42.43,,,42.23,0.2832,0.2812
79,9828.0,7,6/23/2015,9:52,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 79.szv,58.4,60.0,18.366,19.636,0.315,0.327,0.077,0.044,0.837,0.838,48.88,50.29,,,49.98,0.2827,0.2908
80,9828.0,8,6/23/2015,9:54,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 80.szv,56.1,58.2,15.492,16.133,0.276,0.277,0.016,0.049,0.8,0.786,44.89,45.73,,,44.99,0.2827,0.2908
81,9829.0,7,6/23/2015,9:56,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 81.szv,7.2,9.2,2.511,3.038,0.349,0.33,0.382,0.247,0.741,0.734,5.33,6.75,0.335,0.202,6.14,0.2885,0.3022
82,9829.0,8,6/23/2015,9:57,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 82.szv,34.6,37.3,10.796,11.797,0.312,0.316,0.02,0.083,0.534,0.533,18.47,19.89,,,18.77,0.2885,0.3022
83,9830.0,7,6/23/2015,9:58,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 83.szv,56.9,60.0,17.506,18.391,0.308,0.307,0.038,0.063,0.783,0.792,44.53,47.49,,,46.56,0.2457,0.232
84,9830.0,8,6/23/2015,10:00,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 84.szv,2.5,6.1,0.6,1.454,0.242,0.239,0.934,0.698,0.115,0.534,0.29,3.24,0.68,0.591,1.61,0.2457,0.232
85,9831.0,7,6/23/2015,10:00,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 85.szv,55.7,60.0,12.521,14.097,0.225,0.235,0.019,0.095,0.739,0.753,41.15,45.15,,,42.91,0.2303,0.2355
86,9831.0,8,6/23/2015,10:02,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 86.szv,55.4,60.0,11.74,12.928,0.212,0.216,0.133,0.054,0.632,0.645,34.98,38.71,,,35.83,0.2303,0.2355
87,9832.0,7,6/23/2015,10:04,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 87.szv,10.9,12.6,3.572,4.089,0.328,0.325,0.192,0.128,0.713,0.683,7.77,8.61,,,8.22,0.2847,0.2817
