Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
430,10332,7,2/4/2017,9:23,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 430.szv,2.8,6.6,0.499,1.19,0.178,0.18,0.964,0.768,0.159,0.564,0.45,3.72,,,1.28,0.1957,0.2427
431,10333,7,2/4/2017,9:23,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 431.szv,1,4.4,0.045,0.956,0.045,0.217,0.996,0.939,0.035,0.344,0.03,1.51,,,-0.39,0.1942,0.2653
432,10334,7,2/4/2017,9:23,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 432.szv,1.3,6.3,0.166,1.294,0.129,0.206,0.748,0.853,0.032,0.607,0.02,3.45,0.625,0.84,0.91,0.1787,0.2072
433,10335,7,2/4/2017,9:24,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 433.szv,7,9.1,2.095,2.655,0.301,0.293,0.675,0.521,0.447,0.48,3.11,4.35,,,3.84,0.225,0.2412
434,10336,7,2/4/2017,9:24,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 434.szv,2,6.5,0.242,1.448,0.123,0.224,0.88,0.78,0.053,0.564,0.1,3.59,0.646,0.738,1.07,0.2173,0.235
435,10337,7,2/4/2017,9:25,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 435.szv,1,3.9,0.081,0.732,0.081,0.188,0.43,0.824,0.014,0.221,0.01,0.79,0.617,0.91,-0.2,0.1733,0.2125
436,10338,7,2/4/2017,9:25,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 436.szv,5.9,11,2.133,3.229,0.362,0.294,0.803,0.461,0.467,0.663,2.56,7.02,0.769,0.442,4.38,0.2173,0.2117
437,10340,7,2/4/2017,9:26,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 437.szv,1.3,2.5,0.173,0.371,0.133,0.148,0.912,0.936,0.046,0.116,0.04,0.24,0.514,0.791,0.01,0.1492,0.2272
438,10342,7,2/4/2017,9:27,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 438.szv,3.2,6.6,0.725,1.703,0.227,0.258,0.878,0.536,0.269,0.601,0.74,3.69,0.941,0.515,2.32,0.2412,0.254
439,10343,7,2/4/2017,9:27,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 439.szv,1.3,3.2,0.2,0.579,0.154,0.181,0.523,0.827,0.053,0.181,0.06,0.54,0.392,0.788,0.01,0.1898,0.2365
440,10344,7,2/4/2017,9:27,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 440.szv,7.9,10.3,1.547,2.125,0.196,0.207,0.617,0.306,0.439,0.486,3.2,4.71,0.564,0.259,3.98,0.225,0.2295
441,10345,7,2/4/2017,9:28,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 441.szv,7.6,10,1.889,2.559,0.249,0.256,0.411,0.285,0.451,0.506,3.03,4.62,0.359,0.25,3.88,0.2097,0.2595
442,10347,7,2/4/2017,9:28,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 442.szv,6.2,10.1,1.393,2.482,0.225,0.246,0.734,0.418,0.503,0.611,3.11,6.15,0.709,0.358,4.51,0.206,0.2265
