Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
1,10392.0,1,3/27/2017,10:21,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 1.szv,56.6,60.0,9.29,9.955,0.164,0.166,0.161,0.12,0.725,0.74,41.05,44.39,,,42.22,0.2423,0.2448
2,10392.0,2,3/27/2017,10:23,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 2.szv,20.5,24.9,9.121,10.199,0.445,0.41,0.138,0.117,0.546,0.656,11.12,16.24,0.129,0.106,14.72,0.2423,0.2448
3,10393.0,1,3/27/2017,10:25,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 3.szv,53.8,60.0,9.685,10.001,0.18,0.167,0.012,0.025,0.738,0.783,39.68,46.98,,,42.3,0.1863,0.1905
4,10393.0,2,3/27/2017,10:27,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 4.szv,56.0,60.0,8.755,11.077,0.156,0.185,0.161,0.064,0.699,0.695,39.15,41.71,,,36.24,0.1863,0.1905
5,10394.0,1,3/27/2017,10:30,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 5.szv,13.6,17.3,1.811,2.084,0.133,0.12,0.506,0.475,0.325,0.426,4.42,7.37,,,4.56,0.2208,0.2242
6,10394.0,2,3/27/2017,10:30,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 6.szv,55.6,60.0,12.742,13.109,0.229,0.219,0.118,0.103,0.589,0.627,32.72,37.64,,,35.52,0.2208,0.2242
7,10395.0,1,3/27/2017,10:33,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 7.szv,5.3,7.2,2.816,2.914,0.531,0.405,0.205,0.19,0.349,0.382,1.82,2.71,0.331,0.163,2.39,0.2745,0.2518
8,10395.0,2,3/27/2017,10:34,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 8.szv,57.6,60.0,9.518,10.17,0.165,0.17,0.007,0.057,0.771,0.773,44.42,46.37,,,44.89,0.2745,0.2518
9,10396.0,1,3/27/2017,10:37,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 9.szv,58.1,60.0,10.816,10.816,0.186,0.18,0.099,0.099,0.527,0.524,30.63,31.46,,,30.84,0.2645,0.2223
10,10396.0,2,3/27/2017,10:39,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 10.szv,0.2,3.8,0.019,0.839,0.095,0.221,1.0,0.941,0.04,0.476,0.01,1.81,,,0.34,0.2645,0.2223
11,10397.0,1,3/27/2017,10:40,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 11.szv,16.2,21.6,2.944,3.277,0.182,0.152,0.415,0.363,0.963,0.998,15.58,21.52,,,17.51,0.2082,0.204
12,10397.0,2,3/27/2017,10:40,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 12.szv,55.3,60.0,7.765,8.367,0.14,0.139,0.154,0.159,0.777,0.794,42.97,47.66,,,44.22,0.2082,0.204
13,10398.0,1,3/27/2017,10:44,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 13.szv,54.8,60.0,8.285,8.857,0.151,0.148,0.073,0.017,0.931,0.952,51.01,57.08,,,51.83,0.2208,0.2243
14,10398.0,2,3/27/2017,10:46,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 14.szv,19.5,23.2,3.613,4.451,0.185,0.192,0.254,0.19,0.389,0.457,7.58,10.6,,,8.7,0.2208,0.2243
15,10399.0,1,3/27/2017,10:47,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 15.szv,57.6,60.0,11.369,11.852,0.197,0.198,0.016,0.024,0.569,0.563,32.77,33.77,,,33.16,0.187,0.2022
16,10399.0,2,3/27/2017,10:49,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 16.szv,56.2,60.0,12.397,12.928,0.221,0.216,0.07,0.094,0.686,0.687,38.56,41.2,,,39.75,0.187,0.2022
17,10400.0,1,3/27/2017,10:52,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 17.szv,55.3,60.0,7.729,8.247,0.14,0.137,0.119,0.074,0.808,0.807,44.69,48.43,,,45.77,0.1785,0.1807
18,10400.0,2,3/27/2017,10:54,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 18.szv,54.1,60.0,9.197,9.92,0.17,0.165,0.05,0.014,0.773,0.798,41.8,47.89,,,44.42,0.1785,0.1807
19,10401.0,1,3/27/2017,10:57,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 19.szv,39.8,46.2,7.129,7.612,0.179,0.165,0.163,0.161,0.783,0.833,31.11,38.47,,,33.95,0.187,0.1877
20,10401.0,2,3/27/2017,10:58,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 20.szv,55.6,60.0,7.27,8.101,0.131,0.135,0.17,0.189,0.842,0.856,46.83,51.34,,,48.84,0.187,0.1877
21,10392.0,3,3/27/2017,12:23,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 21.szv,55.3,60.0,11.566,12.971,0.209,0.216,0.008,0.071,0.654,0.684,36.14,41.01,,,37.93,0.2423,0.2448
22,10392.0,4,3/27/2017,12:26,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 22.szv,55.4,60.0,11.315,14.521,0.204,0.242,0.111,0.107,0.681,0.702,37.71,41.59,,0.845,38.6,0.2423,0.2448
23,10393.0,3,3/27/2017,12:28,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 23.szv,57.2,60.0,8.239,8.62,0.144,0.144,0.199,0.191,0.987,0.966,56.43,57.96,,,56.7,0.1863,0.1905
24,10393.0,4,3/27/2017,12:30,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 24.szv,54.0,60.0,11.305,13.247,0.209,0.221,0.086,0.011,0.693,0.703,37.39,42.15,,,39.21,0.1863,0.1905
25,10394.0,3,3/27/2017,12:32,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 25.szv,6.3,9.8,0.935,1.933,0.149,0.197,0.167,0.47,0.21,0.333,1.3,3.22,0.052,0.415,1.57,0.2208,0.2242
26,10394.0,4,3/27/2017,12:32,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 26.szv,54.6,59.6,10.907,11.786,0.2,0.198,0.098,0.105,0.867,0.876,47.32,52.24,,,49.02,0.2208,0.2242
27,10395.0,3,3/27/2017,12:33,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 27.szv,56.5,60.0,15.538,16.38,0.275,0.273,0.052,0.087,0.731,0.747,41.3,44.83,,,43.29,0.2745,0.2518
28,10395.0,4,3/27/2017,12:35,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 28.szv,4.5,9.3,1.052,2.151,0.234,0.231,0.924,0.583,0.463,0.799,2.02,7.33,0.929,0.562,4.19,0.2745,0.2518
29,10396.0,3,3/27/2017,12:36,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 29.szv,56.5,60.0,10.908,11.888,0.193,0.198,0.082,0.123,0.525,0.524,29.67,31.42,,,29.83,0.2645,0.2223
30,10396.0,4,3/27/2017,12:38,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 30.szv,30.0,35.3,7.956,9.171,0.265,0.26,0.079,0.136,0.585,0.656,17.56,23.15,,,20.32,0.2645,0.2223
31,10397.0,3,3/27/2017,12:39,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 31.szv,39.5,41.7,10.382,10.791,0.263,0.259,0.046,0.057,0.738,0.719,28.8,29.65,0.036,0.042,29.23,0.2082,0.204
32,10397.0,4,3/27/2017,12:40,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 32.szv,54.3,60.0,11.186,12.469,0.206,0.208,0.052,0.107,0.753,0.756,40.88,45.34,,,41.83,0.2082,0.204
33,10398.0,3,3/27/2017,12:42,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 33.szv,57.8,60.0,13.442,13.801,0.233,0.23,0.018,0.04,0.827,0.816,47.8,48.95,,,48.35,0.2208,0.2243
34,10398.0,4,3/27/2017,12:44,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 34.szv,6.2,10.0,1.523,2.595,0.246,0.26,0.694,0.316,0.759,0.83,4.7,8.3,,,6.85,0.2208,0.2243
35,10399.0,3,3/27/2017,12:44,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 35.szv,54.4,60.0,9.122,10.352,0.168,0.173,0.085,0.06,1.032,1.036,56.14,62.15,,,58.35,0.187,0.2022
36,10399.0,4,3/27/2017,12:46,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 36.szv,41.2,45.2,9.622,10.251,0.234,0.227,0.126,0.093,0.515,0.554,21.23,25.03,0.109,0.079,23.53,0.187,0.2022
37,10400.0,3,3/27/2017,12:47,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 37.szv,54.5,60.0,9.495,11.012,0.174,0.184,0.14,0.105,0.762,0.774,41.54,46.46,,,43.72,0.1785,0.1807
38,10400.0,4,3/27/2017,12:49,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 38.szv,53.9,60.0,10.879,12.12,0.202,0.202,0.112,0.134,0.726,0.771,39.14,46.23,,,43.21,0.1785,0.1807
39,10401.0,3,3/27/2017,12:51,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 39.szv,57.3,60.0,12.001,12.699,0.209,0.212,0.045,0.086,0.803,0.796,45.98,47.76,,,46.65,0.187,0.1877
40,10401.0,4,3/27/2017,12:53,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 40.szv,57.4,60.0,12.311,12.972,0.215,0.216,0.127,0.128,0.72,0.705,41.33,42.29,,,41.78,0.187,0.1877
41,10392.0,5,3/27/2017,13:50,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 41.szv,55.1,60.0,12.41,13.718,0.225,0.229,0.035,0.088,0.78,0.778,42.97,46.68,,,43.47,0.2423,0.2448
42,10392.0,6,3/27/2017,13:52,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 42.szv,52.0,54.2,10.73,11.183,0.207,0.206,0.037,0.051,0.677,0.667,34.94,35.88,0.031,0.048,35.16,0.2423,0.2448
43,10393.0,5,3/27/2017,13:54,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 43.szv,58.0,60.0,10.824,11.42,0.187,0.19,0.055,0.092,0.862,0.845,50.01,50.69,,,50.32,0.1863,0.1905
44,10393.0,6,3/27/2017,13:56,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 44.szv,17.2,22.8,4.158,5.386,0.242,0.236,0.128,0.209,0.548,0.614,9.43,13.99,0.089,0.199,11.11,0.1863,0.1905
45,10394.0,5,3/27/2017,13:56,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 45.szv,6.4,8.3,2.019,2.563,0.315,0.309,0.014,0.184,0.464,0.413,2.97,3.43,,,3.09,0.2208,0.2242
46,10394.0,6,3/27/2017,13:57,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 46.szv,4.9,9.9,1.46,2.983,0.299,0.302,0.629,0.423,0.441,0.787,2.15,7.77,0.57,0.378,5.62,0.2208,0.2242
47,10395.0,5,3/27/2017,13:57,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 47.szv,35.0,37.3,9.367,10.005,0.268,0.268,0.015,0.061,0.632,0.611,21.93,22.64,0.014,0.059,21.96,0.2745,0.2518
48,10395.0,6,3/27/2017,13:58,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 48.szv,11.4,15.8,1.98,2.581,0.174,0.164,0.643,0.473,0.814,0.91,9.06,14.13,0.616,0.438,10.29,0.2745,0.2518
49,10396.0,5,3/27/2017,13:59,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 49.szv,58.2,60.0,13.283,13.538,0.228,0.226,0.04,0.035,0.646,0.637,37.58,38.23,,,37.87,0.2645,0.2223
50,10396.0,6,3/27/2017,14:01,pm,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 50.szv,0.1,4.9,0.043,1.211,0.62,0.249,1.0,0.891,0.03,0.621,0.0,3.02,,0.891,0.68,0.2645,0.2223
