Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D3: TTR to End of test; Duration (s),Base; Duration (s),AQ D3: TTR to End of test; Distance (m),Base; Distance (m),AQ D3: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D3: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D3: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D3: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D3: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D3: TTR to End of test; Avg speed: AQ D3 (m/s),Base; Avg speed: AQ D3 (m/s)
159,10450.0,13,5/17/2017,9:52,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 159.szv,56.7,60.0,14.091,15.413,0.249,0.257,0.041,0.073,0.818,0.798,46.37,47.86,,,46.81,0.2113,0.2218
160,10450.0,14,5/17/2017,9:54,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 160.szv,55.5,60.0,9.963,11.246,0.18,0.187,0.149,0.089,0.654,0.653,36.28,39.17,,,36.55,0.2113,0.2218
161,10451.0,13,5/17/2017,9:56,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 161.szv,4.7,7.0,1.206,1.961,0.257,0.28,0.742,0.393,0.419,0.529,1.97,3.71,,,2.94,0.2717,0.2767
162,10451.0,14,5/17/2017,9:56,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 162.szv,16.1,17.6,4.517,4.945,0.281,0.281,0.032,0.089,0.643,0.61,10.33,10.72,0.027,0.084,10.39,0.2717,0.2767
163,10452.0,13,5/17/2017,9:57,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 163.szv,56.9,60.0,15.331,16.525,0.269,0.275,0.081,0.099,0.75,0.734,42.64,44.04,,,43.01,0.2347,0.2432
164,10452.0,14,5/17/2017,9:58,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 164.szv,21.1,25.5,5.226,6.228,0.248,0.244,0.216,0.178,0.599,0.649,12.65,16.54,,,14.16,0.2347,0.2432
165,10453.0,13,5/17/2017,9:59,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 165.szv,58.1,60.0,13.933,14.561,0.24,0.243,0.079,0.07,0.692,0.686,40.18,41.14,,,40.67,0.2293,0.2457
166,10453.0,14,5/17/2017,10:01,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 166.szv,55.3,60.0,10.487,11.545,0.19,0.192,0.134,0.126,0.669,0.694,36.97,41.62,,,38.13,0.2293,0.2457
167,10454.0,13,5/17/2017,10:03,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 167.szv,56.8,60.0,13.467,14.47,0.237,0.241,0.094,0.025,0.739,0.743,41.97,44.58,,,43.36,0.2285,0.2332
168,10454.0,14,5/17/2017,10:04,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 168.szv,14.0,18.4,3.153,4.255,0.225,0.231,0.259,0.266,0.621,0.664,8.69,12.21,,,9.86,0.2285,0.2332
169,10455.0,13,5/17/2017,10:05,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 169.szv,0.3,3.7,0.034,1.047,0.118,0.284,1.0,0.81,0.012,0.39,0.0,1.44,0.999,0.772,0.3,0.1923,0.2323
170,10455.0,14,5/17/2017,10:05,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 170.szv,57.1,60.0,13.718,14.425,0.24,0.24,0.052,0.044,0.764,0.768,43.63,46.1,,,45.09,0.1923,0.2323
171,10457.0,13,5/17/2017,10:07,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 171.szv,56.1,60.0,13.243,14.563,0.236,0.243,0.093,0.07,0.719,0.701,40.36,42.08,,,40.13,0.24,0.2455
172,10457.0,14,5/17/2017,10:09,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 172.szv,57.2,60.0,11.383,12.009,0.199,0.2,0.028,0.06,0.459,0.462,26.25,27.74,,,26.49,0.24,0.2455
173,10458.0,13,5/17/2017,10:11,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 173.szv,57.8,60.0,13.567,14.095,0.235,0.235,0.049,0.054,0.725,0.714,41.92,42.85,,,42.42,0.2015,0.2023
174,10458.0,14,5/17/2017,10:13,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 174.szv,58.6,60.0,10.377,10.713,0.177,0.179,0.058,0.084,0.816,0.806,47.82,48.37,,,48.13,0.2015,0.2023
175,10459.0,13,5/17/2017,10:14,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 175.szv,12.6,15.7,3.594,4.596,0.285,0.293,0.051,0.211,0.428,0.436,5.37,6.82,0.038,0.176,5.66,0.2602,0.2642
176,10459.0,14,5/17/2017,10:15,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 176.szv,57.5,60.0,13.517,14.048,0.235,0.234,0.1,0.11,0.729,0.72,41.88,43.2,,,42.3,0.2602,0.2642
177,10460.0,13,5/17/2017,10:17,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 177.szv,54.8,60.0,14.185,15.366,0.259,0.256,0.115,0.101,0.773,0.809,42.37,48.53,,,46.02,0.214,0.2157
