Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D4: TTR to End of test; Duration (s),Base; Duration (s),AQ D4: TTR to End of test; Distance (m),Base; Distance (m),AQ D4: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D4: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D4: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D4: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D4: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D4: TTR to End of test; Avg speed: AQ D4 (m/s),Base; Avg speed: AQ D4 (m/s)
172,10229.0,19,8/25/2016,9:47,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 172.szv,28.9,30.5,8.65,9.0,0.299,0.295,0.027,0.053,0.567,0.554,16.37,16.9,,,16.61,0.2722,0.2545
173,10229.0,20,8/25/2016,9:48,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 173.szv,27.5,29.2,6.775,6.841,0.246,0.234,0.093,0.088,0.683,0.67,18.77,19.56,0.063,0.065,19.11,0.2722,0.2545
174,10230.0,19,8/25/2016,9:49,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 174.szv,9.5,13.3,2.701,3.74,0.284,0.281,0.259,0.326,0.737,0.76,7.0,10.11,,,7.95,0.2725,0.2848
175,10230.0,20,8/25/2016,9:49,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 175.szv,19.6,23.3,5.986,7.167,0.305,0.308,0.037,0.151,0.591,0.603,11.59,14.06,0.025,0.148,12.17,0.2725,0.2848
176,10231.0,19,8/25/2016,9:50,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 176.szv,56.5,60.0,13.574,14.308,0.24,0.239,0.118,0.087,0.705,0.72,39.82,43.18,,,41.69,0.234,0.2355
177,10231.0,20,8/25/2016,9:51,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 177.szv,11.9,16.5,2.676,3.802,0.225,0.231,0.401,0.287,0.455,0.638,5.41,10.52,0.395,0.284,7.92,0.234,0.2355
178,10232.0,19,8/25/2016,9:52,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 178.szv,58.0,60.0,14.78,15.374,0.255,0.256,0.1,0.071,0.805,0.8,46.69,47.96,,,47.49,0.2403,0.242
179,10232.0,20,8/25/2016,9:54,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 179.szv,20.1,23.6,3.965,4.709,0.198,0.2,0.126,0.206,0.519,0.546,10.41,12.86,0.087,0.179,11.06,0.2403,0.242
180,10233.0,19,8/25/2016,9:54,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 180.szv,28.1,31.6,6.946,7.657,0.247,0.242,0.128,0.112,0.641,0.672,18.01,21.22,0.125,0.111,19.69,0.2367,0.241
181,10233.0,20,8/25/2016,9:55,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 181.szv,55.2,60.0,11.427,12.539,0.207,0.209,0.103,0.013,0.747,0.769,41.23,46.13,,,42.84,0.2367,0.241
182,10234.0,19,8/25/2016,9:58,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 182.szv,5.3,9.4,1.422,2.142,0.269,0.228,0.697,0.456,0.617,0.727,3.19,6.74,0.713,0.455,4.62,0.2395,0.2382
183,10234.0,20,8/25/2016,9:58,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 183.szv,55.8,60.0,13.3,14.519,0.238,0.242,0.104,0.036,0.638,0.648,35.57,38.9,,,36.73,0.2395,0.2382
184,10235.0,19,8/25/2016,10:00,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 184.szv,57.8,60.0,14.235,14.537,0.246,0.242,0.099,0.092,0.642,0.637,37.11,38.2,,,37.53,0.2433,0.248
185,10235.0,20,8/25/2016,10:02,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 185.szv,55.3,60.0,11.091,12.213,0.201,0.204,0.133,0.076,0.714,0.738,39.47,44.28,,,40.89,0.2433,0.248
186,10236.0,19,8/25/2016,10:04,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 186.szv,15.8,19.0,4.066,4.929,0.258,0.26,0.29,0.173,0.448,0.537,7.07,10.19,0.269,0.167,8.83,0.2573,0.2545
187,10236.0,20,8/25/2016,10:04,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 187.szv,4.2,7.3,1.143,1.948,0.274,0.268,0.677,0.474,0.338,0.543,1.41,3.95,0.616,0.404,2.75,0.2573,0.2545
188,10237.0,19,8/25/2016,10:05,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 188.szv,56.0,60.0,13.166,14.493,0.235,0.242,0.106,0.006,0.617,0.626,34.56,37.53,,,35.17,0.2395,0.2633
189,10237.0,20,8/25/2016,10:07,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 189.szv,33.1,37.3,7.664,8.771,0.232,0.235,0.165,0.143,0.685,0.741,22.67,27.64,0.149,0.127,24.93,0.2395,0.2633
190,10229.0,21,8/25/2016,10:37,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 190.szv,3.5,7.4,0.895,1.714,0.259,0.233,0.798,0.607,0.324,0.632,1.12,4.65,0.804,0.595,2.42,0.2722,0.2545
191,10229.0,22,8/25/2016,10:37,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 191.szv,0.1,3.1,0.03,0.805,0.301,0.26,1.0,0.959,0.018,0.437,0.0,1.35,,,0.17,0.2722,0.2545
192,10230.0,21,8/25/2016,10:37,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 192.szv,1.9,5.8,0.513,1.893,0.27,0.326,0.835,0.667,0.203,0.598,0.39,3.47,,,1.52,0.2725,0.2848
193,10230.0,22,8/25/2016,10:38,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 193.szv,3.6,6.2,0.927,1.757,0.259,0.284,0.185,0.514,0.175,0.28,0.63,1.73,0.06,0.431,0.69,0.2725,0.2848
194,10231.0,21,8/25/2016,10:38,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 194.szv,2.1,2.1,0.581,0.581,0.277,0.277,0.969,0.969,0.261,0.261,0.55,0.55,,,0.07,0.234,0.2355
195,10231.0,22,8/25/2016,10:38,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 195.szv,41.3,45.6,9.81,10.778,0.238,0.237,0.075,0.101,0.662,0.679,27.31,30.95,0.06,0.095,28.68,0.234,0.2355
196,10232.0,21,8/25/2016,10:39,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 196.szv,55.1,60.0,15.117,16.729,0.274,0.279,0.078,0.013,0.776,0.783,42.72,46.99,,,44.48,0.2403,0.242
197,10232.0,22,8/25/2016,10:41,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 197.szv,55.5,60.0,13.499,14.682,0.243,0.245,0.075,0.006,0.724,0.75,40.18,45.02,,,42.49,0.2403,0.242
198,10233.0,21,8/25/2016,10:43,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 198.szv,58.1,60.0,13.976,14.353,0.241,0.239,0.082,0.096,0.617,0.614,35.87,36.81,,,36.31,0.2367,0.241
199,10233.0,22,8/25/2016,10:45,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 199.szv,19.8,23.1,4.484,5.211,0.227,0.226,0.111,0.154,0.558,0.569,11.01,13.12,0.107,0.152,11.7,0.2367,0.241
200,10234.0,21,8/25/2016,10:46,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 200.szv,7.2,11.8,1.467,2.655,0.204,0.225,0.826,0.42,0.678,0.867,4.88,10.23,,,7.49,0.2395,0.2382
201,10234.0,22,8/25/2016,10:46,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 201.szv,27.7,32.5,6.356,7.734,0.23,0.238,0.138,0.168,0.698,0.734,19.34,23.86,0.121,0.148,21.05,0.2395,0.2382
202,10235.0,21,8/25/2016,10:47,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 202.szv,4.6,9.1,1.25,2.669,0.272,0.293,0.87,0.486,0.454,0.792,2.09,7.21,,,5.04,0.2433,0.248
203,10235.0,22,8/25/2016,10:47,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 203.szv,55.9,60.0,13.683,14.879,0.245,0.248,0.062,0.064,0.631,0.642,35.27,38.52,,,36.35,0.2433,0.248
204,10236.0,21,8/25/2016,10:51,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 204.szv,3.5,8.1,0.956,2.156,0.275,0.267,0.893,0.561,0.385,0.781,1.34,6.3,0.898,0.546,3.65,0.2573,0.2545
205,10236.0,22,8/25/2016,10:51,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 205.szv,0.9,2.8,0.17,0.539,0.189,0.193,0.874,0.93,0.064,0.254,0.06,0.71,0.736,0.892,0.09,0.2573,0.2545
206,10237.0,21,8/25/2016,10:51,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 206.szv,56.5,60.0,14.455,15.216,0.256,0.254,0.063,0.021,0.753,0.757,42.52,45.43,,,43.77,0.2395,0.2633
207,10237.0,22,8/25/2016,10:53,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 207.szv,10.5,13.3,2.213,4.247,0.211,0.319,0.26,0.212,0.699,0.688,7.34,9.15,,,8.25,0.2395,0.2633
208,10229.0,23,8/25/2016,11:28,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 208.szv,58.2,60.0,15.778,16.241,0.271,0.271,0.012,0.017,0.633,0.628,36.85,37.69,,,37.29,0.2722,0.2545
209,10229.0,24,8/25/2016,11:30,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 209.szv,21.9,26.5,5.634,6.211,0.257,0.234,0.144,0.2,0.694,0.765,15.2,20.29,,,16.86,0.2722,0.2545
210,10230.0,23,8/25/2016,11:31,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 210.szv,23.3,23.9,6.092,6.092,0.261,0.255,0.051,0.051,0.624,0.55,12.52,13.14,,,13.08,0.2725,0.2848
211,10230.0,24,8/25/2016,11:32,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 211.szv,49.0,50.7,12.525,12.942,0.256,0.255,0.047,0.053,0.485,0.484,23.77,24.56,,,24.06,0.2725,0.2848
212,10231.0,23,8/25/2016,11:33,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 212.szv,55.0,60.0,12.403,13.786,0.226,0.23,0.104,0.106,0.712,0.737,39.15,44.2,,,41.08,0.234,0.2355
213,10231.0,24,8/25/2016,11:34,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 213.szv,58.5,60.0,11.564,11.91,0.198,0.199,0.114,0.13,0.787,0.773,46.01,46.36,,,46.02,0.234,0.2355
214,10232.0,23,8/25/2016,11:37,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 214.szv,56.4,60.0,12.985,13.896,0.23,0.232,0.063,0.092,0.781,0.788,44.05,47.29,,,45.59,0.2403,0.242
215,10232.0,24,8/25/2016,11:38,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 215.szv,56.7,60.0,13.707,14.381,0.242,0.24,0.065,0.106,0.738,0.729,41.84,43.75,,,42.36,0.2403,0.242
216,10233.0,23,8/25/2016,11:40,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 216.szv,0.8,5.0,0.178,1.36,0.223,0.272,0.845,0.847,0.051,0.53,0.04,2.65,,,0.71,0.2367,0.241
217,10233.0,24,8/25/2016,11:41,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 217.szv,2.2,6.7,0.606,1.729,0.275,0.258,0.993,0.623,0.274,0.766,0.58,5.05,0.954,0.613,2.79,0.2367,0.241
218,10234.0,23,8/25/2016,11:41,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 218.szv,26.1,28.1,7.037,7.5,0.27,0.267,0.116,0.079,0.578,0.576,15.09,16.18,,,15.73,0.2395,0.2382
219,10234.0,24,8/25/2016,11:42,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 219.szv,24.0,28.4,5.431,6.488,0.226,0.229,0.129,0.174,0.647,0.675,15.52,19.16,0.102,0.162,16.68,0.2395,0.2382
220,10235.0,23,8/25/2016,11:42,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 220.szv,37.8,42.2,10.766,12.182,0.285,0.289,0.09,0.103,0.694,0.734,26.22,30.95,,,28.86,0.2433,0.248
221,10235.0,24,8/25/2016,11:43,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 221.szv,31.8,35.2,6.712,7.468,0.211,0.212,0.15,0.114,0.785,0.79,24.97,27.81,0.149,0.112,26.1,0.2433,0.248
222,10236.0,23,8/25/2016,11:44,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 222.szv,9.8,11.4,2.809,3.212,0.287,0.282,0.135,0.152,0.504,0.481,4.92,5.47,0.086,0.128,5.15,0.2573,0.2545
223,10236.0,24,8/25/2016,11:45,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 223.szv,5.6,9.6,1.461,2.471,0.261,0.257,0.522,0.474,0.396,0.605,2.22,5.81,,,3.76,0.2573,0.2545
224,10237.0,23,8/25/2016,11:45,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 224.szv,5.3,7.9,1.337,2.175,0.252,0.275,0.767,0.329,0.754,0.761,3.92,5.93,0.828,0.319,5.02,0.2395,0.2633
225,10237.0,24,8/25/2016,11:45,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 225.szv,56.0,60.0,14.068,15.294,0.251,0.255,0.001,0.079,0.654,0.653,36.61,39.2,,,36.95,0.2395,0.2633
