Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
271,10504,3,9/15/2017,10:14,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 271.szv,4.5,9.3,0.349,1.663,0.078,0.179,0.509,0.724,0.025,0.357,0.07,2.76,0.073,0.679,-0.08,0.1992,0.2253
272,10505,3,9/15/2017,10:15,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 272.szv,11.9,14.8,3.052,3.836,0.257,0.26,0.309,0.216,0.727,0.708,7.31,9.17,0.302,0.198,8.21,0.2207,0.2512
273,10506,3,9/15/2017,10:15,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 273.szv,26.9,30.9,6.562,7.306,0.244,0.236,0.193,0.133,0.64,0.68,16.41,20.14,0.176,0.115,18.69,0.1837,0.2093
274,10507,3,9/15/2017,10:16,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 274.szv,7,9.8,1.319,1.985,0.188,0.203,0.651,0.329,0.527,0.55,2.93,4.59,0.605,0.291,3.91,0.1425,0.1925
275,10508,3,9/15/2017,10:17,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 275.szv,6,7.8,1.31,1.749,0.22,0.225,0.379,0.265,0.385,0.401,1.76,2.55,0.428,0.266,2.17,0.2182,0.2362
276,10509,3,9/15/2017,10:18,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 276.szv,3.7,8,0.53,1.485,0.144,0.186,0.954,0.651,0.145,0.547,0.28,3.4,0.921,0.626,1.7,0.1678,0.1965
277,10510,3,9/15/2017,10:19,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 277.szv,31.8,38.1,5.834,7.024,0.183,0.184,0.215,0.167,0.794,0.819,24.78,30.71,0.202,0.16,27.38,0.1612,0.1748
278,10511,3,9/15/2017,10:20,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 278.szv,14.6,19.4,2.556,3.584,0.175,0.185,0.377,0.307,0.616,0.696,8.99,13.5,,,10.88,0.2002,0.205
279,10512,3,9/15/2017,10:21,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 279.szv,2.4,5.7,0.247,1.067,0.103,0.187,0.829,0.888,0.021,0.351,0.01,1.38,0.485,0.845,0.05,0.2198,0.2355
280,10513,3,9/15/2017,10:21,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 280.szv,1.2,3.6,0.106,0.582,0.089,0.162,0.849,0.948,0,0.248,0,0.56,,0.947,0.01,0.1657,0.1853
