Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
261,9965,2,10/16/2015,9:53,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 261.szv,0.8,4.1,0.117,1.363,0.146,0.332,0.994,0.78,0.044,0.566,0.02,2.13,0.797,0.756,0.67,nan,nan
262,9966,2,10/16/2015,9:53,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 262.szv,0.7,2.3,0.122,0.511,0.174,0.222,0.988,0.828,0.058,0.24,0.04,0.55,,,0.13,nan,nan
263,9967,2,10/16/2015,9:54,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 263.szv,14.5,18.4,4.53,5.865,0.312,0.319,0.096,0.193,0.726,0.755,10.53,13.88,,,11.8,nan,nan
264,9968,2,10/16/2015,9:55,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 264.szv,5.4,7.7,1.745,2.492,0.323,0.324,0.129,0.348,0.459,0.448,2.48,3.45,,,2.64,nan,nan
265,9969,2,10/16/2015,9:55,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 265.szv,5.2,6.8,1.814,2.275,0.35,0.335,0.25,0.283,0.39,0.405,1.99,2.72,0.197,0.225,2.31,nan,nan
266,9970,2,10/16/2015,9:55,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 266.szv,2.5,6.2,0.615,1.627,0.246,0.262,0.915,0.638,0.232,0.574,0.58,3.56,,,1.43,nan,nan
267,9971,2,10/16/2015,9:56,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 267.szv,0.4,3.2,0.026,0.841,0.065,0.263,1.489,0.933,0,0.409,0,1.11,,0.913,0.17,nan,nan
268,9972,2,10/16/2015,9:56,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 268.szv,0.6,2.2,0.097,0.601,0.167,0.276,0.909,0.877,0.018,0.216,0,0.4,0.742,0.801,0.05,nan,nan
269,9973,2,10/16/2015,9:57,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 269.szv,4.9,6.3,1.524,1.91,0.312,0.304,0.222,0.32,0.337,0.338,1.63,2.11,0.121,0.235,1.75,nan,nan
270,9974,2,10/16/2015,9:57,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 270.szv,1.4,4.8,0.329,1.43,0.237,0.299,0.927,0.756,0.152,0.574,0.21,2.75,,,0.8,nan,nan
