Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
361,9985,12,10/17/2015,10:20,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 361.szv,1.5,3.6,0.23,0.674,0.156,0.188,0.919,0.71,0.088,0.274,0.13,0.98,,,0.34,0.2037,0.229
362,9986,12,10/17/2015,10:20,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 362.szv,0.4,5.1,0.035,1.261,0.089,0.248,0.993,0.924,0.017,0.568,0,2.79,0.999,0.896,0.25,0.1767,0.2395
363,9987,12,10/17/2015,10:20,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 363.szv,4,7.3,1.06,1.981,0.265,0.271,0.869,0.473,0.381,0.628,1.48,4.51,0.815,0.417,3.26,0.2177,0.2472
364,9988,12,10/17/2015,10:20,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 364.szv,4.4,4.4,1.042,1.042,0.238,0.238,0.919,0.919,0.456,0.456,2,2,,,-0.07,0.207,0.2238
365,9989,12,10/17/2015,10:21,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 365.szv,0.7,2.4,0.042,0.503,0.063,0.212,0.681,0.909,0.051,0.207,0.03,0.49,,,0.02,0.2412,0.2592
366,9990,12,10/17/2015,10:21,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 366.szv,0.5,5,0.057,1.275,0.114,0.255,0.854,0.915,0.061,0.588,0.03,2.94,,,0.16,0.2225,0.2615
367,9991,12,10/17/2015,10:21,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 367.szv,0.5,4.3,0.089,1.09,0.189,0.255,0.75,0.957,0.04,0.498,0.02,2.09,0.828,0.931,0.06,0.2438,0.2693
368,9992,12,10/17/2015,10:22,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 368.szv,7.3,10.9,1.847,2.756,0.253,0.253,0.489,0.328,0.632,0.738,4.61,8.05,,,6.55,0.1907,0.2397
369,9993,12,10/17/2015,10:22,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 369.szv,1.8,4.9,0.216,1.124,0.122,0.23,0.896,0.796,0.076,0.324,0.13,1.54,0.685,0.699,0.23,0.1862,0.246
370,9994,12,10/17/2015,10:23,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 370.szv,1.7,6.4,0.316,1.562,0.191,0.246,0.952,0.672,0.12,0.688,0.2,4.38,,,1.99,0.1608,0.2277
