Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,Probe: TTR to 30s; Duration (s),Base; Duration (s),Probe: TTR to 30s; Distance (m),Base; Distance (m),Probe: TTR to 30s; Mean speed (m/s),Base; Mean speed (m/s),Probe: TTR to 30s; Path efficiency,Base; Path efficiency,Probe: TTR to 30s; Q1 : time (s),Base; Q1 : time (s),Probe: TTR to 30s; Q2 : time (s),Base; Q2 : time (s),Probe: TTR to 30s; Q3 : time (s),Base; Q3 : time (s),Probe: TTR to 30s; Q4 : time (s),Base; Q4 : time (s),Probe: TTR to 30s; Platform : entries,Base; Platform : entries,Probe: TTR to 30s; Platform : mean distance from (m),Base; Platform : mean distance from (m),Probe: TTR to 30s; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),Probe: TTR to 30s; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),Probe: TTR to 30s; % time in Goal Quadrant 30s,Base; % time in Goal Quadrant 30s,Probe: TTR to 30s; % time in Goal Quadrant 60s,Base; % time in Goal Quadrant 60s
241,10504,1,9/14/2017,11:28,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 241.szv,25.2,60,6.67,13.469,0.265,0.225,0.142,0.039,6.8,27.9,5,5.8,4.4,7.2,8.5,16.5,1,4,0.543,0.398,13.43,22.82,0.831,0.494,20.19,23,93,8,10
242,10505,1,9/14/2017,11:29,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 242.szv,25.5,60,7.309,15.784,0.287,0.263,0.072,0.093,4.3,11.4,3.2,9.7,10.4,16.4,7.6,22,0,1,0.717,0.683,18.28,40.66,,0.077,37.89,14,38,5,16
243,10506,1,9/14/2017,11:31,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 243.szv,25,60,5.535,12.859,0.221,0.214,0.112,0.048,12.3,23.2,0,2.3,1.1,5.2,11.6,28.5,0,1,0.38,0.495,9.49,29.27,,0.111,26.5,41,77,0,4
244,10507,1,9/14/2017,11:32,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 244.szv,24.4,60,5.693,12.262,0.233,0.204,0.078,0.088,6.1,26,0,4.8,6.2,10.1,11,17.5,1,2,0.613,0.469,14.33,27.37,0.126,0.277,24.13,20,87,0,8
245,10508,1,9/14/2017,11:33,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 245.szv,25.7,60,6.21,14.051,0.242,0.234,0.22,0.03,3.4,12.4,4.2,13.5,11.3,20.1,6.1,11.7,1,3,0.747,0.696,18.58,40.12,0.304,0.24,37.94,11,41,7,23
246,10509,1,9/14/2017,11:35,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 246.szv,25.2,60,6.009,13.531,0.238,0.226,0.055,0.086,4.1,17.1,2.4,8.5,9.1,15.5,9.2,18.5,1,1,0.66,0.6,16.4,35.79,0.09,0.293,33.13,14,57,4,14
247,10510,1,9/14/2017,11:36,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 247.szv,23.6,60,4.253,10.828,0.18,0.18,0.094,0.058,6.5,13.5,5.4,13,8,19.6,3.8,14,0,0,0.671,0.745,15.84,44.67,,,41.02,22,45,9,22
248,10511,1,9/14/2017,11:37,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 248.szv,24.7,60,5.667,13.174,0.229,0.22,0.198,0.101,3.4,6.6,3.5,18.5,10.5,18.6,7.2,15.4,1,2,0.824,0.816,20.26,48.23,0.121,0.181,45.07,11,22,6,31
249,10512,1,9/14/2017,11:38,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 249.szv,25.7,60,6.686,15.318,0.26,0.255,0.056,0.052,2.6,13.8,5.7,10.5,11.9,19.3,5.1,15.9,1,1,0.828,0.709,20.89,42.21,0.383,0.291,39.86,9,46,10,18
250,10513,1,9/14/2017,11:40,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 250.szv,25.2,60,5.341,13.332,0.212,0.222,0.106,0.104,8.9,22.4,1.1,5.7,4.5,12.3,10,17.5,1,3,0.39,0.462,9.56,26.74,0.139,0.225,24.17,30,75,2,10
