Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
291,10382,5,3/31/2017,10:46,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 291.szv,0.5,1.9,0.137,0.5,0.281,0.265,0.964,0.905,0.048,0.212,0.02,0.37,0.999,0.875,0.07,0.2675,0.2868
292,10383,5,3/31/2017,10:46,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 292.szv,3.1,6.4,0.828,1.965,0.271,0.309,0.826,0.506,0.208,0.537,0.57,3.24,0.725,0.454,2,0.2248,0.2645
293,10384,5,3/31/2017,10:47,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 293.szv,5.4,7,1.308,1.663,0.242,0.238,0.179,0.269,0.335,0.313,1.68,2.08,0.145,0.237,1.76,0.2273,0.232
294,10385,5,3/31/2017,10:47,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 294.szv,1.6,4.7,0.449,1.435,0.28,0.305,0.96,0.737,0.141,0.541,0.19,2.4,0.812,0.648,1.02,0.286,0.2895
295,10386,5,3/31/2017,10:48,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 295.szv,1.8,5.1,0.542,1.664,0.308,0.329,0.908,0.52,0.2,0.561,0.27,2.6,0.936,0.53,1.53,0.2443,0.2558
296,10387,5,3/31/2017,10:48,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 296.szv,1.4,4.7,0.336,1.32,0.24,0.281,0.98,0.733,0.135,0.535,0.13,2.28,0.963,0.708,0.9,0.2732,0.2738
297,10388,5,3/31/2017,10:48,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 297.szv,1.1,1.7,0.156,0.268,0.142,0.158,0.823,0.866,0.052,0.111,0.02,0.11,0.726,0.848,0.03,0.2603,0.2595
298,10389,5,3/31/2017,10:49,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 298.szv,3.4,3.4,1.238,1.238,0.364,0.364,0.847,0.847,0.554,0.554,1.74,1.74,0.846,0.846,0.36,0.2912,0.2938
299,10390,5,3/31/2017,10:50,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 299.szv,2.4,6.4,0.801,1.695,0.334,0.265,0.982,0.661,0.348,0.757,0.72,4.6,0.99,0.652,2.46,0.289,0.2657
300,10391,5,3/31/2017,10:50,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 300.szv,5.6,7.7,1.544,1.674,0.276,0.218,0.381,0.377,0.535,0.534,2.85,3.96,0.359,0.333,3.28,0.2593,0.258
