Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
393,10450,6,5/19/2017,11:14,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 393.szv,15.9,18.3,3.933,4.54,0.248,0.248,0.109,0.141,0.6,0.589,8.84,10.09,0.104,0.126,9.47,0.1918,0.2335
394,10451,6,5/19/2017,11:14,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 394.szv,1.2,4.6,0.156,1.001,0.13,0.218,0.856,0.944,0.01,0.445,0,1.54,,0.962,0.15,0.216,0.2398
395,10452,6,5/19/2017,11:14,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 395.szv,2.6,4.9,0.334,0.97,0.128,0.198,0.764,0.698,0.061,0.294,0.07,1,0.735,0.67,0.24,0.1938,0.2378
396,10453,6,5/19/2017,11:15,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 396.szv,3.4,5.5,0.504,1.089,0.148,0.198,0.824,0.494,0.16,0.261,0.32,1.07,0.807,0.431,0.67,0.1622,0.2072
397,10454,6,5/19/2017,11:15,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 397.szv,1,6.4,0.103,1.47,0.104,0.23,0.747,0.875,0,0.636,0,3.17,,0.886,0.46,0.1675,0.2192
398,10455,6,5/19/2017,11:16,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 398.szv,4.6,7.9,0.944,1.751,0.206,0.222,0.852,0.516,0.32,0.594,0.83,3.51,0.909,0.513,2.25,0.2375,0.2435
399,10457,6,5/19/2017,11:16,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 399.szv,55.6,59,11.942,13.026,0.215,0.221,0.039,0.068,0.627,0.631,33.02,35.35,0.031,0.066,33.71,0.2367,0.25
400,10458,6,5/19/2017,11:18,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 400.szv,1.5,6,0.15,1.224,0.1,0.204,0.969,0.92,0.017,0.565,0,2.6,,0.914,0.46,0.1493,0.222
401,10459,6,5/19/2017,11:18,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 401.szv,2.3,6.7,0.215,1.658,0.093,0.247,0.959,0.75,0.043,0.67,0.02,3.2,0.832,0.734,1.21,0.2078,0.2543
402,10460,6,5/19/2017,11:18,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 402.szv,3.3,6,0.242,0.787,0.074,0.132,0.459,0.756,0.017,0.179,0.02,0.7,,0.86,-0.04,0.1557,0.1753
403,10461,6,5/19/2017,11:19,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 403.szv,12,13.8,3.209,3.671,0.268,0.266,0.11,0.149,0.411,0.406,4.34,5.02,0.076,0.118,4.69,0.212,0.236
404,10462,6,5/19/2017,11:19,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 404.szv,2.3,6.2,0.258,1.457,0.114,0.236,0.847,0.808,0.051,0.57,0.03,2.56,0.815,0.8,0.67,0.216,0.2618
405,10463,6,5/19/2017,11:19,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 405.szv,2.5,6.1,0.36,1.296,0.144,0.212,0.973,0.727,0.097,0.475,0.12,2.3,0.999,0.723,0.8,0.2047,0.2335
