Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
331,10464,9,7/15/2017,11:06,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 331.szv,13.2,14.3,4.043,4.318,0.307,0.302,0.078,0.105,0.568,0.543,6.88,7.18,0.048,0.086,6.96,0.3212,0.3207
332,10465,9,7/15/2017,11:06,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 332.szv,0.8,4.1,0.188,1.314,0.241,0.322,0.964,0.847,0.02,0.599,0,2.11,0.999,0.852,0.51,0.2697,0.3072
333,10466,9,7/15/2017,11:07,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 333.szv,16.5,18.5,4.445,5.093,0.27,0.276,0.196,0.133,0.748,0.734,11.9,13.15,0.179,0.111,12.57,0.285,0.2745
334,10467,9,7/15/2017,11:07,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 334.szv,5.3,8.7,1.494,2.661,0.283,0.306,0.518,0.375,0.472,0.506,2.28,4.16,0.474,0.322,2.99,0.2545,0.253
335,10468,9,7/15/2017,11:07,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 335.szv,7.3,9.3,2.049,2.544,0.281,0.274,0.132,0.248,0.254,0.293,1.79,2.65,0.105,0.233,1.97,0.2855,0.2877
336,10469,9,7/15/2017,11:08,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 336.szv,7.7,11.5,3.068,4.014,0.399,0.35,0.215,0.298,0.323,0.557,1.64,4.95,0.5,0.544,3.12,0.3127,0.2805
337,10470,9,7/15/2017,11:09,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 337.szv,11.5,16.2,2.787,4.074,0.242,0.251,0.246,0.279,0.615,0.711,6.73,11.12,0.196,0.257,9,0.2095,0.2205
338,10471,9,7/15/2017,11:10,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 338.szv,0.4,2.2,0.083,0.527,0.208,0.24,0.782,0.923,0.015,0.2,0,0.39,0.999,0.845,0.04,0.2097,0.2338
339,10472,9,7/15/2017,11:10,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 339.szv,1.8,5.6,0.33,1.357,0.185,0.243,0.977,0.754,0.101,0.588,0.07,2.64,0.999,0.739,1.01,0.2242,0.2383
340,10473,9,7/15/2017,11:10,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 340.szv,7.3,10,1.389,1.837,0.19,0.184,0.448,0.441,0.253,0.405,1.19,3,0.456,0.448,1.8,0.2207,0.2575
