Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
483,10264,10,10/15/2016,10:46,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 483.szv,4.3,4.3,1.086,1.086,0.253,0.253,0.972,0.972,0.538,0.538,2.04,2.04,0.981,0.981,0.1,0.2055,0.2337
484,10265,10,10/15/2016,10:46,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 484.szv,4.6,4.6,1.256,1.256,0.273,0.273,0.937,0.937,0.583,0.583,2.53,2.53,0.937,0.937,0.09,0.2023,0.2275
485,10266,10,10/15/2016,10:47,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 485.szv,0.1,4.3,0,1.142,0,0.267,,0.938,0,0.5,0,1.91,,0.944,0.05,0.1832,0.244
486,10267,10,10/15/2016,10:48,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 486.szv,3.8,5.4,0.576,0.972,0.152,0.18,0.627,0.54,0.066,0.138,0.25,0.73,0.333,0.378,0.33,0.1993,0.2292
487,10268,10,10/15/2016,10:48,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 487.szv,5.9,9.1,1.52,2.501,0.258,0.275,0.181,0.311,0.431,0.404,2.32,3.47,0.169,0.29,2.54,0.1948,0.228
488,10269,10,10/15/2016,10:49,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 488.szv,1.8,5.6,0.252,1.4,0.14,0.25,0.815,0.711,0.039,0.506,0.03,2.36,0.614,0.689,0.9,0.1753,0.2315
489,10270,10,10/15/2016,10:50,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 489.szv,8,10,2.034,2.844,0.254,0.284,0.429,0.244,0.574,0.583,4.33,5.56,0.394,0.193,5.06,0.244,0.2582
490,10271,10,10/15/2016,10:52,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 490.szv,3.8,8,0.823,1.587,0.217,0.198,0.947,0.692,0.317,0.697,1.2,5.58,,,2.66,0.255,0.254
491,10272,10,10/15/2016,10:53,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 491.szv,3.4,3.4,0.961,0.961,0.283,0.283,0.975,0.975,0.436,0.436,1.3,1.3,0.912,0.912,0.08,0.1997,0.2328
492,10273,10,10/15/2016,10:54,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 492.szv,0.4,2.5,0.072,0.657,0.2,0.267,0.825,0.962,0,0.288,0,0.57,,0.962,-0.01,0.2252,0.2688
493,10274,10,10/15/2016,10:54,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 493.szv,0.8,5.4,0.072,1.335,0.09,0.247,0.953,0.849,0.035,0.568,0.02,2.93,0.724,0.836,0.53,0.184,0.236
494,10275,10,10/15/2016,10:55,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 494.szv,5.4,7.2,1.549,2.088,0.287,0.29,0.327,0.267,0.499,0.475,2.49,3.23,0.303,0.205,2.91,0.1995,0.2422
495,10276,10,10/15/2016,10:55,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 495.szv,1.9,5.6,0.209,1.23,0.11,0.22,0.942,0.716,0.044,0.457,0.07,2.39,0.951,0.707,0.78,0.1438,0.228
496,10277,10,10/15/2016,10:56,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 496.szv,0.2,3.2,0.03,0.789,0.149,0.247,1.457,0.977,0,0.355,0,0.96,,0.961,0.03,0.1933,0.2345
