Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
469,10264,9,10/15/2016,10:16,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 469.szv,8.3,11.5,1.995,2.905,0.24,0.253,0.56,0.298,0.703,0.724,4.9,7.37,0.562,0.268,6.32,0.2325,0.2337
470,10265,9,10/15/2016,10:17,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 470.szv,9.6,14.1,2.64,3.987,0.275,0.283,0.263,0.286,0.598,0.597,5.65,8.32,0.219,0.258,6.4,0.216,0.2275
471,10266,9,10/15/2016,10:18,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 471.szv,3.2,7.9,0.494,1.805,0.155,0.229,0.739,0.621,0.091,0.583,0.29,4.6,,,1.7,0.1968,0.244
472,10267,9,10/15/2016,10:19,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 472.szv,4,7.8,0.842,1.887,0.211,0.242,0.965,0.478,0.31,0.643,1.08,4.67,0.959,0.463,3.16,0.1892,0.2292
473,10268,9,10/15/2016,10:19,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 473.szv,4.3,6.6,0.668,1.296,0.155,0.196,0.195,0.465,0.037,0.145,0.14,0.9,0.082,0.438,0.15,0.1988,0.228
474,10269,9,10/15/2016,10:20,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 474.szv,2.2,3.9,0.153,0.553,0.07,0.142,0.613,0.792,0.024,0.14,0.03,0.44,0.71,0.851,-0.12,0.17,0.2315
475,10270,9,10/15/2016,10:20,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 475.szv,4.1,7.6,0.896,1.952,0.219,0.257,0.736,0.429,0.216,0.573,0.83,4.22,0.937,0.499,2.65,0.2408,0.2582
476,10271,9,10/15/2016,10:21,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 476.szv,19.7,22.5,4.585,5.261,0.233,0.234,0.131,0.128,0.621,0.622,12.22,13.98,,,12.88,0.2562,0.254
477,10272,9,10/15/2016,10:22,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 477.szv,0.1,4.2,0,1.135,0,0.27,,0.921,0.015,0.455,0,1.81,,0.885,0.11,0.1348,0.2328
478,10273,9,10/15/2016,10:22,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 478.szv,1.9,5.8,0.296,1.563,0.159,0.271,0.615,0.725,0.037,0.53,0.04,2.65,0.444,0.722,0.65,0.2337,0.2688
479,10274,9,10/15/2016,10:23,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 479.szv,5.9,8.4,1.376,2.105,0.233,0.251,0.655,0.311,0.526,0.578,2.84,4.57,0.664,0.285,3.88,0.205,0.236
480,10275,9,10/15/2016,10:23,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 480.szv,1.9,6.2,0.227,1.547,0.119,0.249,0.928,0.721,0.08,0.565,0.13,3.31,0.968,0.662,1.25,0.1963,0.2422
481,10276,9,10/15/2016,10:24,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 481.szv,0.7,5.5,0.024,1.25,0.037,0.229,0.578,0.842,0.032,0.47,0.02,2.51,,0.896,-0.1,0.1698,0.228
482,10277,9,10/15/2016,10:25,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 482.szv,1.2,4.7,0.192,1.122,0.163,0.24,0.926,0.807,0.049,0.389,0.03,1.61,0.863,0.787,0.22,0.1932,0.2345
