AnyMaze_#,Barnes_ID,Tail_Marking,Experiment,Cohort,Strain,Genotype,Sex,Date_Birth,Date_Received,Date_Start_SpatialWatermaze,Age_mo,Weight_g,Housing,Subsequent_Measures,AnyMaze_File,Notes
1,10402,1 Red,Cognitive Aptitude Study,11,F344,WT,M,4/1/2015,3/15/2017,3/27/2017,24.2,419,single,y,CAS_11_Old_03.27.17.szd,N/A
2,10403,2 Red,Cognitive Aptitude Study,11,F344,WT,M,4/1/2015,3/15/2017,3/27/2017,24.2,434,single,y,CAS_11_Old_03.27.17.szd,Sores on tail
3,10404,3 Red,Cognitive Aptitude Study,11,F344,WT,M,4/1/2015,3/15/2017,3/27/2017,24.2,427,single,y,CAS_11_Old_03.27.17.szd,N/A
4,10405,4 Red,Cognitive Aptitude Study,11,F344,WT,M,4/1/2015,3/15/2017,3/27/2017,24.2,409,single,y,CAS_11_Old_03.27.17.szd,N/A
5,10407,6 Red,Cognitive Aptitude Study,11,F344,WT,M,4/1/2015,3/15/2017,3/27/2017,24.2,415,single,y,CAS_11_Old_03.27.17.szd,N/A
6,10408,7 Red,Cognitive Aptitude Study,11,F344,WT,M,4/1/2015,3/15/2017,3/27/2017,24.2,367,single,y,CAS_11_Old_03.27.17.szd,N/A
7,10409,8 Red,Cognitive Aptitude Study,11,F344,WT,M,4/1/2015,3/15/2017,3/27/2017,24.2,360,single,y,CAS_11_Old_03.27.17.szd,N/A
8,10410,9 Red,Cognitive Aptitude Study,11,F344,WT,M,4/1/2015,3/15/2017,3/27/2017,24.2,393,single,y,CAS_11_Old_03.27.17.szd,N/A
9,10411,10 Red,Cognitive Aptitude Study,11,F344,WT,M,4/1/2015,3/15/2017,3/27/2017,24.2,437,single,y,CAS_11_Old_03.27.17.szd,N/A
