Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
361,10464,12,7/15/2017,11:57,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 361.szv,8.8,9.7,2.981,3.203,0.34,0.331,0.079,0.118,0.444,0.425,3.7,3.91,0.041,0.093,3.77,0.3285,0.3207
362,10465,12,7/15/2017,11:57,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 362.szv,4.4,6.5,1.461,3.162,0.333,0.487,0.595,0.234,0.551,0.599,2.21,3.66,0.601,0.215,3.19,0.2793,0.3072
363,10466,12,7/15/2017,11:58,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 363.szv,3.2,3.2,0.984,0.984,0.307,0.307,0.941,0.941,0.508,0.508,1.59,1.59,0.933,0.933,0.24,0.28,0.2745
364,10467,12,7/15/2017,11:58,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 364.szv,1.7,6,0.459,1.931,0.273,0.323,0.925,0.638,0.107,0.739,0.1,3.85,0.949,0.622,2.03,0.2138,0.253
365,10468,12,7/15/2017,11:59,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 365.szv,0.1,2.1,0.019,0.62,0.192,0.295,1,0.984,0,0.33,0,0.64,,0.987,0.06,0.2907,0.2877
366,10469,12,7/15/2017,11:59,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 366.szv,8.8,12.3,1.89,2.881,0.215,0.234,0.115,0.354,0.327,0.404,2.76,4.82,0.083,0.343,2.78,0.276,0.2805
367,10470,12,7/15/2017,12:00,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 367.szv,2.5,2.5,0.67,0.67,0.268,0.268,0.975,0.975,0.337,0.337,0.75,0.75,0.981,0.981,0.06,0.2105,0.2205
368,10471,12,7/15/2017,12:00,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 368.szv,6.4,9,1.9,2.646,0.297,0.294,0.496,0.291,0.677,0.652,3.71,5.27,0.511,0.256,4.61,0.1842,0.2338
369,10472,12,7/15/2017,12:01,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 369.szv,2.8,6.8,0.647,1.662,0.235,0.246,0.878,0.587,0.156,0.581,0.34,3.57,0.865,0.61,1.78,0.2193,0.2383
370,10473,12,7/15/2017,12:01,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 370.szv,6.3,8.1,1.981,2.469,0.314,0.305,0.334,0.261,0.552,0.541,3.47,4.38,,,4.01,0.2287,0.2575
