Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
341,10450,2,5/19/2017,10:02,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 341.szv,6.8,11.5,1.327,2.756,0.196,0.24,0.599,0.45,0.282,0.503,1.81,5.6,0.512,0.404,3.07,0.192,0.2335
342,10451,2,5/19/2017,10:02,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 342.szv,3.6,6.9,0.752,1.66,0.21,0.241,0.91,0.504,0.243,0.556,0.75,3.54,0.867,0.496,2.23,0.2158,0.2398
343,10452,2,5/19/2017,10:03,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 343.szv,3,7.7,0.535,2.051,0.178,0.266,0.97,0.598,0.161,0.622,0.41,4.53,0.962,0.555,2.23,0.1918,0.2378
344,10453,2,5/19/2017,10:03,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 344.szv,0.6,2.6,0.089,0.513,0.148,0.197,0.611,0.922,0.035,0.165,0.02,0.43,,,-0.05,0.1622,0.2072
345,10454,2,5/19/2017,10:04,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 345.szv,7.8,12.3,1.471,2.563,0.189,0.209,0.468,0.394,0.569,0.651,3.93,7.42,0.487,0.39,5.16,0.1655,0.2192
346,10455,2,5/19/2017,10:04,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 346.szv,27,31.2,6.441,7.224,0.239,0.232,0.166,0.151,0.744,0.767,19.6,23.45,0.157,0.143,21.2,0.2382,0.2435
347,10457,2,5/19/2017,10:05,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 347.szv,8,11.4,2.112,3.206,0.264,0.281,0.562,0.284,0.652,0.767,4.85,8.31,0.531,0.268,7.05,0.2373,0.25
348,10458,2,5/19/2017,10:06,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 348.szv,7,12.1,1.287,2.383,0.184,0.197,0.795,0.452,0.549,0.715,3.84,8.66,,,5.36,0.1503,0.222
349,10459,2,5/19/2017,10:06,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 349.szv,1.4,4.4,0.29,1.254,0.207,0.285,0.798,0.672,0.078,0.43,0.1,1.84,0.966,0.614,0.82,0.2105,0.2543
350,10460,2,5/19/2017,10:07,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 350.szv,1.1,3.6,0.144,0.693,0.131,0.192,0.839,0.723,0.039,0.218,0.02,0.64,0.932,0.698,0.18,0.1557,0.1753
351,10461,2,5/19/2017,10:07,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 351.szv,4.1,6.3,0.875,1.35,0.215,0.215,0.886,0.437,0.337,0.445,1.09,2.42,0.902,0.41,1.82,0.2122,0.236
352,10462,2,5/19/2017,10:07,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 352.szv,5.8,9.7,1.558,2.903,0.269,0.299,0.609,0.409,0.4,0.604,2.32,5.86,,,4.09,0.216,0.2618
353,10463,2,5/19/2017,10:08,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 353.szv,3.5,7.9,0.673,1.794,0.194,0.228,0.947,0.629,0.252,0.551,0.73,4.01,0.958,0.603,1.72,0.2062,0.2335
