Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
351,10504,11,9/16/2017,10:18,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 351.szv,4.2,8.2,0.89,2.166,0.213,0.265,0.413,0.518,0.32,0.426,1.21,3.32,0.388,0.483,1.37,0.2137,0.2512
352,10505,11,9/16/2017,10:18,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 352.szv,1.6,5.2,0.303,1.536,0.193,0.297,0.958,0.781,0.09,0.453,0.14,2.34,,,0.61,0.2603,0.2747
353,10506,11,9/16/2017,10:19,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 353.szv,2,5.8,0.498,1.609,0.249,0.277,0.946,0.629,0.178,0.543,0.33,3.08,0.935,0.565,1.6,0.2365,0.234
354,10507,11,9/16/2017,10:19,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 354.szv,7.1,10.6,1.875,2.857,0.265,0.27,0.376,0.315,0.589,0.625,3.88,6.31,0.351,0.298,5.03,0.2273,0.2378
355,10508,11,9/16/2017,10:19,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 355.szv,3.9,3.9,0.952,0.952,0.247,0.247,0.963,0.963,0.443,0.443,1.59,1.59,0.962,0.962,0.03,0.2093,0.226
356,10510,11,9/16/2017,10:20,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 356.szv,11.3,16.4,1.63,2.587,0.144,0.158,0.581,0.329,0.494,0.595,5.58,9.75,,,7.34,0.1658,0.1687
357,10509,11,9/16/2017,10:21,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 357.szv,7.7,9.9,2.079,2.579,0.271,0.261,0.173,0.214,0.338,0.344,2.59,3.4,,,2.94,0.204,0.2177
358,10511,11,9/16/2017,10:22,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 358.szv,7.8,9.6,1.965,2.415,0.252,0.252,0.267,0.21,0.375,0.382,2.56,3.29,0.224,0.18,2.94,0.2322,0.2405
359,10512,11,9/16/2017,10:22,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 359.szv,0.9,4.9,0.073,1.172,0.081,0.239,0.858,0.934,0.027,0.482,0.02,2.21,0.465,0.865,0.17,0.2252,0.2532
360,10513,11,9/16/2017,10:22,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 360.szv,6.2,9,1.174,2.017,0.19,0.225,0.18,0.421,0.241,0.287,1.32,2.37,0.09,0.378,1.18,0.2675,0.2628
