Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
1,10208.0,1,8/22/2016,9:11,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 1.szv,56.3,60.0,23.615,23.734,0.42,0.396,0.032,0.028,0.959,0.965,53.99,57.9,,,56.47,0.2892,0.284
2,10208.0,2,8/22/2016,9:13,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 2.szv,56.3,60.0,12.927,13.715,0.23,0.229,0.103,0.095,0.71,0.733,39.97,44.0,,,41.5,0.2892,0.284
3,10209.0,1,8/22/2016,9:15,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 3.szv,56.5,60.0,10.733,10.889,0.19,0.182,0.139,0.135,0.824,0.824,46.52,49.44,,,47.6,0.2298,0.2305
4,10209.0,2,8/22/2016,9:17,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 4.szv,55.4,60.0,12.921,14.027,0.233,0.234,0.118,0.112,0.825,0.849,45.68,50.9,,,48.48,0.2298,0.2305
5,10210.0,1,8/22/2016,9:19,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 5.szv,58.1,60.0,12.097,12.155,0.208,0.203,0.029,0.029,0.667,0.663,38.75,39.76,,,39.11,0.2445,0.2703
6,10210.0,2,8/22/2016,9:20,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 6.szv,0.3,3.1,0.031,0.76,0.102,0.245,1.056,0.995,0.051,0.449,0.02,1.39,,,0.22,0.2445,0.2703
7,10211.0,1,8/22/2016,9:21,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 7.szv,55.6,60.0,13.352,13.583,0.24,0.226,0.059,0.052,0.931,0.94,51.74,56.36,,,53.72,0.2365,0.2327
8,10211.0,2,8/22/2016,9:23,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 8.szv,39.2,41.4,8.675,9.295,0.221,0.225,0.092,0.054,0.79,0.779,30.96,32.27,,,31.67,0.2365,0.2327
9,10212.0,1,8/22/2016,9:24,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 9.szv,56.9,60.0,12.028,12.148,0.211,0.203,0.014,0.004,0.784,0.781,44.62,46.85,,,45.41,0.2465,0.2438
10,10212.0,2,8/22/2016,9:26,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 10.szv,55.6,60.0,18.427,19.515,0.331,0.325,0.048,0.083,0.791,0.791,43.96,47.46,,,45.52,0.2465,0.2438
11,10213.0,1,8/22/2016,9:28,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 11.szv,58.2,60.0,10.173,10.246,0.175,0.171,0.147,0.15,0.814,0.802,47.35,48.1,,,47.49,0.2453,0.2468
12,10213.0,2,8/22/2016,9:30,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 12.szv,56.8,60.0,15.254,16.09,0.269,0.268,0.056,0.01,0.727,0.722,41.3,43.3,,,42.09,0.2453,0.2468
13,10214.0,1,8/22/2016,9:32,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 13.szv,10.6,15.0,2.559,2.974,0.241,0.198,0.424,0.375,0.599,0.73,6.35,10.95,,,8.19,0.2425,0.2372
14,10214.0,2,8/22/2016,9:32,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 14.szv,55.7,60.0,11.497,12.079,0.206,0.201,0.111,0.097,0.622,0.656,34.66,39.36,,,36.75,0.2425,0.2372
15,10215.0,1,8/22/2016,9:34,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 15.szv,8.3,12.6,1.799,1.992,0.218,0.158,0.586,0.568,0.715,0.817,5.9,10.26,0.53,0.523,6.74,0.2463,0.244
16,10215.0,2,8/22/2016,9:35,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 16.szv,56.9,60.0,12.29,13.03,0.216,0.217,0.037,0.022,0.564,0.577,32.11,34.6,,,33.23,0.2463,0.244
17,10216.0,1,8/22/2016,9:37,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 17.szv,56.7,60.0,11.292,11.588,0.199,0.193,0.037,0.019,0.933,0.922,52.9,55.34,,,53.76,0.2142,0.227
18,10216.0,2,8/22/2016,9:38,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 18.szv,4.9,9.5,0.811,2.218,0.166,0.233,0.509,0.549,0.231,0.449,1.13,4.26,,,1.9,0.2142,0.227
19,10217.0,1,8/22/2016,9:40,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 19.szv,57.8,60.0,12.596,12.696,0.218,0.212,0.087,0.085,0.806,0.795,46.57,47.67,,,47.04,0.2032,0.2262
