Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
1,10474.0,1,7/10/2017,9:58,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 1.szv,54.8,60.0,8.514,9.182,0.155,0.153,0.138,0.098,0.95,0.934,52.05,56.04,,,53.52,0.1662,0.167
2,10474.0,2,7/10/2017,10:00,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 2.szv,8.0,14.7,1.442,2.701,0.18,0.184,0.816,0.472,0.658,0.886,5.26,13.03,,,9.57,0.1662,0.167
3,10475.0,1,7/10/2017,10:01,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 3.szv,52.9,60.0,7.196,8.523,0.136,0.142,0.041,0.113,0.862,0.867,45.57,52.0,,,47.43,0.1537,0.1577
4,10475.0,2,7/10/2017,10:03,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 4.szv,35.4,41.3,4.76,6.099,0.134,0.148,0.265,0.155,0.608,0.656,21.51,27.09,0.252,0.153,24.1,0.1537,0.1577
5,10476.0,1,7/10/2017,10:05,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 5.szv,55.8,60.0,7.495,7.945,0.134,0.132,0.14,0.166,0.877,0.866,48.94,51.96,,,49.43,0.1892,0.1902
6,10476.0,2,7/10/2017,10:07,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 6.szv,54.4,60.0,8.089,9.265,0.149,0.154,0.139,0.036,0.718,0.729,39.04,43.76,,,40.06,0.1892,0.1902
7,10477.0,1,7/10/2017,10:10,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 7.szv,57.1,60.0,7.695,7.828,0.135,0.13,0.116,0.109,0.62,0.616,35.42,36.92,,,36.14,0.1677,0.1688
8,10477.0,2,7/10/2017,10:12,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 8.szv,57.5,60.0,7.308,7.733,0.127,0.129,0.203,0.16,0.706,0.692,40.56,41.49,,,40.26,0.1677,0.1688
9,10478.0,1,7/10/2017,10:15,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 9.szv,57.4,60.0,9.897,9.94,0.172,0.166,0.095,0.095,0.634,0.627,36.37,37.59,,,36.84,0.188,0.1863
10,10478.0,2,7/10/2017,10:18,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 10.szv,14.3,18.4,2.309,3.007,0.161,0.163,0.356,0.3,0.403,0.465,5.59,8.36,0.299,0.252,6.6,0.188,0.1863
