Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
497,10264,11,10/15/2016,11:09,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 497.szv,0.6,2.3,0.105,0.5,0.181,0.22,0.887,0.885,0.035,0.211,0.01,0.44,0.788,0.788,0.11,0.1942,0.2337
498,10265,11,10/15/2016,11:10,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 498.szv,0.5,2.2,0.104,0.474,0.217,0.218,0.637,0.944,0.029,0.197,0,0.36,0.999,0.909,0.01,0.1757,0.2275
499,10266,11,10/15/2016,11:10,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 499.szv,12.4,16.8,3.368,4.767,0.272,0.284,0.059,0.238,0.49,0.552,5.8,8.96,0.037,0.229,6.9,0.2268,0.244
500,10267,11,10/15/2016,11:11,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 500.szv,5.2,8.9,1.403,2.315,0.272,0.261,0.749,0.396,0.531,0.723,2.4,5.94,0.76,0.383,4.55,0.1995,0.2292
501,10268,11,10/15/2016,11:11,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 501.szv,0.6,2.2,0.085,0.429,0.153,0.199,0.957,0.977,0.026,0.212,0,0.36,0.98,0.953,0.05,0.2177,0.228
502,10269,11,10/15/2016,11:12,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 502.szv,9.8,13.2,2.564,3.664,0.262,0.278,0.373,0.234,0.598,0.644,5.63,8.26,0.366,0.216,7.14,0.2048,0.2315
503,10270,11,10/15/2016,11:13,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 503.szv,11.3,14.7,2.829,3.938,0.25,0.268,0.32,0.248,0.592,0.605,6.46,8.65,0.29,0.223,7.21,0.2505,0.2582
504,10271,11,10/15/2016,11:14,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 504.szv,6.4,9.9,1.951,3.132,0.306,0.317,0.503,0.286,0.594,0.736,3.65,7.09,0.537,0.295,5.8,0.2415,0.254
505,10272,11,10/15/2016,11:15,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 505.szv,0.3,4.4,0.047,1.195,0.157,0.271,0.889,0.887,0,0.431,0,1.69,,0.838,0.07,0.2033,0.2328
506,10273,11,10/15/2016,11:16,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 506.szv,1,2.6,0.178,0.587,0.186,0.229,0.75,0.858,0.051,0.234,0.02,0.49,0.783,0.829,0.09,0.2072,0.2688
507,10274,11,10/15/2016,11:16,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 507.szv,5.7,9,1.49,2.461,0.261,0.273,0.568,0.351,0.52,0.586,2.67,4.95,0.563,0.322,3.86,0.1963,0.236
508,10275,11,10/15/2016,11:17,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 508.szv,0.5,2.1,0.056,0.428,0.119,0.207,0.992,0.988,0.017,0.208,0,0.34,,0.986,0.02,0.1975,0.2422
509,10276,11,10/15/2016,11:17,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 509.szv,3.8,7.4,0.975,2.066,0.257,0.279,0.661,0.426,0.398,0.538,1.29,3.68,0.691,0.405,2.51,0.1907,0.228
510,10277,11,10/15/2016,11:18,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 510.szv,12.2,15.9,3.131,4.2,0.257,0.265,0.212,0.232,0.483,0.558,5.59,8.52,0.173,0.208,7.11,0.2263,0.2345
