Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
261,10494,2,9/15/2017,9:43,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 261.szv,10.1,14,2.721,3.882,0.269,0.277,0.227,0.309,0.675,0.668,5.52,8.07,0.209,0.278,6.31,0.2167,0.2583
262,10495,2,9/15/2017,9:44,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 262.szv,16.1,18.5,2.834,3.345,0.176,0.181,0.175,0.182,0.368,0.392,4.94,6.2,0.177,0.168,5.27,0.1963,0.2212
263,10496,2,9/15/2017,9:44,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 263.szv,12,17.5,2.158,3.41,0.18,0.195,0.238,0.345,0.321,0.434,3.2,6.72,0.195,0.325,3.98,0.1513,0.1928
264,10497,2,9/15/2017,9:45,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 264.szv,5.6,9.3,0.584,1.56,0.105,0.168,0.561,0.549,0.138,0.365,0.41,2.44,0.64,0.561,0.86,0.1422,0.2228
265,10498,2,9/15/2017,9:46,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 265.szv,9,11.2,1.539,2.12,0.172,0.19,0.248,0.327,0.348,0.356,2.01,2.84,0.225,0.294,2.16,0.2217,0.2497
266,10499,2,9/15/2017,9:46,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 266.szv,17.1,20.7,3.854,4.374,0.226,0.212,0.18,0.205,0.603,0.623,8.97,11.5,0.17,0.189,10.03,0.2112,0.2283
267,10500,2,9/15/2017,9:47,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 267.szv,10.2,13.5,2.094,3.097,0.205,0.229,0.316,0.27,0.612,0.586,4.17,5.93,0.3,0.258,4.89,0.2113,0.2305
268,10501,2,9/15/2017,9:48,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 268.szv,4.3,6.6,0.597,1.056,0.139,0.16,0.942,0.54,0.182,0.354,0.37,1.54,0.994,0.534,0.96,0.189,0.2055
269,10502,2,9/15/2017,9:48,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 269.szv,3.2,5.7,0.36,0.928,0.113,0.163,0.796,0.669,0.077,0.306,0.08,1.09,0.981,0.649,0.51,0.151,0.1932
270,10503,2,9/15/2017,9:49,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 270.szv,7.8,12.7,0.282,1.398,0.036,0.11,0.088,0.752,0.035,0.169,0.26,2.09,0.375,0.707,-1.58,0.1378,0.1838
