Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
321,10474,8,7/15/2017,10:53,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 321.szv,2.5,6.2,0.539,1.488,0.216,0.24,0.986,0.54,0.219,0.567,0.55,3.51,,,2.05,0.2087,0.2257
322,10475,8,7/15/2017,10:54,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 322.szv,4.1,8,0.843,1.397,0.207,0.175,0.986,0.694,0.289,0.638,1.08,4.87,0.97,0.673,2.46,0.2315,0.235
323,10476,8,7/15/2017,10:54,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 323.szv,0.7,2.4,0.099,0.599,0.141,0.25,0.823,0.858,0.042,0.223,0.03,0.54,,,0.12,0.2523,0.2525
324,10477,8,7/15/2017,10:55,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 324.szv,3.2,7.8,0.85,2.124,0.266,0.272,0.974,0.601,0.328,0.787,0.92,5.82,0.946,0.565,3.35,0.2543,0.2537
325,10478,8,7/15/2017,10:55,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 325.szv,0.3,3.5,0.043,0.778,0.154,0.224,0.734,0.982,0,0.336,0,1.01,,0.973,-0.03,0.2042,0.216
326,10479,8,7/15/2017,10:55,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 326.szv,2.6,7.4,0.507,1.782,0.195,0.241,0.983,0.717,0.179,0.726,0.31,4.73,0.977,0.71,1.9,0.2347,0.2493
327,10480,8,7/15/2017,10:56,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 327.szv,7.9,12.2,1.609,2.497,0.204,0.205,0.725,0.392,0.72,0.813,5.41,9.61,0.747,0.392,7.37,0.2253,0.2218
328,10481,8,7/15/2017,10:57,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 328.szv,0.3,5.3,0,1.278,0,0.241,,0.972,0,0.572,0,2.49,,0.965,-0.04,0.1943,0.2327
329,10482,8,7/15/2017,10:57,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 329.szv,5.7,9,1.53,2.618,0.268,0.291,0.692,0.385,0.624,0.748,3.31,6.44,0.699,0.343,5.09,0.2693,0.2715
330,10483,8,7/15/2017,10:58,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 330.szv,1,6,0.12,1.308,0.12,0.218,0.802,0.898,0.026,0.577,0.01,3.18,0.999,0.918,0.26,0.1967,0.224
