Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
291,10474,5,7/14/2017,10:38,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 291.szv,4,7.2,0.618,0.998,0.155,0.139,0.813,0.75,0.141,0.34,0.54,2.38,0.68,0.622,1.01,0.1615,0.1935
292,10475,5,7/14/2017,10:38,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 292.szv,7.9,10.7,1.268,1.955,0.161,0.183,0.126,0.268,0.208,0.247,1.63,2.63,,,1.95,0.1435,0.1753
293,10476,5,7/14/2017,10:39,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 293.szv,12.8,16.2,3.13,4.122,0.245,0.255,0.096,0.214,0.514,0.512,6.03,7.75,0.082,0.194,6.58,0.196,0.2258
294,10477,5,7/14/2017,10:39,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 294.szv,2.1,5.9,0.24,1.183,0.114,0.201,0.734,0.643,0.031,0.379,0.02,1.66,0.704,0.659,0.66,0.1547,0.1778
295,10478,5,7/14/2017,10:40,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 295.szv,8.4,10.8,2.164,2.526,0.258,0.234,0.177,0.221,0.32,0.34,2.35,3.3,0.182,0.198,2.74,0.1867,0.1995
296,10479,5,7/14/2017,10:40,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 296.szv,10.8,14.7,2.996,3.961,0.277,0.269,0.404,0.252,0.42,0.58,3.87,7.62,0.448,0.27,6.25,0.1813,0.2067
297,10480,5,7/14/2017,10:41,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 297.szv,3.2,6.1,0.392,1.018,0.124,0.168,0.897,0.582,0.103,0.318,0.16,1.42,0.951,0.587,0.71,0.1408,0.1857
298,10481,5,7/14/2017,10:41,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 298.szv,12,16.5,2.639,3.925,0.22,0.238,0.437,0.304,0.693,0.73,7.66,11.34,0.416,0.277,9.03,0.2158,0.236
299,10482,5,7/14/2017,10:42,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 299.szv,5.1,9.9,0.913,2.166,0.179,0.219,0.911,0.551,0.293,0.683,1.03,5.69,0.902,0.524,3.31,0.1917,0.2215
300,10483,5,7/14/2017,10:42,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 300.szv,2.2,6,0.24,1.28,0.109,0.213,0.871,0.692,0.046,0.429,0.03,1.93,0.955,0.697,0.64,0.121,0.1937
