Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
361,9825,6,6/26/2015,12:23,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 361.szv,3.5,3.5,0.944,0.944,0.27,0.27,0.933,0.933,0.482,0.482,1.36,1.36,0.928,0.928,0.26,0.195,0.2083
362,9826,6,6/26/2015,12:24,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 362.szv,0.1,3,0,0.861,0,0.287,,0.951,0,0.409,0,0.99,,0.957,0.1,0.2052,0.2533
363,9827,6,6/26/2015,12:24,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 363.szv,6.8,8.7,2.023,2.575,0.297,0.296,0.173,0.2,0.329,0.346,2.12,2.89,0.157,0.193,2.46,0.2338,0.2618
364,9828,6,6/26/2015,12:24,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 364.szv,0.4,4,0.049,1.258,0.129,0.316,0.97,0.927,0,0.541,0,1.91,,0.901,0.15,0.251,0.3017
365,9829,6,6/26/2015,12:25,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 365.szv,16.3,20.1,5.014,6.262,0.308,0.312,0.154,0.174,0.468,0.496,7.47,9.81,0.14,0.155,8.28,0.2457,0.2575
366,9830,6,6/26/2015,12:25,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 366.szv,3.4,6.5,1.002,2.012,0.295,0.309,0.89,0.471,0.415,0.673,1.08,3.84,0.905,0.46,2.65,0.279,0.2775
367,9831,6,6/26/2015,12:26,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 367.szv,58.5,60,15.692,16.123,0.268,0.269,0.005,0.03,0.643,0.636,37.62,38.16,,,37.85,0.2603,0.262
368,9832,6,6/26/2015,12:27,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 368.szv,8.4,10.9,1.851,2.377,0.22,0.218,0.459,0.27,0.35,0.413,2.69,4.21,0.438,0.245,3.48,0.1953,0.2232
369,9833,6,6/26/2015,12:28,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 369.szv,40.8,44.4,10.249,11.159,0.251,0.251,0.04,0.086,0.55,0.556,21.88,24.12,0.028,0.074,22.76,0.2192,0.2282
370,9834,6,6/26/2015,12:32,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 370.szv,33.3,37.2,7.653,8.787,0.23,0.236,0.15,0.107,0.725,0.743,23.72,27.2,0.144,0.1,25.55,0.2082,0.2208
371,9835,6,6/26/2015,12:33,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 371.szv,0.6,2.4,0.115,0.6,0.199,0.252,0.943,0.966,0,0.27,0,0.49,,0.973,0.06,0.2593,0.2708
372,9836,6,6/26/2015,12:34,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 372.szv,2.6,4.7,0.674,1.229,0.259,0.262,0.948,0.491,0.294,0.454,0.61,1.89,0.948,0.45,1.37,0.2127,0.2538
