Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
291,10042,5,1/22/2016,10:55,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 291.szv,3.5,5.2,0.807,1.326,0.231,0.255,0.406,0.467,0.202,0.268,0.65,1.32,0.335,0.387,0.82,0.2828,0.2932
292,10043,5,1/22/2016,10:56,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 292.szv,16,18.9,5.432,6.51,0.34,0.344,0.189,0.139,0.431,0.49,6.89,9.25,,,8.26,0.2472,0.2752
293,10044,5,1/22/2016,10:56,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 293.szv,2.1,2.1,0.542,0.542,0.262,0.262,0.935,0.935,0.279,0.279,0.51,0.51,0.93,0.93,0.07,0.2163,0.2423
294,10045,5,1/22/2016,10:56,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 294.szv,1,4.5,0.268,1.545,0.271,0.344,0.99,0.757,0.099,0.613,0.09,2.7,0.832,0.672,1.11,0.2745,0.298
295,10046,5,1/22/2016,10:57,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 295.szv,0.1,2.3,0.026,0.765,0.259,0.332,1,0.949,0,0.35,0,0.69,,0.958,0.04,0.2312,0.2998
296,10047,5,1/22/2016,10:57,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 296.szv,1,4.8,0.136,1.347,0.14,0.282,0.813,0.815,0.034,0.599,0.01,2.53,0.626,0.792,0.75,0.26,0.2752
297,10048,5,1/22/2016,10:57,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 297.szv,0.6,2.3,0.14,0.63,0.234,0.274,1.093,0.846,0.061,0.288,0.03,0.63,0.959,0.796,0.2,0.2825,0.2873
298,10049,5,1/22/2016,10:57,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 298.szv,1.9,5.8,0.487,1.914,0.26,0.332,0.757,0.635,0.153,0.509,0.25,2.82,0.658,0.574,1.06,0.2522,0.2773
299,10050,5,1/22/2016,10:57,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 299.szv,3.3,6.6,0.747,1.895,0.226,0.287,0.364,0.631,0.13,0.405,0.41,2.62,0.135,0.554,0.71,0.282,0.3217
300,10051,5,1/22/2016,10:58,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 300.szv,0.7,1.9,0.123,0.424,0.178,0.224,0.951,0.965,0.029,0.183,0.01,0.26,,0.949,0.04,0.2162,0.2645
