Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
361,10382,12,4/1/2017,10:40,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 361.szv,6.4,8,1.987,2.377,0.311,0.298,0.217,0.237,0.562,0.517,3.44,3.99,0.175,0.184,3.66,0.2365,0.2607
362,10383,12,4/1/2017,10:40,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 362.szv,2.1,4,0.412,1.001,0.196,0.25,0.89,0.578,0.136,0.348,0.2,1.17,0.97,0.587,0.62,0.2588,0.2812
363,10384,12,4/1/2017,10:40,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 363.szv,3.9,3.9,1.041,1.041,0.267,0.267,0.832,0.832,0.43,0.43,1.68,1.68,,,0.21,0.2,0.2243
364,10385,12,4/1/2017,10:41,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 364.szv,0.7,3.8,0.146,1.179,0.208,0.31,0.846,0.823,0.065,0.462,0.03,1.63,0.999,0.833,0.22,0.2705,0.3073
365,10386,12,4/1/2017,10:42,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 365.szv,0.1,3.8,0,1.095,0,0.288,,0.962,0,0.509,0,1.86,,0.962,-0.02,0.1652,0.2807
366,10387,12,4/1/2017,10:42,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 366.szv,1.2,4.6,0.187,1.266,0.158,0.276,0.718,0.844,0.034,0.489,0.02,2,0.709,0.866,0.23,0.2267,0.2975
367,10388,12,4/1/2017,10:42,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 367.szv,3,3,0.88,0.88,0.296,0.296,0.942,0.942,0.426,0.426,1.15,1.15,0.941,0.941,0.09,0.2525,0.251
368,10389,12,4/1/2017,10:43,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 368.szv,1,3.8,0.154,0.847,0.157,0.224,0.667,0.891,0.017,0.229,0.01,0.75,0.323,0.892,-0.23,0.1807,0.2358
369,10390,12,4/1/2017,10:43,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 369.szv,0.8,4,0.169,1.267,0.212,0.317,0.941,0.728,0.06,0.512,0.04,1.95,0.897,0.718,0.72,0.2155,0.2705
370,10391,12,4/1/2017,10:43,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 370.szv,0.6,2.5,0.168,0.626,0.281,0.251,0.273,0.773,0.038,0.208,0.01,0.45,,0.956,0.04,0.2207,0.2322
