Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
341,9965,10,10/17/2015,9:39,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 341.szv,0.3,3.8,0.021,1.274,0.082,0.339,0.943,0.833,0,0.597,0,2.07,,0.826,0.55,nan,nan
342,9966,10,10/17/2015,9:39,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 342.szv,4.7,6.5,1.468,2.016,0.313,0.311,0.439,0.275,0.484,0.499,2.22,3.19,0.444,0.24,2.79,nan,nan
343,9967,10,10/17/2015,9:39,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 343.szv,4.7,8.5,1.685,2.821,0.359,0.332,0.704,0.425,0.658,0.831,3.01,6.96,0.702,0.387,5.13,nan,nan
344,9968,10,10/17/2015,9:40,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 344.szv,3,3,0.977,0.977,0.33,0.33,0.981,0.981,0.485,0.485,1.34,1.34,0.982,0.982,0.01,nan,nan
345,9969,10,10/17/2015,9:40,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 345.szv,3.4,4.4,1.034,1.351,0.305,0.308,0.366,0.284,0.361,0.341,1.13,1.41,0.396,0.235,1.25,nan,nan
346,9970,10,10/17/2015,9:40,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 346.szv,3.8,3.8,1.228,1.228,0.323,0.323,0.971,0.971,0.625,0.625,2.22,2.22,0.961,0.961,0.22,nan,nan
347,9971,10,10/17/2015,9:41,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 347.szv,2.6,4.4,0.441,0.892,0.17,0.203,0.901,0.621,0.15,0.317,0.19,0.98,0.891,0.59,0.52,nan,nan
348,9972,10,10/17/2015,9:42,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 348.szv,0.5,4.2,0.101,1.51,0.214,0.362,0.799,0.801,0.014,0.532,0.01,2.2,0.482,0.706,0.6,nan,nan
349,9973,10,10/17/2015,9:42,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 349.szv,4.8,7.5,1.511,2.378,0.316,0.318,0.715,0.361,0.726,0.772,3.25,5.55,0.742,0.333,4.59,nan,nan
350,9974,10,10/17/2015,9:42,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 350.szv,2.5,2.5,0.833,0.833,0.337,0.337,0.983,0.983,0.417,0.417,0.92,0.92,0.977,0.977,0.07,nan,nan
