Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
1,10218.0,1,8/22/2016,9:44,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 1.szv,56.3,60.0,8.943,9.075,0.159,0.151,0.179,0.175,0.717,0.722,40.35,43.34,,,41.22,0.2137,0.2147
2,10218.0,2,8/22/2016,9:46,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 2.szv,44.9,49.9,7.565,8.483,0.169,0.17,0.174,0.142,0.725,0.765,32.52,38.17,0.159,0.126,34.78,0.2137,0.2147
3,10219.0,1,8/22/2016,9:47,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 3.szv,28.0,31.6,4.894,5.979,0.175,0.189,0.28,0.162,0.851,0.873,23.79,27.56,0.249,0.144,25.54,0.239,0.2412
4,10219.0,2,8/22/2016,9:48,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 4.szv,55.6,60.0,13.721,14.703,0.247,0.245,0.108,0.108,0.825,0.832,45.86,49.92,,,47.56,0.239,0.2412
5,10220.0,1,8/22/2016,9:51,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 5.szv,55.8,60.0,7.479,8.405,0.134,0.14,0.147,0.17,0.708,0.702,39.49,42.1,,,39.47,0.1968,0.2
6,10220.0,2,8/22/2016,9:53,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 6.szv,54.4,60.0,10.757,12.143,0.198,0.202,0.039,0.072,0.771,0.807,41.92,48.41,,,45.24,0.1968,0.2
7,10221.0,1,8/22/2016,9:56,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 7.szv,57.6,60.0,10.505,10.593,0.182,0.177,0.07,0.062,0.802,0.792,46.19,47.54,,,46.68,0.23,0.2293
8,10221.0,2,8/22/2016,9:58,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 8.szv,41.3,43.2,8.913,9.351,0.216,0.216,0.024,0.054,0.445,0.44,18.36,19.01,,,18.53,0.23,0.2293
9,10222.0,1,8/22/2016,9:59,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 9.szv,52.6,54.6,11.575,11.615,0.22,0.213,0.052,0.049,0.73,0.719,38.05,38.89,0.039,0.035,38.48,0.1988,0.2008
10,10222.0,2,8/22/2016,10:00,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 10.szv,55.8,60.0,8.357,9.204,0.15,0.153,0.19,0.137,0.745,0.739,41.58,44.33,,,41.98,0.1988,0.2008
11,10223.0,1,8/22/2016,10:02,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 11.szv,54.9,60.0,10.469,11.387,0.191,0.19,0.065,0.1,0.686,0.701,37.65,42.06,,,39.31,0.1837,0.1973
