Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
349,9825,5,6/26/2015,12:10,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 349.szv,1.4,3.3,0.129,0.568,0.092,0.172,0.792,0.949,0,0.214,0,0.35,,0.971,0.02,0.1692,0.2083
350,9826,5,6/26/2015,12:11,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 350.szv,1.5,4.6,0.285,1.33,0.19,0.289,0.935,0.685,0.086,0.395,0.12,1.75,0.787,0.58,0.72,0.219,0.2533
351,9827,5,6/26/2015,12:11,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 351.szv,1.1,3.3,0.267,0.927,0.243,0.281,0.944,0.733,0.082,0.33,0.08,1.04,0.868,0.633,0.44,0.2295,0.2618
352,9828,5,6/26/2015,12:12,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 352.szv,3.4,3.4,1.198,1.198,0.353,0.353,0.915,0.915,0.562,0.562,1.89,1.89,0.887,0.887,0.3,0.2915,0.3017
353,9829,5,6/26/2015,12:13,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 353.szv,0.5,3.5,0.067,1,0.134,0.286,1.045,0.819,0.016,0.418,0.01,1.4,0.999,0.796,0.34,0.2347,0.2575
354,9830,5,6/26/2015,12:14,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 354.szv,5.5,9.4,1.412,2.265,0.257,0.241,0.693,0.558,0.409,0.662,2.25,6.23,,,3.7,0.2822,0.2775
355,9831,5,6/26/2015,12:14,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 355.szv,52.9,54.6,14.431,14.931,0.273,0.274,0.018,0.031,0.727,0.713,38.35,38.84,0.012,0.03,38.45,0.261,0.262
356,9832,5,6/26/2015,12:16,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 356.szv,0.3,5.4,0.056,1.423,0.187,0.263,1.034,0.855,0,0.603,0,2.9,,0.846,0.54,0.1808,0.2232
357,9833,5,6/26/2015,12:16,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 357.szv,2.5,7.4,0.421,1.801,0.17,0.244,0.927,0.624,0.13,0.664,0.3,4.77,0.924,0.62,2.22,0.2148,0.2282
358,9834,5,6/26/2015,12:16,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 358.szv,18.3,19.8,4.08,4.453,0.223,0.225,0.086,0.081,0.546,0.529,9.99,10.47,,,10.22,0.215,0.2208
359,9835,5,6/26/2015,12:17,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 359.szv,5.2,8.3,1.383,2.244,0.267,0.271,0.727,0.398,0.592,0.676,2.84,5.33,0.724,0.381,4.04,0.265,0.2708
360,9836,5,6/26/2015,12:18,pm,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 360.szv,8.7,11.1,2.369,3.054,0.273,0.276,0.369,0.24,0.579,0.61,4.85,6.57,0.334,0.206,5.85,0.2153,0.2538
