Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
1,9825.0,1,6/22/2015,10:45,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 1.szv,55.0,60.0,11.07,12.845,0.201,0.214,0.072,0.133,0.579,0.566,31.82,33.94,,,30.48,0.2003,0.234
2,9825.0,2,6/22/2015,10:48,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 2.szv,55.2,60.0,12.517,13.938,0.227,0.232,0.062,0.053,0.667,0.686,36.8,41.16,,,38.48,0.2003,0.234
3,9826.0,1,6/22/2015,10:51,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 3.szv,55.1,60.0,13.39,15.916,0.243,0.265,0.095,0.072,0.683,0.682,37.64,40.94,,,38.07,0.2417,0.2442
4,9826.0,2,6/22/2015,10:53,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 4.szv,16.6,18.3,2.632,2.75,0.159,0.15,0.224,0.192,0.292,0.305,4.84,5.58,,,5.03,0.2417,0.2442
5,9827.0,1,6/22/2015,10:56,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 5.szv,55.6,60.0,10.071,10.347,0.181,0.172,0.128,0.113,0.792,0.82,44.0,49.19,,,45.13,0.2673,0.2663
6,9827.0,2,6/22/2015,10:58,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 6.szv,2.1,5.1,0.506,1.232,0.241,0.242,0.886,0.688,0.209,0.465,0.44,2.37,,,1.05,0.2673,0.2663
7,9828.0,1,6/22/2015,11:00,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 7.szv,55.4,60.0,12.407,13.805,0.224,0.23,0.103,0.121,0.757,0.775,41.94,46.51,,,43.32,0.2542,0.2575
8,9828.0,2,6/22/2015,11:02,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 8.szv,58.1,60.0,11.873,12.266,0.204,0.204,0.113,0.13,0.747,0.736,43.4,44.15,,,43.55,0.2542,0.2575
9,9829.0,1,6/22/2015,11:05,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 9.szv,57.1,60.0,12.143,12.459,0.213,0.208,0.061,0.073,0.829,0.829,47.31,49.74,,,47.92,0.2738,0.2822
10,9829.0,2,6/22/2015,11:08,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 10.szv,24.2,27.6,5.127,5.956,0.212,0.216,0.201,0.182,0.626,0.649,15.14,17.9,0.179,0.163,15.66,0.2738,0.2822
11,9830.0,1,6/22/2015,11:11,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 11.szv,57.6,60.0,12.422,12.902,0.216,0.215,0.105,0.074,0.818,0.812,47.1,48.7,,,47.96,0.2152,0.2292
12,9830.0,2,6/22/2015,11:13,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 12.szv,55.5,60.0,10.554,11.643,0.19,0.194,0.003,0.09,0.736,0.766,40.84,45.98,,,43.16,0.2152,0.2292
13,9831.0,1,6/22/2015,11:16,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 13.szv,55.1,60.0,12.07,13.632,0.219,0.227,0.047,0.104,0.672,0.689,37.02,41.34,,,38.67,0.2312,0.2262
14,9831.0,2,6/22/2015,11:18,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 14.szv,55.7,60.0,10.17,12.411,0.183,0.207,0.147,0.051,0.816,0.812,45.41,48.73,,,46.35,0.2312,0.2262
15,9832.0,1,6/22/2015,11:21,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 15.szv,54.7,60.0,10.642,11.375,0.195,0.19,0.092,0.078,0.739,0.772,40.44,46.3,,,42.73,0.2048,0.217
16,9832.0,2,6/22/2015,11:23,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 16.szv,56.1,60.0,9.969,10.914,0.178,0.182,0.132,0.054,0.874,0.875,49.0,52.52,,,50.31,0.2048,0.217
17,9833.0,1,6/22/2015,11:26,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 17.szv,55.3,60.0,8.194,9.115,0.148,0.152,0.129,0.065,0.811,0.823,44.82,49.35,,,46.93,0.1778,0.182
18,9833.0,2,6/22/2015,11:28,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 18.szv,21.4,27.6,2.613,3.409,0.122,0.124,0.332,0.375,0.459,0.555,9.83,15.32,,,10.16,0.1778,0.182
19,9834.0,1,6/22/2015,11:30,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 19.szv,57.1,60.0,11.778,12.025,0.206,0.2,0.096,0.082,0.56,0.563,31.98,33.75,,,33.02,0.1852,0.1838
20,9834.0,2,6/22/2015,11:32,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 20.szv,57.6,60.0,7.953,8.463,0.138,0.141,0.139,0.158,0.807,0.792,46.5,47.54,,,46.81,0.1852,0.1838
21,9835.0,1,6/22/2015,11:35,am,"mzempare, ncarey",CAS_June22-2015_YoungMiddle videos\Test 21.szv,56.1,60.0,10.462,10.738,0.187,0.179,0.027,0.031,0.865,0.862,48.53,51.68,,,49.8,0.185,0.2058
