Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
455,10264,8,10/15/2016,9:51,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 455.szv,0.2,3.6,0.031,0.877,0.155,0.244,1,0.94,0,0.397,0,1.22,,0.933,0.04,0.2055,0.2337
456,10265,8,10/15/2016,9:52,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 456.szv,1.1,5.7,0.095,1.38,0.086,0.242,0.825,0.85,0.024,0.411,0.01,2.05,0.849,0.778,-0.06,0.202,0.2275
457,10266,8,10/15/2016,9:52,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 457.szv,1.3,4.4,0.188,1.078,0.145,0.245,0.932,0.752,0.036,0.406,0.03,1.64,0.902,0.735,0.47,0.1833,0.244
458,10267,8,10/15/2016,9:53,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 458.szv,4,9,0.57,1.866,0.144,0.208,0.829,0.63,0.122,0.608,0.44,5.24,0.773,0.623,2.12,0.1993,0.2292
459,10268,8,10/15/2016,9:54,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 459.szv,0.8,3,0.135,0.654,0.168,0.218,0.861,0.882,0.027,0.252,0.01,0.66,0.722,0.852,0.09,0.1948,0.228
460,10269,8,10/15/2016,9:54,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 460.szv,0.7,3.7,0.09,0.806,0.129,0.218,0.904,0.932,0.021,0.292,0,0.93,0.999,0.924,-0.1,0.1753,0.2315
461,10270,8,10/15/2016,9:55,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 461.szv,14.5,16.1,3.651,4.057,0.252,0.253,0.206,0.114,0.682,0.666,9.59,10.43,0.202,0.104,10.06,0.244,0.2582
462,10271,8,10/15/2016,9:56,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 462.szv,9.3,13.2,2.628,3.693,0.283,0.28,0.344,0.296,0.601,0.653,5.31,8.32,0.34,0.275,6.51,0.2552,0.254
463,10272,8,10/15/2016,9:57,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 463.szv,3.9,3.9,1.024,1.024,0.263,0.263,0.959,0.959,0.482,0.482,1.59,1.59,0.987,0.987,-0.01,0.2003,0.2328
464,10273,8,10/15/2016,9:57,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 464.szv,0.5,4.6,0.082,1.277,0.174,0.28,0.828,0.918,0,0.581,0,2.13,,0.926,0.21,0.2252,0.2688
465,10274,8,10/15/2016,9:58,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 465.szv,1.3,5.2,0.091,1.14,0.072,0.221,0.847,0.806,0.046,0.485,0.05,2.46,0.999,0.806,0.5,0.184,0.236
466,10275,8,10/15/2016,9:59,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 466.szv,0.5,3.5,0.03,0.867,0.06,0.248,1.342,0.904,0,0.403,0,1.16,,0.891,0.21,0.1987,0.2422
467,10276,8,10/15/2016,10:00,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 467.szv,2,7.2,0.145,1.431,0.072,0.199,0.637,0.848,0.054,0.473,0.1,3.32,0.476,0.829,-0.11,0.1427,0.228
468,10277,8,10/15/2016,10:01,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 468.szv,2,3.4,0.225,0.582,0.112,0.171,0.635,0.775,0.056,0.139,0.09,0.43,0.261,0.592,0.11,0.2045,0.2345
