Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
261,10042,2,1/22/2016,9:32,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 261.szv,4.3,7.5,1.156,2.32,0.269,0.309,0.359,0.452,0.426,0.47,1.75,3.43,0.374,0.399,2.03,0.2668,0.2932
262,10043,2,1/22/2016,9:32,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 262.szv,0.8,2.7,0.132,0.562,0.169,0.21,0.811,0.885,0.074,0.295,0.06,0.79,,,0.12,0.2525,0.2752
263,10044,2,1/22/2016,9:32,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 263.szv,1.6,6,0.276,1.556,0.173,0.26,0.929,0.722,0.086,0.504,0.09,2.73,0.843,0.712,0.61,0.2215,0.2423
264,10045,2,1/22/2016,9:33,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 264.szv,0.9,3.3,0.098,0.873,0.108,0.264,0.895,0.921,0.024,0.441,0,1.1,,0.912,0.24,0.2332,0.298
265,10046,2,1/22/2016,9:33,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 265.szv,5.5,7.1,1.381,1.831,0.253,0.259,0.16,0.312,0.193,0.225,0.97,1.48,0.074,0.276,1.01,0.2637,0.2998
266,10047,2,1/22/2016,9:34,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 266.szv,1.5,5.1,0.311,1.475,0.207,0.289,0.988,0.713,0.122,0.568,0.17,2.83,0.992,0.689,1.05,0.273,0.2752
267,10048,2,1/22/2016,9:34,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 267.szv,0.9,3.4,0.122,0.929,0.136,0.273,1.038,0.887,0.027,0.456,0,1.17,,0.862,0.34,0.2548,0.2873
268,10049,2,1/22/2016,9:34,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 268.szv,2.9,5.2,0.825,1.262,0.285,0.243,0.975,0.54,0.366,0.551,0.86,2.56,0.991,0.524,1.75,0.271,0.2773
269,10050,2,1/22/2016,9:35,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 269.szv,38.3,39.8,13.693,14.102,0.358,0.355,0.024,0.04,0.565,0.559,21.35,21.96,0.018,0.034,21.61,0.2973,0.3217
270,10051,2,1/22/2016,9:36,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 270.szv,0.8,4.4,0.064,1.333,0.08,0.303,0.923,0.822,0.033,0.417,0.02,1.78,0.654,0.711,0.3,0.1853,0.2645
