Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D3: TTR to End of test; Duration (s),Base; Duration (s),AQ D3: TTR to End of test; Distance (m),Base; Distance (m),AQ D3: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D3: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D3: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D3: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D3: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D3: TTR to End of test; Avg speed: AQ D3 (m/s),Base; Avg speed: AQ D3 (m/s)
109,10402.0,13,3/29/2017,10:23,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 109.szv,56.0,60.0,10.586,10.947,0.189,0.182,0.115,0.091,0.669,0.683,37.45,40.96,,,39.07,0.2065,0.2033
110,10402.0,14,3/29/2017,10:25,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 110.szv,7.4,12.3,1.542,2.638,0.208,0.214,0.477,0.444,0.382,0.522,2.83,6.42,,,3.99,0.2065,0.2033
111,10403.0,13,3/29/2017,10:25,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 111.szv,24.1,26.6,6.485,6.765,0.269,0.254,0.083,0.107,0.7,0.686,16.87,18.24,0.066,0.09,17.48,0.2482,0.2445
112,10403.0,14,3/29/2017,10:26,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 112.szv,56.1,58.4,11.6,12.107,0.207,0.207,0.056,0.055,0.536,0.538,30.07,31.39,,,30.62,0.2482,0.2445
113,10404.0,13,3/29/2017,10:28,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 113.szv,5.1,10.0,1.163,2.444,0.229,0.245,0.517,0.539,0.379,0.697,1.92,6.94,,,3.91,0.243,0.2422
114,10404.0,14,3/29/2017,10:29,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 114.szv,10.4,14.9,2.777,3.644,0.267,0.245,0.456,0.343,0.575,0.752,5.99,11.21,,,8.72,0.243,0.2422
115,10405.0,13,3/29/2017,10:29,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 115.szv,4.3,4.3,1.132,1.132,0.264,0.264,0.922,0.922,0.62,0.62,2.65,2.65,,,0.5,0.211,0.2283
116,10405.0,14,3/29/2017,10:30,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 116.szv,47.6,51.2,10.681,11.834,0.224,0.231,0.116,0.073,0.72,0.736,34.26,37.66,,,36.17,0.211,0.2283
117,10407.0,13,3/29/2017,10:31,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 117.szv,56.7,60.0,13.45,14.581,0.237,0.243,0.104,0.106,0.62,0.607,35.12,36.42,,,35.08,0.2408,0.243
118,10407.0,14,3/29/2017,10:33,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 118.szv,58.1,60.0,11.868,12.343,0.204,0.206,0.114,0.095,0.678,0.674,39.37,40.44,,,39.91,0.2408,0.243
119,10408.0,13,3/29/2017,10:35,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 119.szv,56.0,60.0,14.485,15.301,0.259,0.255,0.077,0.077,0.713,0.723,39.92,43.4,,,41.29,0.224,0.2568
120,10408.0,14,3/29/2017,10:37,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 120.szv,1.1,5.6,0.25,1.369,0.228,0.245,0.936,0.832,0.118,0.701,0.13,3.92,,,1.17,0.224,0.2568
121,10409.0,13,3/29/2017,10:38,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 121.szv,54.7,60.0,12.612,14.3,0.231,0.238,0.095,0.056,0.768,0.767,42.01,46.03,,,43.48,0.2067,0.2043
122,10409.0,14,3/29/2017,10:40,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 122.szv,2.9,4.7,0.395,0.469,0.136,0.1,0.829,0.761,0.199,0.25,0.58,1.18,,,0.53,0.2067,0.2043
123,10410.0,13,3/29/2017,10:40,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 123.szv,3.8,3.8,1.225,1.225,0.322,0.322,0.905,0.905,0.606,0.606,2.3,2.3,,,0.43,0.2582,0.2622
124,10410.0,14,3/29/2017,10:40,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 124.szv,58.1,60.0,14.538,14.977,0.25,0.25,0.029,0.031,0.607,0.6,35.25,36.02,,,35.49,0.2582,0.2622
125,10411.0,13,3/29/2017,10:43,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 125.szv,38.5,43.2,8.965,9.739,0.233,0.225,0.06,0.108,0.57,0.594,21.93,25.68,,,23.2,0.2217,0.2202
126,10411.0,14,3/29/2017,10:44,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 126.szv,56.6,60.0,11.383,12.173,0.201,0.203,0.077,0.122,0.687,0.672,38.86,40.33,,,38.92,0.2217,0.2202
127,10402.0,15,3/29/2017,11:22,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 127.szv,45.8,48.0,9.93,10.372,0.217,0.216,0.044,0.049,0.655,0.642,29.9,30.73,0.032,0.043,30.24,0.2065,0.2033
128,10402.0,16,3/29/2017,11:23,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 128.szv,54.9,60.0,10.338,11.611,0.188,0.194,0.123,0.021,0.674,0.666,36.99,39.95,,,37.08,0.2065,0.2033
129,10403.0,15,3/29/2017,11:26,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 129.szv,26.1,28.0,6.563,7.032,0.252,0.251,0.04,0.077,0.641,0.62,16.63,17.28,0.038,0.065,16.84,0.2482,0.2445
130,10403.0,16,3/29/2017,11:26,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 130.szv,26.4,31.0,5.988,7.125,0.227,0.23,0.066,0.161,0.612,0.624,16.13,19.31,0.054,0.159,16.46,0.2482,0.2445
131,10404.0,15,3/29/2017,11:28,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 131.szv,33.1,37.7,9.128,10.668,0.276,0.283,0.097,0.121,0.677,0.722,22.4,27.24,,,24.96,0.243,0.2422
132,10404.0,16,3/29/2017,11:29,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 132.szv,46.4,50.8,9.454,10.511,0.204,0.207,0.136,0.114,0.533,0.574,24.73,29.15,0.122,0.101,26.29,0.243,0.2422
133,10405.0,15,3/29/2017,11:30,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 133.szv,56.6,60.0,12.353,13.318,0.218,0.222,0.042,0.076,0.661,0.651,37.42,39.03,,,37.65,0.211,0.2283
134,10405.0,16,3/29/2017,11:32,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 134.szv,58.5,60.0,11.577,11.97,0.198,0.2,0.103,0.121,0.649,0.638,37.95,38.28,,,38.01,0.211,0.2283
135,10407.0,15,3/29/2017,11:35,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 135.szv,27.0,31.0,7.58,8.839,0.281,0.285,0.162,0.129,0.699,0.717,18.88,22.23,,,20.53,0.2408,0.243
136,10407.0,16,3/29/2017,11:36,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 136.szv,58.2,60.0,13.46,13.878,0.231,0.231,0.081,0.065,0.727,0.715,42.28,42.87,,,42.49,0.2408,0.243
137,10408.0,15,3/29/2017,11:38,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 137.szv,0.5,2.9,0.067,0.746,0.145,0.261,0.967,0.913,0.014,0.284,0.0,0.77,0.367,0.858,0.0,0.224,0.2568
138,10408.0,16,3/29/2017,11:38,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 138.szv,55.4,60.0,15.341,16.731,0.277,0.279,0.076,0.013,0.648,0.674,35.92,40.45,,,37.65,0.224,0.2568
139,10409.0,15,3/29/2017,11:41,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 139.szv,40.8,43.0,9.885,10.522,0.242,0.245,0.053,0.044,0.793,0.77,32.36,33.12,,,32.66,0.2067,0.2043
140,10409.0,16,3/29/2017,11:42,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 140.szv,55.2,60.0,10.547,11.925,0.191,0.199,0.073,0.127,0.818,0.801,45.16,48.06,,,45.58,0.2067,0.2043
141,10410.0,15,3/29/2017,11:44,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 141.szv,12.0,14.9,3.259,4.02,0.272,0.271,0.213,0.202,0.876,0.826,10.48,12.27,,,11.13,0.2582,0.2622
142,10410.0,16,3/29/2017,11:44,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 142.szv,18.9,22.7,5.209,6.413,0.276,0.283,0.097,0.179,0.605,0.636,11.4,14.41,0.075,0.158,12.55,0.2582,0.2622
143,10411.0,15,3/29/2017,11:46,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 143.szv,58.4,60.0,13.933,14.346,0.239,0.239,0.06,0.053,0.756,0.745,44.17,44.67,,,44.4,0.2217,0.2202
144,10411.0,16,3/29/2017,11:48,am,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 144.szv,35.6,37.7,7.539,8.04,0.212,0.213,0.117,0.067,0.622,0.621,22.11,23.37,0.105,0.058,22.83,0.2217,0.2202
145,10402.0,17,3/29/2017,12:31,pm,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 145.szv,1.3,3.5,0.283,0.592,0.218,0.169,0.948,0.865,0.094,0.293,0.11,0.99,0.906,0.807,0.33,0.2065,0.2033
146,10402.0,18,3/29/2017,12:31,pm,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 146.szv,0.9,6.4,0.197,1.567,0.219,0.245,1.036,0.752,0.086,0.715,0.08,4.58,,,2.01,0.2065,0.2033
147,10403.0,17,3/29/2017,12:32,pm,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 147.szv,0.3,3.7,0.083,0.977,0.278,0.264,0.924,0.86,0.036,0.489,0.01,1.75,0.999,0.876,0.42,0.2482,0.2445
148,10403.0,18,3/29/2017,12:32,pm,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 148.szv,6.6,10.1,1.692,2.635,0.256,0.261,0.355,0.321,0.233,0.412,1.54,4.16,,,2.7,0.2482,0.2445
149,10404.0,17,3/29/2017,12:33,pm,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 149.szv,26.0,30.9,6.659,8.107,0.257,0.263,0.017,0.157,0.695,0.698,18.04,21.55,0.018,0.147,18.77,0.243,0.2422
150,10404.0,18,3/29/2017,12:34,pm,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 150.szv,1.8,3.9,0.397,0.812,0.225,0.21,0.911,0.691,0.168,0.312,0.24,1.1,0.943,0.661,0.46,0.243,0.2422
151,10405.0,17,3/29/2017,12:35,pm,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 151.szv,56.1,60.0,10.84,12.078,0.193,0.201,0.028,0.087,0.657,0.663,36.84,39.78,,,37.82,0.211,0.2283
152,10405.0,18,3/29/2017,12:37,pm,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 152.szv,1.4,5.6,0.234,1.405,0.169,0.252,0.804,0.717,0.083,0.416,0.11,2.32,0.783,0.676,0.47,0.211,0.2283
153,10407.0,17,3/29/2017,12:38,pm,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 153.szv,58.4,60.0,15.541,15.989,0.266,0.267,0.074,0.091,0.736,0.723,42.97,43.37,,,43.11,0.2408,0.243
154,10407.0,18,3/29/2017,12:40,pm,"mzempare, ncarey",CAS_11_Old_03.27.17 videos\Test 154.szv,55.7,60.0,12.565,13.551,0.226,0.226,0.099,0.112,0.755,0.768,42.03,46.06,,,43.57,0.2408,0.243
