Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
261,10382,2,3/31/2017,9:50,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 261.szv,1.3,4.3,0.262,1.243,0.202,0.289,0.732,0.785,0.088,0.361,0.09,1.46,0.672,0.731,0.15,0.266,0.2868
262,10383,2,3/31/2017,9:51,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 262.szv,0.5,2.2,0.068,0.478,0.136,0.217,1.113,0.933,0.051,0.262,0.03,0.58,,,0.08,0.2402,0.2645
263,10384,2,3/31/2017,9:52,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 263.szv,19.3,23.9,4.243,5.18,0.22,0.217,0.193,0.221,0.582,0.612,10.84,14.22,0.182,0.21,11.54,0.2338,0.232
264,10385,2,3/31/2017,9:55,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 264.szv,6.4,9.2,1.936,2.892,0.303,0.315,0.345,0.307,0.484,0.566,2.64,4.67,0.316,0.296,3.63,0.2728,0.2895
265,10386,2,3/31/2017,9:55,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 265.szv,0.9,1.1,0.125,0.125,0.139,0.114,0.916,0.916,0.033,0.041,0.02,0.03,0.959,0.959,0,0.2585,0.2558
266,10387,2,3/31/2017,9:55,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 266.szv,16.2,19.7,4.301,5.283,0.266,0.268,0.114,0.189,0.53,0.547,8.38,10.56,0.114,0.181,8.85,0.2665,0.2738
267,10388,2,3/31/2017,9:56,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 267.szv,0.5,3.1,0.076,0.85,0.152,0.274,0.876,0.902,0.019,0.327,0,0.9,0.999,0.814,0.12,0.2375,0.2595
268,10389,2,3/31/2017,9:56,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 268.szv,9.6,11.1,2.973,3.449,0.311,0.312,0.05,0.136,0.502,0.47,4.64,5.05,0.046,0.126,4.74,0.2655,0.2938
269,10390,2,3/31/2017,9:57,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 269.szv,11,12.2,3.329,3.61,0.303,0.297,0.14,0.127,0.549,0.521,5.95,6.27,0.098,0.085,6.1,0.289,0.2657
270,10391,2,3/31/2017,9:57,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 270.szv,4.4,7.9,0.893,1.881,0.203,0.238,0.626,0.539,0.375,0.484,1.4,3.5,0.629,0.509,1.78,0.2588,0.258
