Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
311,10464,7,7/15/2017,10:25,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 311.szv,32.2,34.6,11.048,11.705,0.343,0.338,0.046,0.071,0.799,0.785,24.69,26.12,0.04,0.065,25.26,0.3303,0.3207
312,10465,7,7/15/2017,10:26,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 312.szv,9.9,11.7,2.614,3.198,0.265,0.274,0.32,0.214,0.514,0.531,4.87,5.99,0.301,0.179,5.39,0.2812,0.3072
313,10466,7,7/15/2017,10:26,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 313.szv,5.8,7.5,0.994,1.379,0.171,0.184,0.302,0.376,0.19,0.249,0.81,1.48,0.237,0.372,0.94,0.2972,0.2745
314,10467,7,7/15/2017,10:27,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 314.szv,1,4.9,0.076,1.178,0.076,0.24,0.904,0.914,0,0.53,0,1.85,,0.924,0.21,0.2138,0.253
315,10468,7,7/15/2017,10:27,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 315.szv,1.9,4.8,0.483,1.296,0.257,0.271,0.99,0.704,0.186,0.549,0.27,2.38,0.956,0.689,1.07,0.2837,0.2877
316,10469,7,7/15/2017,10:28,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 316.szv,5,8.9,1.107,1.988,0.223,0.224,0.642,0.584,0.442,0.611,2.04,5.2,0.736,0.563,2.6,0.2847,0.2805
317,10470,7,7/15/2017,10:29,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 317.szv,4.4,8.8,1.02,2.341,0.232,0.266,0.755,0.479,0.283,0.49,1.19,4.23,0.671,0.418,2.42,0.2097,0.2205
318,10471,7,7/15/2017,10:29,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 318.szv,6.2,7.5,1.421,1.775,0.229,0.237,0.236,0.226,0.244,0.243,1.45,1.76,0.145,0.173,1.56,0.1927,0.2338
319,10472,7,7/15/2017,10:30,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 319.szv,0.5,5,0.052,1.284,0.109,0.258,0.929,0.889,0,0.598,0,2.64,,0.88,0.48,0.2092,0.2383
320,10473,7,7/15/2017,10:30,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 320.szv,2.3,5.7,0.261,1.318,0.115,0.232,0.832,0.729,0.058,0.539,0.04,2.19,0.966,0.745,0.83,0.22,0.2575
