Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
380,10450,5,5/19/2017,10:59,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 380.szv,3.3,5.1,0.689,0.718,0.209,0.141,0.766,0.774,0.307,0.357,0.44,1.15,0.841,0.794,0.18,0.2353,0.2335
381,10451,5,5/19/2017,10:59,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 381.szv,6,10.7,1.131,2.534,0.189,0.237,0.686,0.463,0.423,0.689,1.73,6.05,0.765,0.473,3.65,0.2292,0.2398
382,10452,5,5/19/2017,10:59,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 382.szv,2.5,7.1,0.221,1.502,0.088,0.212,0.852,0.766,0.033,0.543,0.03,2.98,0.724,0.8,0.56,0.1578,0.2378
383,10453,5,5/19/2017,11:00,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 383.szv,1.9,4.3,0.101,0.653,0.053,0.152,0.815,0.939,0,0.193,0,0.42,,0.967,-0.1,0.1252,0.2072
384,10454,5,5/19/2017,11:00,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 384.szv,3.4,5.5,0.433,0.94,0.127,0.171,0.811,0.612,0.093,0.243,0.18,0.98,0.731,0.556,0.43,0.1838,0.2192
385,10455,5,5/19/2017,11:00,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 385.szv,2,5.8,0.21,1.302,0.106,0.225,0.909,0.8,0.042,0.474,0.02,2.04,0.896,0.792,0.45,0.2233,0.2435
386,10457,5,5/19/2017,11:01,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 386.szv,4.6,9,0.911,2.388,0.199,0.266,0.652,0.49,0.219,0.604,0.66,4.48,0.703,0.505,2.36,0.2335,0.25
387,10458,5,5/19/2017,11:01,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 387.szv,9.8,12.3,2.043,2.713,0.209,0.221,0.479,0.225,0.665,0.676,5.47,7.26,0.464,0.212,6.61,0.2005,0.222
388,10459,5,5/19/2017,11:02,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 388.szv,1.4,5,0.082,1.107,0.059,0.222,0.69,0.929,0,0.424,0,1.32,,0.959,-0.07,0.1755,0.2543
389,10460,5,5/19/2017,11:02,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 389.szv,3,5.4,0.302,0.915,0.101,0.17,0.453,0.611,0.052,0.234,0.04,0.74,0.914,0.61,0.32,0.1438,0.1753
390,10461,5,5/19/2017,11:02,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 390.szv,2.5,6,0.297,1.254,0.119,0.209,0.606,0.719,0.052,0.413,0.06,1.92,0.331,0.719,0.52,0.2227,0.236
391,10462,5,5/19/2017,11:02,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 391.szv,2.7,6.6,0.424,1.568,0.157,0.238,0.803,0.735,0.065,0.52,0.12,3.03,0.719,0.698,0.92,0.2412,0.2618
392,10463,5,5/19/2017,11:03,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 392.szv,8.5,10.9,2.001,2.705,0.235,0.248,0.418,0.227,0.629,0.63,4.17,5.69,0.406,0.221,5.1,0.1683,0.2335
