Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
1,9975.0,1,10/12/2015,9:56,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 1.szv,56.6,60.0,11.569,12.018,0.204,0.2,0.047,0.078,0.658,0.658,37.22,39.49,,,37.99,0.221,0.224
2,9975.0,2,10/12/2015,9:58,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 2.szv,54.7,60.0,9.144,10.445,0.167,0.174,0.112,0.018,0.834,0.841,45.59,50.47,,,46.27,0.221,0.224
3,9976.0,1,10/12/2015,10:00,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 3.szv,55.0,60.0,10.592,11.012,0.193,0.184,0.018,0.016,0.885,0.899,48.66,53.95,,,50.76,0.217,0.2167
4,9976.0,2,10/12/2015,10:02,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 4.szv,9.6,13.0,2.494,3.495,0.26,0.269,0.131,0.268,0.674,0.622,6.47,8.09,,,7.01,0.217,0.2167
5,9977.0,1,10/12/2015,10:02,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 5.szv,56.8,60.0,13.8,13.898,0.243,0.232,0.065,0.068,0.688,0.693,39.09,41.55,,,40.21,0.2408,0.2397
6,9977.0,2,10/12/2015,10:04,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 6.szv,55.6,60.0,11.055,12.15,0.199,0.203,0.095,0.105,0.677,0.689,37.63,41.33,,,38.49,0.2408,0.2397
7,9978.0,1,10/12/2015,10:06,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 7.szv,57.9,60.0,11.33,11.396,0.196,0.19,0.063,0.064,0.855,0.84,49.47,50.37,,,49.86,0.2117,0.2115
8,9978.0,2,10/12/2015,10:08,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 8.szv,58.0,60.0,9.812,10.275,0.169,0.171,0.122,0.135,0.731,0.717,42.37,42.99,,,42.49,0.2117,0.2115
9,9979.0,1,10/12/2015,10:10,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 9.szv,56.0,60.0,12.291,12.718,0.22,0.212,0.087,0.08,0.857,0.863,47.95,51.75,,,49.35,0.2512,0.25
10,9979.0,2,10/12/2015,10:12,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 10.szv,34.6,38.5,8.148,9.674,0.236,0.251,0.135,0.112,0.765,0.791,26.41,30.39,0.118,0.101,28.45,0.2512,0.25
11,9980.0,1,10/12/2015,10:13,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 11.szv,58.2,60.0,11.284,11.403,0.194,0.19,0.104,0.1,0.831,0.82,48.33,49.17,,,48.65,0.2448,0.2435
12,9980.0,2,10/12/2015,10:15,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 12.szv,56.3,60.0,14.311,15.31,0.254,0.255,0.059,0.065,0.696,0.695,39.17,41.7,,,40.06,0.2448,0.2435
13,9981.0,1,10/12/2015,10:17,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 13.szv,55.4,60.0,8.634,8.906,0.156,0.148,0.136,0.129,0.9,0.91,49.86,54.58,,,50.97,0.2073,0.223
14,9981.0,2,10/12/2015,10:19,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 14.szv,55.2,60.0,10.275,11.291,0.186,0.188,0.103,0.137,0.691,0.711,38.12,42.65,,,39.49,0.2073,0.223
15,9982.0,1,10/12/2015,10:21,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 15.szv,55.3,60.0,11.204,11.895,0.203,0.198,0.059,0.022,0.887,0.895,49.04,53.66,,,51.01,0.2208,0.2178
16,9982.0,2,10/12/2015,10:23,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 16.szv,56.4,60.0,10.466,10.971,0.186,0.183,0.11,0.13,0.68,0.682,38.32,40.9,,,39.13,0.2208,0.2178
17,9983.0,1,10/12/2015,10:25,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 17.szv,57.6,60.0,11.355,11.891,0.197,0.198,0.082,0.115,0.925,0.913,53.29,54.75,,,53.96,0.2212,0.2223
18,9983.0,2,10/12/2015,10:27,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 18.szv,56.4,60.0,11.945,12.757,0.212,0.213,0.014,0.047,0.725,0.719,40.87,43.16,,,41.64,0.2212,0.2223
19,9984.0,1,10/12/2015,10:30,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 19.szv,56.5,60.0,10.079,10.609,0.178,0.177,0.1,0.058,0.683,0.693,38.56,41.58,,,39.63,0.2332,0.232
20,9984.0,2,10/12/2015,10:32,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 20.szv,55.1,60.0,11.541,12.52,0.209,0.209,0.14,0.107,0.743,0.765,40.94,45.91,,,42.17,0.2332,0.232
21,9975.0,3,10/12/2015,13:46,pm,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 21.szv,55.4,60.0,11.43,12.101,0.206,0.202,0.056,0.093,0.833,0.854,46.13,51.22,,,48.51,0.221,0.224
22,9975.0,4,10/12/2015,13:48,pm,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 22.szv,55.1,60.0,12.694,13.981,0.23,0.233,0.037,0.058,0.664,0.694,36.58,41.62,,,39.03,0.221,0.224
23,9976.0,3,10/12/2015,13:50,pm,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 23.szv,57.7,60.0,9.163,9.663,0.159,0.161,0.063,0.092,0.647,0.644,37.34,38.6,,,37.79,0.217,0.2167
24,9976.0,4,10/12/2015,13:53,pm,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 24.szv,54.6,60.0,11.48,12.419,0.21,0.207,0.07,0.076,0.705,0.742,38.47,44.5,,,41.23,0.217,0.2167
25,9977.0,3,10/12/2015,13:55,pm,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 25.szv,56.8,60.0,13.412,14.088,0.236,0.235,0.085,0.104,0.828,0.815,47.04,48.9,,,47.64,0.2408,0.2397
26,9977.0,4,10/12/2015,13:57,pm,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 26.szv,55.5,60.0,13.761,14.9,0.248,0.248,0.029,0.044,0.758,0.765,42.04,45.88,,,43.4,0.2408,0.2397
27,9978.0,3,10/12/2015,13:59,pm,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 27.szv,56.5,60.0,12.797,13.672,0.227,0.228,0.122,0.107,0.853,0.858,48.17,51.45,,,50.27,0.2117,0.2115
28,9978.0,4,10/12/2015,14:01,pm,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 28.szv,55.5,60.0,11.688,12.922,0.211,0.215,0.049,0.07,0.808,0.812,44.82,48.74,,,46.57,0.2117,0.2115
29,9979.0,3,10/12/2015,14:04,pm,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 29.szv,58.1,60.0,13.444,13.815,0.231,0.23,0.045,0.066,0.768,0.758,44.62,45.46,,,44.96,0.2512,0.25
30,9979.0,4,10/12/2015,14:07,pm,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 30.szv,20.5,25.0,4.997,6.222,0.244,0.249,0.052,0.199,0.651,0.675,13.32,16.85,,,14.23,0.2512,0.25
31,9980.0,3,10/12/2015,14:07,pm,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 31.szv,56.5,60.0,12.82,13.887,0.227,0.231,0.091,0.035,0.767,0.78,43.34,46.81,,,45.19,0.2448,0.2435
32,9980.0,4,10/12/2015,14:10,pm,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 32.szv,55.1,60.0,13.04,13.953,0.237,0.233,0.098,0.047,0.815,0.843,44.87,50.59,,,47.45,0.2448,0.2435
33,9981.0,3,10/12/2015,14:12,pm,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 33.szv,39.9,42.0,8.968,9.399,0.225,0.224,0.075,0.066,0.838,0.821,33.36,34.4,0.064,0.05,33.87,0.2073,0.223
34,9981.0,4,10/12/2015,14:14,pm,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 34.szv,10.5,15.5,2.3,3.592,0.219,0.232,0.213,0.317,0.364,0.56,3.82,8.68,,,5.96,0.2073,0.223
35,9982.0,3,10/12/2015,14:15,pm,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 35.szv,34.9,37.1,8.994,9.533,0.258,0.257,0.089,0.061,0.711,0.699,24.66,25.78,0.081,0.05,25.33,0.2208,0.2178
36,9982.0,4,10/12/2015,14:17,pm,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 36.szv,56.4,60.0,11.557,12.597,0.205,0.21,0.116,0.117,0.851,0.846,47.98,50.72,,,49.15,0.2208,0.2178
