Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
511,10264,12,10/15/2016,11:28,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 511.szv,0.2,3.7,0.021,0.898,0.106,0.243,1.217,0.96,0,0.431,0,1.49,,0.932,0.16,0.2043,0.2337
512,10265,12,10/15/2016,11:29,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 512.szv,1,4.5,0.1,0.878,0.1,0.195,0.832,0.958,0.04,0.325,0.03,1.36,0.745,0.958,-0.33,0.163,0.2275
513,10266,12,10/15/2016,11:30,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 513.szv,0.3,3.1,0.015,0.768,0.051,0.248,1,0.965,0,0.361,0,0.99,,0.938,0.09,0.1972,0.244
514,10267,12,10/15/2016,11:30,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 514.szv,9.2,11.7,2.196,2.91,0.239,0.249,0.311,0.216,0.71,0.705,6.38,8.1,0.311,0.197,7.42,0.1853,0.2292
515,10268,12,10/15/2016,11:31,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 515.szv,1.3,6.1,0.059,1.271,0.045,0.208,0.825,0.956,0,0.567,0,2.29,,0.97,0.16,0.1842,0.228
516,10269,12,10/15/2016,11:32,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 516.szv,0.2,3.5,0.036,0.831,0.182,0.237,0.523,0.948,0,0.39,0,1.26,,0.953,0.04,0.207,0.2315
517,10270,12,10/15/2016,11:32,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 517.szv,1.5,5.6,0.343,1.558,0.229,0.278,0.911,0.687,0.118,0.64,0.16,3.48,0.915,0.678,1.5,0.2143,0.2582
518,10271,12,10/15/2016,11:33,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 518.szv,7.8,9.9,2.25,2.893,0.29,0.293,0.416,0.218,0.7,0.697,5,6.44,0.405,0.191,5.93,0.249,0.254
519,10272,12,10/15/2016,11:33,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 519.szv,4.3,4.3,1.027,1.027,0.239,0.239,0.925,0.925,0.446,0.446,1.92,1.92,,,-0.31,0.2215,0.2328
520,10273,12,10/15/2016,11:34,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 520.szv,0.4,4.3,0.093,1.291,0.233,0.3,0.817,0.88,0,0.549,0,2.09,,0.882,0.28,0.2108,0.2688
521,10274,12,10/15/2016,11:34,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 521.szv,0.7,4.1,0.083,0.875,0.118,0.213,1.22,0.966,0.037,0.366,0.01,1.38,0.812,0.946,-0.07,0.1263,0.236
522,10275,12,10/15/2016,11:35,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 522.szv,3.6,7.1,0.735,1.797,0.206,0.255,0.601,0.513,0.269,0.467,0.83,3.08,0.613,0.487,1.67,0.2038,0.2422
523,10276,12,10/15/2016,11:35,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 523.szv,0.3,4.8,0,1.057,0,0.221,,0.966,0.009,0.444,0,2.03,,0.961,-0.29,0.1118,0.228
524,10277,12,10/15/2016,11:36,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 524.szv,8,10.1,2.064,2.573,0.258,0.255,0.369,0.225,0.685,0.664,5.23,6.46,0.355,0.193,5.98,0.2135,0.2345
