Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
281,10464,4,7/14/2017,10:16,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 281.szv,1.4,6.5,0.051,1.418,0.038,0.22,0.799,0.903,0.014,0.531,0.01,2.27,,0.937,0.02,0.1528,0.2162
282,10465,4,7/14/2017,10:16,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 282.szv,1.3,5.8,0.118,1.338,0.092,0.231,0.955,0.796,0,0.513,0,2.28,,0.779,0.6,0.1503,0.2102
283,10466,4,7/14/2017,10:16,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 283.szv,3.2,5.1,0.082,0.593,0.026,0.116,0.717,0.869,0,0.426,0,0.66,,0.901,0.36,0.2012,0.2213
284,10467,4,7/14/2017,10:17,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 284.szv,4.7,6.7,1.111,1.791,0.236,0.267,0.769,0.298,0.411,0.473,1.38,2.53,0.837,0.283,2.16,0.1998,0.234
285,10468,4,7/14/2017,10:18,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 285.szv,2.8,7.6,0.15,1.43,0.054,0.189,0.357,0.76,0,0.552,0,2.51,,0.803,0.52,0.1345,0.209
286,10469,4,7/14/2017,10:18,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 286.szv,2,4.9,0.94,1.679,0.47,0.343,0.711,0.252,0.606,0.345,0.15,0.94,,0.975,0.1,0.2132,0.2203
287,10470,4,7/14/2017,10:19,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 287.szv,2.7,7.7,0.223,1.762,0.083,0.229,0.699,0.655,0.031,0.628,0.02,3.55,0.607,0.663,1.45,0.182,0.2155
288,10471,4,7/14/2017,10:19,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 288.szv,10.2,15.9,1.949,3.515,0.191,0.221,0.536,0.349,0.702,0.778,5.21,10.2,0.525,0.331,7.76,0.1683,0.1938
289,10472,4,7/14/2017,10:20,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 289.szv,3.9,6.1,0.505,1.09,0.13,0.18,0.862,0.464,0.163,0.318,0.23,1.16,0.955,0.501,0.72,0.1413,0.21
290,10473,4,7/14/2017,10:20,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 290.szv,5.4,5.4,1.226,1.226,0.227,0.227,0.965,0.965,0.538,0.538,1.89,1.89,0.98,0.98,0.07,0.125,0.1817
