Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
401,10434,1,5/19/2017,9:20,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 401.szv,28.4,32.6,7.555,8.751,0.266,0.268,0.081,0.131,0.732,0.732,19.03,22.1,0.076,0.124,20.06,0.2162,0.2532
402,10435,1,5/19/2017,9:22,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 402.szv,19,23.5,4.5,5.593,0.237,0.238,0.161,0.208,0.707,0.732,12.48,16.22,0.154,0.198,13.78,0.2352,0.2425
403,10436,1,5/19/2017,9:23,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 403.szv,1.6,3.3,0.171,0.679,0.107,0.206,0.9,0.743,0.04,0.197,0.02,0.43,0.889,0.742,0.06,0.2012,0.2622
404,10437,1,5/19/2017,9:24,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 404.szv,17.5,20.7,4.705,5.542,0.269,0.268,0.171,0.172,0.638,0.643,10.89,13.03,0.165,0.159,11.57,0.2238,0.2742
405,10438,1,5/19/2017,9:25,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 405.szv,39.5,44.1,10.043,10.925,0.254,0.248,0.087,0.109,0.766,0.785,29.26,33.63,0.081,0.103,31.13,0.1645,0.2412
406,10439,1,5/19/2017,9:27,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 406.szv,33.5,36.6,10.343,11.374,0.309,0.311,0.076,0.08,0.682,0.678,22.82,24.79,,,23.35,0.2662,0.303
407,10440,1,5/19/2017,9:28,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 407.szv,26.2,29.1,5.69,6.419,0.217,0.221,0.134,0.14,0.707,0.697,16.97,18.75,0.107,0.122,17.46,0.1737,0.2683
408,10441,1,5/19/2017,9:29,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 408.szv,1.1,3.1,0.15,0.581,0.14,0.189,0.868,0.944,0.015,0.213,0,0.45,0.866,0.949,-0.04,0.1995,0.2268
409,10442,1,5/19/2017,9:30,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 409.szv,37.3,42.3,7.546,8.83,0.202,0.209,0.143,0.12,0.636,0.656,22.29,26.28,0.135,0.115,23.93,0.1463,0.202
410,10443,1,5/19/2017,9:32,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 410.szv,1,2.8,0.109,0.563,0.114,0.204,0.89,0.916,0.009,0.173,0,0.36,0.78,0.911,-0.06,0.1277,0.2422
411,10444,1,5/19/2017,9:33,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 411.szv,13.5,17.5,3.354,4.395,0.249,0.251,0.283,0.247,0.722,0.771,9.06,12.74,0.247,0.223,10.94,0.1953,0.2368
412,10445,1,5/19/2017,9:34,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 412.szv,30.7,34.6,8.416,9.367,0.274,0.271,0.107,0.12,0.623,0.645,19.04,22.21,0.089,0.104,20.4,0.2118,0.2498
413,10446,1,5/19/2017,9:35,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 413.szv,31.4,35.3,7.944,8.831,0.253,0.25,0.118,0.12,0.706,0.727,21.93,25.41,0.099,0.106,23.64,0.1648,0.2385
414,10447,1,5/19/2017,9:36,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 414.szv,2.9,6.5,0.461,1.554,0.159,0.239,0.928,0.628,0.125,0.378,0.28,2.19,0.79,0.536,0.85,0.1797,0.2287
415,10448,1,5/19/2017,9:36,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 415.szv,21.4,26,6.111,7.16,0.286,0.276,0.118,0.155,0.622,0.656,13.08,16.83,0.116,0.154,14.6,0.1898,0.2372
416,10449,1,5/19/2017,9:37,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 416.szv,8.9,13.6,2.119,3.139,0.238,0.231,0.491,0.367,0.613,0.733,4.99,9.41,0.477,0.352,6.95,0.1938,0.2268
