Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D3: TTR to End of test; Duration (s),Base; Duration (s),AQ D3: TTR to End of test; Distance (m),Base; Distance (m),AQ D3: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D3: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D3: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D3: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D3: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D3: TTR to End of test; Avg speed: AQ D3 (m/s),Base; Avg speed: AQ D3 (m/s)
181,10552.0,13,2/7/2018,9:37,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 181.szv,3.0,4.9,1.008,1.618,0.336,0.33,0.673,0.432,0.387,0.462,1.16,2.27,,,1.75,0.2622,0.301
182,10552.0,14,2/7/2018,9:38,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 182.szv,0.3,2.9,0.028,0.812,0.092,0.28,0.977,0.932,0.048,0.464,0.01,1.34,,,0.22,0.2622,0.301
183,10553.0,13,2/7/2018,9:38,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 183.szv,8.0,11.4,2.491,3.385,0.311,0.297,0.494,0.29,0.495,0.64,3.91,7.22,0.474,0.279,5.7,0.288,0.2777
184,10553.0,14,2/7/2018,9:38,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 184.szv,58.3,60.0,16.563,16.97,0.284,0.283,0.029,0.05,0.673,0.67,39.24,40.2,,,39.83,0.288,0.2777
185,10554.0,13,2/7/2018,9:41,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 185.szv,33.5,36.4,9.976,10.925,0.298,0.3,0.023,0.075,0.482,0.482,16.15,17.55,,,16.37,0.2678,0.2822
186,10554.0,14,2/7/2018,9:41,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 186.szv,4.5,8.3,1.322,2.265,0.297,0.274,0.626,0.486,0.6,0.719,2.67,5.93,0.648,0.478,3.77,0.2678,0.2822
187,10555.0,13,2/7/2018,9:42,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 187.szv,10.5,12.0,3.48,3.839,0.333,0.321,0.046,0.119,0.51,0.487,5.33,5.83,,,5.49,0.3135,0.3028
188,10555.0,14,2/7/2018,9:42,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 188.szv,17.5,20.3,5.64,6.451,0.322,0.318,0.135,0.154,0.646,0.667,11.29,13.53,,,12.37,0.3135,0.3028
189,10556.0,13,2/7/2018,9:43,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 189.szv,14.4,17.8,3.997,4.856,0.278,0.273,0.226,0.24,0.489,0.596,7.03,10.58,0.212,0.224,8.36,0.3252,0.314
190,10556.0,14,2/7/2018,9:43,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 190.szv,2.6,6.0,0.712,1.732,0.278,0.291,0.596,0.684,0.106,0.495,0.26,2.89,0.393,0.627,0.89,0.3252,0.314
