Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
458,10450,11,5/20/2017,10:17,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 458.szv,8.4,10.2,1.933,2.452,0.23,0.24,0.111,0.219,0.317,0.325,2.53,3.19,0.081,0.202,2.68,0.2605,0.271
459,10451,11,5/20/2017,10:17,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 459.szv,7.8,10,1.826,2.371,0.234,0.237,0.385,0.259,0.547,0.559,3.91,5.22,0.351,0.231,4.62,0.226,0.2475
460,10452,11,5/20/2017,10:18,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 460.szv,20.6,24.4,5.744,7.048,0.279,0.289,0.054,0.167,0.655,0.63,13.47,15.34,,,13.51,0.2393,0.2643
461,10453,11,5/20/2017,10:19,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 461.szv,9.2,12,2.431,3.333,0.264,0.278,0.063,0.249,0.541,0.496,4.76,5.75,0.07,0.222,4.77,0.2447,0.2618
462,10454,11,5/20/2017,10:19,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 462.szv,1,2.9,0.134,0.589,0.134,0.203,0.687,0.844,0.046,0.206,0.04,0.58,0.761,0.784,0.07,0.1945,0.2305
463,10455,11,5/20/2017,10:19,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 463.szv,1,4,0.163,0.964,0.163,0.241,0.705,0.875,0.043,0.384,0.03,1.46,0.63,0.849,0.17,0.249,0.2642
464,10457,11,5/20/2017,10:20,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 464.szv,6.1,10.2,1.645,2.958,0.271,0.291,0.614,0.4,0.544,0.761,2.99,7.3,0.583,0.375,5.29,0.2288,0.2673
465,10458,11,5/20/2017,10:20,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 465.szv,4,8.5,0.93,2.126,0.232,0.25,0.74,0.576,0.26,0.567,0.98,4.68,0.68,0.527,2.24,0.2223,0.2423
466,10459,11,5/20/2017,10:20,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 466.szv,8.4,10.3,2.483,3.081,0.296,0.299,0.333,0.242,0.553,0.56,4.65,5.77,,,5.23,0.2465,0.2925
467,10460,11,5/20/2017,10:21,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 467.szv,4.2,7.6,0.942,1.521,0.224,0.2,0.735,0.565,0.371,0.56,1.34,3.92,0.755,0.543,2.37,0.2395,0.235
468,10461,11,5/20/2017,10:21,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 468.szv,5.1,7.3,1.128,1.817,0.221,0.249,0.28,0.325,0.179,0.245,0.86,1.72,0.177,0.285,1.19,0.2028,0.2312
469,10462,11,5/20/2017,10:21,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 469.szv,2.8,5.9,0.654,1.5,0.234,0.254,0.819,0.67,0.168,0.458,0.44,2.62,0.685,0.58,1.13,0.265,0.2803
470,10463,11,5/20/2017,10:22,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 470.szv,0.6,3.7,0.106,0.948,0.19,0.259,0.937,0.92,0.045,0.433,0.01,1.46,0.999,0.891,0.21,0.2167,0.2625
