Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
311,10382,7,4/1/2017,9:31,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 311.szv,0.7,3.8,0.091,0.963,0.13,0.253,0.981,0.932,0,0.455,0,1.39,,0.931,0.21,0.2365,0.2607
312,10383,7,4/1/2017,9:32,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 312.szv,1.8,3.8,0.431,1.127,0.24,0.296,0.849,0.55,0.144,0.353,0.22,1.26,0.867,0.51,0.73,0.2308,0.2812
313,10384,7,4/1/2017,9:32,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 313.szv,0.6,2.4,0.068,0.48,0.119,0.202,0.996,0.966,0.014,0.208,0,0.41,0.999,0.917,0.01,0.1578,0.2243
314,10385,7,4/1/2017,9:33,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 314.szv,3.8,7.4,0.644,1.855,0.169,0.251,0.84,0.662,0.135,0.485,0.5,3.56,0.785,0.597,1.1,0.267,0.3073
315,10386,7,4/1/2017,9:33,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 315.szv,0.7,3.7,0.089,1.138,0.131,0.309,0.953,0.766,0.032,0.476,0.01,1.52,0.999,0.772,0.41,0.177,0.2807
316,10387,7,4/1/2017,9:34,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 316.szv,1.6,5.2,0.381,1.505,0.238,0.289,0.973,0.776,0.112,0.612,0.16,3.08,0.832,0.718,1.12,0.2267,0.2975
317,10388,7,4/1/2017,9:34,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 317.szv,0.1,4.2,0,1.214,0,0.289,,0.889,0,0.586,0,2.31,,0.884,0.49,0.2027,0.251
318,10389,7,4/1/2017,9:35,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 318.szv,2.1,3.9,0.522,0.99,0.254,0.256,0.923,0.723,0.084,0.214,0.03,0.47,0.999,0.847,0.02,0.1807,0.2358
319,10390,7,4/1/2017,9:35,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 319.szv,1.4,5.1,0.055,1.11,0.039,0.218,0.906,0.973,0,0.515,0,1.76,,0.98,0.05,0.2145,0.2705
320,10391,7,4/1/2017,9:35,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 320.szv,4.9,8,1.079,1.667,0.221,0.209,0.389,0.473,0.412,0.449,1.88,3.44,0.395,0.442,2.19,0.2225,0.2322
