Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
321,10494,8,9/16/2017,9:39,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 321.szv,4.7,6.9,1.561,2.199,0.332,0.319,0.628,0.421,0.492,0.611,2.15,4.01,0.584,0.373,3,0.4678,0.3688
322,10495,8,9/16/2017,9:39,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 322.szv,2,6.2,0.578,1.429,0.293,0.232,0.969,0.794,0.228,0.657,0.36,3.79,0.995,0.788,1.37,0.2615,0.2538
323,10496,8,9/16/2017,9:40,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 323.szv,3.5,3.5,1.244,1.244,0.356,0.356,0.874,0.874,0.579,0.579,1.91,1.91,0.87,0.87,0.31,0.2313,0.2828
324,10497,8,9/16/2017,9:40,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 324.szv,5.4,7.2,1.565,2.008,0.29,0.279,0.445,0.283,0.492,0.515,2.39,3.43,0.437,0.258,2.97,0.2235,0.2747
325,10498,8,9/16/2017,9:40,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 325.szv,5.2,8.5,1.158,2.276,0.223,0.268,0.351,0.441,0.403,0.453,1.93,3.67,0.351,0.412,2.1,0.2597,0.2737
326,10499,8,9/16/2017,9:41,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 326.szv,11.9,16.1,3.527,4.508,0.297,0.28,0.159,0.253,0.719,0.712,8.35,11.26,0.2,0.244,9.17,0.2528,0.2603
327,10500,8,9/16/2017,9:42,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 327.szv,1.3,3.6,0.196,0.782,0.151,0.217,0.979,0.809,0.044,0.328,0.02,0.89,0.938,0.759,0.35,0.2037,0.2187
328,10501,8,9/16/2017,9:42,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 328.szv,5.7,8.8,2.076,3.107,0.367,0.355,0.401,0.29,0.781,0.739,4.27,6.32,0.407,0.275,5.29,0.2792,0.2735
329,10502,8,9/16/2017,9:42,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 329.szv,7.7,9.5,2.143,2.599,0.278,0.274,0.209,0.183,0.685,0.632,5.12,5.86,0.211,0.162,5.52,0.2347,0.235
330,10503,8,9/16/2017,9:43,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 330.szv,1.7,6.2,0.425,1.755,0.253,0.284,0.991,0.648,0.172,0.771,0.24,4.52,0.986,0.63,2.48,0.2312,0.2427
