Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
351,10218,11,8/27/2016,10:29,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 351.szv,3.9,3.9,1.263,1.263,0.324,0.324,0.881,0.881,0.624,0.624,2.43,2.43,,,0.47,0.2488,0.2747
352,10219,11,8/27/2016,10:29,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 352.szv,3,3,1.11,1.11,0.374,0.374,0.95,0.95,0.483,0.483,1.36,1.36,0.947,0.947,0,0.339,0.3287
353,10220,11,8/27/2016,10:30,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 353.szv,9.4,12.6,2.87,3.77,0.306,0.3,0.247,0.264,0.546,0.63,4.97,7.76,0.205,0.235,6.44,0.2523,0.27
354,10221,11,8/27/2016,10:30,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 354.szv,0.3,2.7,0.047,0.764,0.156,0.283,0.985,0.98,0.037,0.389,0.01,1.05,,,0.08,0.284,0.3085
355,10222,11,8/27/2016,10:31,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 355.szv,0.6,4,0.116,1.23,0.207,0.311,0.99,0.89,0.069,0.55,0.04,2.18,,,0.49,0.2517,0.2998
356,10223,11,8/27/2016,10:31,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 356.szv,0.9,4.1,0.249,1.154,0.287,0.284,0.98,0.829,0.071,0.453,0.05,1.78,0.849,0.772,0.49,0.2577,0.2615
357,10224,11,8/27/2016,10:32,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 357.szv,0.3,1.9,0.026,0.441,0.085,0.232,1.7,1.007,0.05,0.253,0.02,0.48,,,0.06,0.2232,0.2748
358,10225,11,8/27/2016,10:33,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 358.szv,7.5,9.3,2.236,2.676,0.298,0.288,0.259,0.248,0.5,0.502,3.67,4.6,0.233,0.2,4.07,0.3105,0.2983
359,10226,11,8/27/2016,10:34,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 359.szv,0.5,4,0.131,1.217,0.263,0.304,0.81,0.89,0.049,0.537,0.02,2.1,0.999,0.881,0.27,0.2943,0.2983
360,10227,11,8/27/2016,10:35,am,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 360.szv,9.8,12.3,3.021,3.856,0.309,0.314,0.084,0.231,0.375,0.414,3.67,5.09,,,4.12,0.3068,0.3093
