Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
341,10392,10,4/1/2017,10:16,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 341.szv,2,4.1,0.54,1.048,0.27,0.256,0.958,0.597,0.222,0.389,0.42,1.55,0.899,0.515,0.98,0.2307,0.257
342,10393,10,4/1/2017,10:17,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 342.szv,2.7,6.3,0.807,1.987,0.303,0.318,0.931,0.557,0.327,0.667,0.77,3.98,0.936,0.54,2.07,0.2245,0.2865
343,10394,10,4/1/2017,10:17,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 343.szv,0.1,3.6,0.039,0.975,0.397,0.271,1,0.927,0.012,0.41,0,1.44,,0.859,0.19,0.2505,0.2327
344,10395,10,4/1/2017,10:17,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 344.szv,20,24.1,4.806,5.69,0.24,0.236,0.196,0.183,0.803,0.792,15.74,18.79,0.188,0.174,16.72,0.2083,0.2365
345,10396,10,4/1/2017,10:18,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 345.szv,0.6,4.7,0.095,1.36,0.163,0.291,0.966,0.813,0.052,0.619,0.03,2.9,,,0.69,0.2457,0.274
346,10397,10,4/1/2017,10:18,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 346.szv,9.9,12.2,2.72,3.243,0.275,0.266,0.285,0.193,0.697,0.674,6.64,7.98,0.274,0.172,7.4,0.2368,0.2313
347,10398,10,4/1/2017,10:19,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 347.szv,4,4,0.998,0.998,0.249,0.249,0.949,0.949,0.418,0.418,1.67,1.67,,,-0.11,0.1953,0.2318
348,10399,10,4/1/2017,10:19,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 348.szv,0.2,4.7,0.055,1.395,0.277,0.297,0.802,0.837,0.036,0.657,0.01,3.09,,,0.63,0.2382,0.2617
349,10400,10,4/1/2017,10:20,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 349.szv,0.9,5.2,0.103,1.458,0.12,0.283,0.67,0.815,0.049,0.596,0.04,3.08,,,0.62,0.2255,0.2732
350,10401,10,4/1/2017,10:20,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 350.szv,8.1,10.2,2.003,2.609,0.247,0.256,0.272,0.247,0.441,0.467,3.35,4.53,0.234,0.225,3.87,0.238,0.2743
