Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D2: TTR to End of test; Duration (s),Base; Duration (s),AQ D2: TTR to End of test; Distance (m),Base; Distance (m),AQ D2: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D2: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D2: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D2: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D2: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D2: TTR to End of test; Avg speed: AQ D2 (m/s),Base; Avg speed: AQ D2 (m/s)
81,10450.0,7,5/16/2017,10:05,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 81.szv,55.6,60.0,11.152,12.209,0.201,0.204,0.138,0.096,0.665,0.689,36.95,41.35,,,39.6,0.186,0.1893
82,10450.0,8,5/16/2017,10:07,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 82.szv,57.4,60.0,8.506,9.151,0.148,0.153,0.09,0.135,0.835,0.815,47.92,48.89,,,48.07,0.186,0.1893
83,10451.0,7,5/16/2017,10:09,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 83.szv,56.9,60.0,14.994,15.886,0.264,0.265,0.077,0.034,0.582,0.574,33.11,34.43,,,33.18,0.2475,0.2517
84,10451.0,8,5/16/2017,10:11,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 84.szv,55.7,60.0,11.959,13.173,0.215,0.22,0.131,0.094,0.541,0.568,30.15,34.06,,,31.38,0.2475,0.2517
85,10452.0,7,5/16/2017,10:13,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 85.szv,56.4,60.0,12.491,13.289,0.222,0.222,0.118,0.076,0.718,0.733,40.49,43.98,,,42.31,0.2325,0.2362
86,10452.0,8,5/16/2017,10:15,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 86.szv,55.3,60.0,11.152,12.295,0.202,0.205,0.113,0.068,0.757,0.774,41.86,46.4,,,43.42,0.2325,0.2362
87,10453.0,7,5/16/2017,10:17,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 87.szv,24.4,26.3,5.644,5.843,0.231,0.222,0.099,0.106,0.553,0.544,13.5,14.31,,,13.81,0.241,0.239
88,10453.0,8,5/16/2017,10:17,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 88.szv,19.8,23.7,5.561,6.77,0.281,0.286,0.086,0.162,0.631,0.637,12.47,15.08,0.064,0.139,13.48,0.241,0.239
89,10454.0,7,5/16/2017,10:18,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 89.szv,16.0,20.1,3.658,4.841,0.229,0.241,0.299,0.244,0.532,0.59,8.49,11.82,0.275,0.215,9.53,0.2488,0.2545
90,10454.0,8,5/16/2017,10:19,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 90.szv,30.0,33.2,7.045,7.764,0.235,0.234,0.078,0.122,0.808,0.791,24.22,26.25,0.052,0.106,24.79,0.2488,0.2545
91,10455.0,7,5/16/2017,10:19,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 91.szv,40.0,42.0,9.618,9.707,0.24,0.231,0.061,0.06,0.723,0.71,28.91,29.82,0.047,0.046,29.37,0.2148,0.2172
92,10455.0,8,5/16/2017,10:20,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 92.szv,6.0,11.4,1.226,2.536,0.204,0.222,0.602,0.458,0.349,0.659,2.09,7.51,,,4.34,0.2148,0.2172
93,10457.0,7,5/16/2017,10:21,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 93.szv,53.0,57.2,13.075,14.604,0.247,0.255,0.07,0.069,0.531,0.558,28.14,31.94,,,29.83,0.2412,0.2453
94,10457.0,8,5/16/2017,10:22,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 94.szv,37.2,39.1,6.879,7.258,0.185,0.186,0.113,0.084,0.71,0.701,26.39,27.4,0.092,0.064,26.8,0.2412,0.2453
95,10458.0,7,5/16/2017,10:23,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 95.szv,54.7,60.0,13.041,14.195,0.238,0.237,0.05,0.076,0.82,0.832,44.83,49.9,,,47.0,0.2152,0.219
96,10458.0,8,5/16/2017,10:25,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 96.szv,57.9,60.0,10.176,10.552,0.176,0.176,0.144,0.147,0.611,0.604,35.39,36.22,,,35.67,0.2152,0.219
97,10459.0,7,5/16/2017,10:27,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 97.szv,5.8,7.3,1.555,1.827,0.27,0.252,0.293,0.242,0.367,0.382,2.11,2.77,0.302,0.226,2.41,0.2722,0.2763
98,10459.0,8,5/16/2017,10:27,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 98.szv,13.9,18.1,4.056,5.216,0.292,0.288,0.214,0.245,0.742,0.796,10.25,14.33,0.202,0.222,11.94,0.2722,0.2763
99,10460.0,7,5/16/2017,10:28,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 99.szv,55.1,60.0,12.949,14.336,0.235,0.239,0.076,0.087,0.648,0.673,35.69,40.39,,,38.08,0.207,0.2112
100,10460.0,8,5/16/2017,10:30,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 100.szv,28.4,32.4,5.941,6.693,0.209,0.207,0.096,0.148,0.691,0.687,19.57,22.22,0.081,0.127,20.4,0.207,0.2112
101,10461.0,7,5/16/2017,10:31,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 101.szv,48.1,52.6,12.502,13.437,0.26,0.255,0.079,0.088,0.686,0.717,33.0,37.7,,,35.7,0.2215,0.2235
102,10461.0,8,5/16/2017,10:32,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 102.szv,54.8,58.3,11.215,11.873,0.205,0.204,0.044,0.068,0.674,0.672,36.89,39.13,0.043,0.067,37.54,0.2215,0.2235
103,10462.0,7,5/16/2017,10:33,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 103.szv,58.3,60.0,14.06,14.233,0.241,0.237,0.036,0.044,0.711,0.702,41.46,42.14,,,41.7,0.2467,0.2587
104,10462.0,8,5/16/2017,10:35,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 104.szv,43.3,47.7,8.786,9.934,0.203,0.208,0.041,0.113,0.607,0.632,26.28,30.13,,,26.97,0.2467,0.2587
105,10463.0,7,5/16/2017,10:36,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 105.szv,55.4,60.0,13.006,14.607,0.235,0.243,0.077,0.069,0.8,0.786,44.33,47.18,,,44.16,0.2277,0.2603
106,10463.0,8,5/16/2017,10:38,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 106.szv,13.0,16.0,1.422,4.574,0.11,0.286,0.471,0.183,0.33,0.421,4.28,6.72,0.437,0.171,5.55,0.2277,0.2603
107,10450.0,9,5/16/2017,11:13,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 107.szv,11.0,17.1,2.559,3.903,0.233,0.228,0.427,0.325,0.561,0.768,6.16,13.11,0.388,0.3,10.08,0.186,0.1893
108,10450.0,10,5/16/2017,11:13,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 108.szv,56.0,60.0,9.051,10.118,0.162,0.169,0.068,0.127,0.709,0.728,39.68,43.66,,,41.88,0.186,0.1893
109,10451.0,9,5/16/2017,11:16,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 109.szv,4.1,6.1,1.106,1.662,0.272,0.274,0.524,0.357,0.45,0.477,1.82,2.89,0.539,0.304,2.39,0.2475,0.2517
110,10451.0,10,5/16/2017,11:16,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 110.szv,58.1,59.5,13.48,13.863,0.232,0.233,0.019,0.034,0.6,0.591,34.82,35.13,0.009,0.025,34.85,0.2475,0.2517
111,10452.0,9,5/16/2017,11:18,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 111.szv,29.9,33.9,7.618,8.973,0.255,0.265,0.063,0.104,0.79,0.773,23.63,26.19,,,24.42,0.2325,0.2362
112,10452.0,10,5/16/2017,11:19,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 112.szv,27.6,30.2,6.241,6.879,0.226,0.228,0.066,0.103,0.484,0.481,13.36,14.54,,,13.65,0.2325,0.2362
113,10453.0,9,5/16/2017,11:19,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 113.szv,40.9,42.2,10.042,10.481,0.246,0.248,0.012,0.041,0.739,0.722,30.21,30.45,0.011,0.029,30.24,0.241,0.239
114,10453.0,10,5/16/2017,11:20,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 114.szv,2.2,6.6,0.547,1.577,0.254,0.24,0.952,0.703,0.185,0.675,0.4,4.42,0.918,0.676,2.07,0.241,0.239
115,10454.0,9,5/16/2017,11:21,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 115.szv,7.7,10.8,2.019,2.923,0.262,0.271,0.579,0.314,0.33,0.465,2.54,5.03,,,3.83,0.2488,0.2545
116,10454.0,10,5/16/2017,11:22,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 116.szv,22.8,27.2,5.81,7.003,0.255,0.258,0.178,0.163,0.694,0.755,15.81,20.53,0.184,0.16,18.05,0.2488,0.2545
117,10455.0,9,5/16/2017,11:22,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 117.szv,55.4,60.0,12.258,13.527,0.221,0.225,0.094,0.019,0.767,0.753,42.47,45.17,,,42.89,0.2148,0.2172
118,10455.0,10,5/16/2017,11:24,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 118.szv,57.3,60.0,12.07,12.481,0.211,0.208,0.09,0.064,0.672,0.673,38.49,40.38,,,39.53,0.2148,0.2172
119,10457.0,9,5/16/2017,11:26,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 119.szv,36.2,41.0,9.492,11.11,0.262,0.271,0.064,0.107,0.633,0.671,22.93,27.49,,,24.84,0.2412,0.2453
120,10457.0,10,5/16/2017,11:27,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 120.szv,25.8,27.5,4.753,5.119,0.184,0.186,0.064,0.107,0.684,0.661,17.58,18.12,0.049,0.082,17.62,0.2412,0.2453
121,10458.0,9,5/16/2017,11:28,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 121.szv,19.7,22.1,4.977,5.737,0.253,0.26,0.24,0.109,0.838,0.832,16.51,18.38,,,17.82,0.2152,0.219
122,10458.0,10,5/16/2017,11:29,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 122.szv,55.2,60.0,11.862,13.211,0.215,0.22,0.129,0.061,0.679,0.673,37.48,40.38,,,37.68,0.2152,0.219
123,10459.0,9,5/16/2017,11:31,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 123.szv,32.9,35.5,9.42,10.348,0.286,0.291,0.029,0.083,0.645,0.63,21.17,22.29,0.026,0.068,21.4,0.2722,0.2763
124,10459.0,10,5/16/2017,11:32,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 124.szv,1.8,3.2,0.264,0.603,0.15,0.191,0.574,0.79,0.036,0.139,0.06,0.44,0.169,0.677,0.01,0.2722,0.2763
125,10460.0,9,5/16/2017,11:32,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 125.szv,54.9,60.0,12.411,13.436,0.226,0.224,0.074,0.063,0.66,0.699,36.2,41.96,,,39.34,0.207,0.2112
126,10460.0,10,5/16/2017,11:34,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 126.szv,23.5,29.1,4.41,5.765,0.188,0.198,0.037,0.23,0.505,0.545,11.87,15.87,,,12.25,0.207,0.2112
127,10461.0,9,5/16/2017,11:35,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 127.szv,56.5,60.0,12.273,13.49,0.217,0.225,0.063,0.034,0.751,0.76,42.43,45.59,,,44.18,0.2215,0.2235
128,10461.0,10,5/16/2017,11:37,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 128.szv,58.8,60.0,10.778,11.0,0.183,0.183,0.04,0.037,0.424,0.419,24.91,25.16,,,24.94,0.2215,0.2235
129,10462.0,9,5/16/2017,11:40,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 129.szv,13.3,16.1,3.853,4.769,0.29,0.297,0.087,0.179,0.709,0.653,9.4,10.49,0.058,0.155,9.53,0.2467,0.2587
130,10462.0,10,5/16/2017,11:40,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 130.szv,1.1,4.5,0.251,1.227,0.228,0.273,0.992,0.755,0.118,0.512,0.13,2.3,,,0.89,0.2467,0.2587
131,10463.0,9,5/16/2017,11:41,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 131.szv,26.1,27.7,7.057,7.626,0.27,0.275,0.083,0.076,0.742,0.725,19.37,20.08,,,19.72,0.2277,0.2603
132,10463.0,10,5/16/2017,11:42,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 132.szv,3.0,3.0,0.927,0.927,0.309,0.309,0.991,0.991,0.465,0.465,1.39,1.39,,,-0.04,0.2277,0.2603
133,10450.0,11,5/16/2017,12:19,pm,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 133.szv,57.3,60.0,11.365,12.294,0.198,0.205,0.043,0.041,0.716,0.717,40.99,42.98,,,42.31,0.186,0.1893
134,10450.0,12,5/16/2017,12:21,pm,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 134.szv,38.2,40.6,6.63,7.19,0.174,0.177,0.038,0.068,0.625,0.609,23.88,24.72,,,24.12,0.186,0.1893
135,10451.0,11,5/16/2017,12:22,pm,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 135.szv,12.9,17.4,3.475,4.94,0.269,0.284,0.09,0.226,0.506,0.576,6.52,10.01,,,7.73,0.2475,0.2517
